Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Z.score,Combined.Score,Genes
rhabdomere_microvillus_(GO:0035996),1/7,0.000699894994744389,0.0062990549526995,0.00408580183861838,0.0356230847803248,-2.91153093518053,21.1510501047559,ninaE
trans-Golgi_network_(GO:0005802),1/27,0.00269824491234428,0.00674510600541357,0.0143003064351144,0.0356230847803248,-2.14416234843147,12.6830499555036,ninaE
microvillus_membrane_(GO:0031528),1/20,0.00199904995245516,0.00674510600541357,0.0107252298263303,0.0356230847803248,-2.00025685842275,12.4317628665853,ninaE
rhabdomere_membrane_(GO:0033583),1/39,0.0038962948148227,0.00701333066668086,0.0204290091930766,0.0367722165475378,-1.99734967614999,11.0807551707399,ninaE
microvillus_(GO:0005902),1/30,0.00299782489129492,0.00674510600541357,0.0158324821245888,0.0356230847803248,-1.7553437160195,10.198315792901,ninaE
rhabdomere_(GO:0016028),1/54,0.0053928446422504,0.0080892669633756,0.0280898876403402,0.0421348314605104,-1.89874902398972,9.91656286341345,ninaE
cytoplasmic_vesicle_(GO:0031410),1/83,0.00828298414905333,0.0106495510487829,0.0429009193053359,0.0551583248211461,-1.32922914880131,6.37172900620038,ninaE
Golgi_membrane_(GO:0000139),1/111,0.0110694734734167,0.0124531576575938,0.0572012257404774,0.0643513789580371,-1.27388045447578,5.73700227835388,ninaE
early_endosome_(GO:0005769),1/136,0.0135540977053117,0.0135540977053117,0.069969356486421,0.069969356486421,-1.26604560401688,5.44534616234482,ninaE
