Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128C, Sample, n/a, Earth_F3	Abundances Count: F8: 128C, Sample, n/a, Earth_F3	Modifications
A0A0B4K692	Neprilysin-2	7.62	6	7	6	256919.44090000002	7	
A0A0B4K7J2	E3 SUMO-protein ligase RanBP2	4.16	10	10	10	155403.47123	9	
A0A0B4KGY6	RNA-binding protein Pasilla	20.77	19	75	19	9353958.86192	66	
A0A0B7P9G0	Unextended protein	11.87	9	10	9	76325.47379999999	8	
A0A126GUP6	Melanization protease 1	31.25	10	14	9	365880.62343	12	
A0A1F4	Protein eyes shut	12.91	28	65	0	2742138.302	59	
A1Z6H7	Nuclear pore membrane glycoprotein 210	3.2	5	5	5	13091.820240000001	4	
A1Z6S7	GTPase-GDP dissociation stimulator vimar	21.73	13	17	11	276638.9036	15	
A1Z713	Intermembrane lipid transfer protein Vps13	0.96	3	3	3	24974.568	3	
A1Z7G7	Latrophilin Cirl	1.24	2	2	0	12879.3022	2	
A1Z7T0	Serine/threonine-protein kinase N	3.78	4	4	0	17071.7272	4	
A1Z830	28S rRNA (uridine-N(3))-methyltransferase	10.1	5	6	1	26265.134899999997	4	
A1Z877	Nidogen	21.48	28	49	28	2842790.8297	46	
A1Z8D0	Periodic tryptophan protein 1 homolog	15.25	5	7	5	106301.8703	6	
A1Z8P9	Nucleoprotein TPR	24.08	56	65	0	1185789.6467	61	
A1Z9A2	UPF0587 protein CG4646	24.54	4	8	0	735031.417	7	
A1Z9A8	Small ribosomal subunit protein mS39	19.33	9	11	9	158328.23788	11	
A1Z9E2	Protein lin-54 homolog	24.32	22	26	0	459883.65464	26	
A1Z9S1	Biogenesis of lysosome-related organelles complex 1 subunit 1	31.29	3	4	3	16125.36206	3	
A1Z9X0	Atypical protein kinase C	3.96	2	2	0	12249.44	1	
A1ZA47	PDZ and LIM domain protein Zasp	28.08	49	133	0	226137.17373	19	
A1ZA77	Transmembrane protein 208	10.92	2	2	2	53049.842	2	
A1ZAJ2	Kinesin-like protein unc-104	5.09	8	8	0	99277.7203	8	
A1ZAX1	Eukaryotic translation initiation factor 3 subunit C	7.36	7	7	0	183191.52801	6	
A1ZBT5	Mediator of RNA polymerase II transcription subunit 8	6.75	2	2	2	16544.176	1	
A2VEI2	Calcium uptake protein 1 homolog, mitochondrial	4.95	3	4	3	84796.2374	4	
A4VCL2	Extracellular serine/threonine protein CG31145	3.22	2	2	0	15352.427000000001	2	
A8DYH2	Ubiquitin-fold modifier 1	71.26	5	11	0	1393610.7054	10	
A8DYP0	Protein Obscurin	1.87	8	8	8	74419.3021	8	
B7YZT2	Mitochondrial fission 1 protein	38.96	6	13	6	589792.1598	10	
C0HK92	Uncharacterized protein CG45076	59.45	40	132	0	10524155.54518	118	
C0HK94	Uncharacterized protein CG45078	64.42	14	34	12	1258646.0528	23	
C0HK95	Protein anoxia up-regulated	87.02	12	67	10	3352745.40838	47	
C0HKA0	Small ribosomal subunit protein uS11A	47.68	7	23	0	1894789.2031	21	
C0HL62	Larval cuticle protein 65Ab1	46.15	3	8	0	271286.666	8	
C0HL66	Histone H3.3A	55.15	7	37	0	33116.72788	5	
C0HLZ9	Baramicin A1	17.51	4	6	0	226614.02099999998	5	
C4NYP8	Hsc70-interacting protein 1	40.85	15	41	0	2969549.9306	38	
E1JIT7	PH and SEC7 domain-containing protein	2.12	3	3	3	24874.360370000002	3	
F3YDF1	ATP-dependent zinc metalloprotease YME1L	12.7	9	13	0	194571.3174	12	
M9NDE3	Protein bark beetle	4.42	14	14	14	132174.18846	12	
M9PF61	Aldo-keto reductase 1B	60.0	21	73	21	19083062.3887	69	
M9PFN0	Phosphatase Herzog	21.88	7	13	7	175977.5607	10	
O01367	Protein held out wings	18.52	7	14	0	383300.9139	12	
O01404	Peptidylglycine alpha-hydroxylating monooxygenase	17.26	6	16	0	940966.9137	14	
O01666	ATP synthase subunit gamma, mitochondrial	59.26	19	142	19	14395249.1591	127	
O02194	Presenilin homolog	5.73	2	2	0	16828.826	1	
O02195	Eukaryotic translation initiation factor 3 subunit I	44.48	11	19	11	1008956.5096	18	
O02649	Heat shock protein 60A	76.27	44	168	28	27603479.199	151	
O15943	Neural-cadherin	17.05	53	82	2	2300781.8593	78	
O16797	Large ribosomal subunit protein uL3	15.62	8	13	8	221449.43016	12	
O17444	Vesicular acetylcholine transporter	10.9	5	7	5	61710.5314	5	
O17445	Large ribosomal subunit protein eL15	12.25	3	6	0	33110.5653	3	
O18333	Ras-related protein Rab-2	44.6	9	17	9	653731.25216	17	
O18334	Ras-related protein Rab6	33.17	8	22	0	146015.64057	8	
O18373	Inactive selenide, water dikinase-like protein	21.36	10	22	10	1639861.9425000001	21	
O18388	Importin subunit beta	3.85	4	4	0	83598.3388	3	
O18404	3-hydroxyacyl-CoA dehydrogenase type-2	83.53	18	148	18	20565606.53115	121	
O18413	26S proteasome regulatory subunit 8	48.4	20	54	8	1396975.733	37	
O18640	Small ribosomal subunit protein RACK1	27.67	11	15	0	813250.7548999999	14	
O44081	H/ACA ribonucleoprotein complex subunit 4	3.15	2	2	0	17546.932	1	
O44342	Protein windbeutel	17.51	4	5	0	86133.7604	5	
O44386	Integrin alpha-PS3	7.26	8	10	6	177148.8052	8	
O44437	Small nuclear ribonucleoprotein Sm D3	24.5	4	6	4	499191.3288	5	
O46037	Vinculin	59.31	53	121	0	6296921.7137	109	
O46084	Serine/threonine-protein phosphatase Pgam5, mitochondrial	3.46	1	1	0	10815.101	1	
O46098	LYR motif-containing protein 4 homolog	69.57	8	18	8	1294120.0815	17	
O46106	Splicing factor 3A subunit 3	23.06	9	11	9	322538.44299999997	10	
O46339	Homeobox protein homothorax	5.54	2	2	2	12579.0364	2	
O61231	Large ribosomal subunit protein uL16	44.04	12	22	0	771573.83257	19	
O61305	DEAD-box helicase Dbp80	3.7	2	2	0	47370.774999999994	2	
O61307	Teneurin-m	2.01	4	4	0	108594.29999999999	2	
O61443	Mitogen-activated protein kinase p38b	15.89	6	10	3	213381.08299999998	10	
O61491	Flotillin-1	57.51	24	64	24	4472946.7549	59	
O61722	PRL-1 phosphatase	67.05	10	24	10	675743.3643	22	
O62619	Pyruvate kinase	69.79	30	93	30	11686224.5951	76	
O62621	Coatomer subunit beta'	2.08	2	2	2	10029.0516	2	
O76206	Putative riboflavin kinase	39.87	6	13	0	793016.441	9	
O76454	Pterin-4-alpha-carbinolamine dehydratase	33.85	4	7	4	613355.411	7	
O76742	Ras-related protein Rab7	37.68	8	13	8	565873.6847	12	
O76878	RILP-like protein homolog	18.96	7	9	0	119300.4543	7	
O76902	Pleckstrin homology domain-containing family F member 1 homolog	11.39	4	10	4	291618.4468	10	
O76927	Small ribosomal subunit protein eS21	72.29	6	20	0	516442.983	15	
O77051	Transcription factor E2F2	16.76	6	8	0	77390.0432	6	
O77263	tRNA (guanine-N(7)-)-methyltransferase	24.61	4	6	4	99647.3256	6	
O77277	Torsin-like protein	10.0	4	5	0	148634.8544	5	
O77410	Eukaryotic translation initiation factor 3 subunit E	8.97	4	5	4	61089.4736	4	
O96553	C-1-tetrahydrofolate synthase, cytoplasmic	20.35	21	24	0	477969.4388	22	
O96690	Protein PDF	15.69	1	2	1	14501.055	1	
O96827	Probable elongation factor 1-beta	83.78	18	101	0	8557138.494859999	94	
O97067	Probable peptidyl-tRNA hydrolase 2	30.65	5	9	0	212567.1807	8	
O97125	Heat shock protein 68	30.39	17	74	11	837308.65063	25	
O97172	UPF0729 protein CG18508	29.29	3	3	0	35202.264	2	
O97394	Protein sidekick	0.45	1	1	0	709.3839	1	
O97422	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I	8.17	3	3	3	82594.6	3	
O97477	Inositol-3-phosphate synthase	29.56	14	50	14	4812441.9987	43	
P00334	Alcohol dehydrogenase	88.28	23	232	23	120445323.65369	206	
P00408	Cytochrome c oxidase subunit 2	33.77	7	27	7	4685092.5109	22	
P00522	Tyrosine-protein kinase Abl	2.9	3	4	0	14166.682499999999	3	
P02255	Histone H1	25.0	5	6	0	82854.4154	6	
P02283	Histone H2B	56.91	8	80	8	12521412.5167	71	
P02299	Histone H3	55.15	7	35	2	10085583.2685	29	
P02515	Heat shock protein 22	38.51	7	11	7	733068.7692999999	10	
P02516	Heat shock protein 23	84.95	16	72	0	7593471.17986	64	
P02517	Heat shock protein 26	48.08	8	23	0	2391863.3851	23	
P02518	Heat shock protein 27	55.87	11	23	0	1274436.12914	18	
P02572	Actin-42A	74.2	30	655	3	363606500.24217	585	
P02574	Actin, larval muscle	66.22	27	546	0	1875709.6829000001	19	
P02828	Heat shock protein 83	51.74	42	171	0	28687446.28203	164	
P02843	Vitellogenin-1	65.15	29	248	0	85416187.09624	185	
P02844	Vitellogenin-2	66.97	26	196	0	64219510.01699	153	
P04197	Myb protein	2.28	2	2	0	14117.824499999999	2	
P04359	Large ribosomal subunit protein eL32	38.81	5	9	5	844847.233	8	
P04388	Ras-like protein 2	25.0	4	8	4	456342.869	7	
P05031	Aromatic-L-amino-acid decarboxylase	6.47	2	2	2	12155.038700000001	2	
P05205	Heterochromatin protein 1	44.66	9	23	9	1020219.9382000001	19	
P05303	Elongation factor 1-alpha 2	53.9	27	157	0	4225484.2479	36	
P05389	Large ribosomal subunit protein P2	29.2	3	13	3	4094771.5337	12	
P05552	Transcription factor Adf-1	17.56	4	5	0	158162.965	4	
P05661	Myosin heavy chain, muscle	53.31	127	445	0	475346.99345999997	10	
P05812	Heat shock protein 67B1	22.7	8	11	8	195509.2627	11	
P06002	Opsin Rh1	7.24	3	7	3	651577.8600999999	5	
P06603	Tubulin alpha-1 chain	59.33	26	218	0	89349084.53344001	189	
P06607	Vitellogenin-3	80.0	35	270	0	144552715.94148	244	
P06742	Myosin light chain alkali	55.48	9	117	0	35620548.07646	101	
P07207	Neurogenic locus Notch protein	1.0	2	2	0	8692.3	2	
P07486	Glyceraldehyde-3-phosphate dehydrogenase 1	76.81	23	131	9	12681679.74143	34	
P07487	Glyceraldehyde-3-phosphate dehydrogenase 2	84.04	23	146	0	41583114.52929	133	
P07665	Serendipity locus protein beta	5.9	3	4	0	95655.0514	4	
P07668	Choline O-acetyltransferase	14.7	8	8	8	90335.7023	8	
P07764	Fructose-bisphosphate aldolase	88.92	42	386	0	193685519.50451002	332	
P08111	Lethal(2) giant larvae protein	9.3	10	10	0	153074.63415	8	
P08120	Collagen alpha-1(IV) chain	6.35	9	22	9	761504.15205	22	
P08144	Alpha-amylase A	22.87	10	19	0	660174.7845	17	
P08171	Esterase-6	15.26	8	18	0	1030003.9245	17	
P08181	Casein kinase II subunit alpha	10.42	3	5	0	96354.6493	5	
P08182	Casein kinase II subunit beta	38.72	8	19	2	1761851.31534	18	
P08570	Large ribosomal subunit protein P1	70.54	4	46	0	10459999.4834	45	
P08645	Ras-related protein Rap1	40.76	6	13	0	489887.74956	12	
P08646	Ras-like protein 1	38.62	7	19	7	1305923.7706	17	
P08736	Elongation factor 1-alpha 1	49.46	27	176	12	64461139.26195	156	
P08761	Peptide methionine sulfoxide reductase	35.77	7	12	0	898483.3586	12	
P08879	Nucleoside diphosphate kinase	69.28	8	123	0	18708520.06094	101	
P08928	Lamin	75.72	60	199	59	15183517.7234	176	
P08985	Histone H2A.v	42.55	10	39	8	5492926.56435	27	
P09040	Drosulfakinins	17.73	3	4	3	138528.4045	4	
P09180	Large ribosomal subunit protein uL4	45.14	22	52	22	4016687.95243	47	
P09208	Insulin-like receptor	2.19	5	6	5	28286.5401	4	
P09491	Tropomyosin-2	82.39	40	292	3	1330389.761	10	
P0DKM0	Cytochrome c oxidase assembly factor 3, mitochondrial	41.38	5	9	5	189155.3349	8	
P10379	Protein unzipped	27.46	11	26	0	1284922.5887	24	
P10552	FMRFamide-related peptides	8.36	3	4	3	458455.395	4	
P10676	Neither inactivation nor afterpotential protein C	30.38	50	73	12	4097481.34968	67	
P10981	Actin-87E	69.15	30	649	0	17599060.8128	27	
P10987	Actin-5C	74.2	31	679	0	4419992.8202	23	
P11046	Laminin subunit beta-1	29.14	47	83	47	4981562.6589	74	
P11146	Heat shock 70 kDa protein cognate 2	11.37	6	39	1	1651.1842	1	
P11147	Heat shock 70 kDa protein cognate 4	86.18	55	389	0	96381021.58669	338	
P11584	Integrin beta-PS	27.54	22	46	0	2203823.99143	42	
P12024	Chaoptin	34.98	42	110	0	7024689.4398	102	
P12080	Integrin alpha-PS2	12.39	17	21	17	1049075.98004	19	
P12252	3',5'-cyclic-AMP phosphodiesterase	18.88	16	26	0	20086.939599999998	3	
P12370	cAMP-dependent protein kinase catalytic subunit 1	51.84	21	54	20	4399178.71117	49	
P12426	Adenine phosphoribosyltransferase	20.88	4	4	0	66082.61723999999	4	
P12613	T-complex protein 1 subunit alpha	23.88	13	17	0	787361.1435	15	
P12646	Glucose-6-phosphate 1-dehydrogenase	3.63	2	3	2	46195.225000000006	3	
P12881	Proteasome subunit alpha type-1	64.52	16	47	0	5295855.6366	44	
P12982	Serine/threonine-protein phosphatase alpha-2 isoform	22.52	6	16	1	439682.67510000005	10	
P13008	Small ribosomal subunit protein eS26	21.05	2	10	0	662157.0576	9	
P13060	Eukaryotic translation elongation factor 2	27.96	24	44	24	3198897.2854	39	
P13217	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase	43.56	47	121	0	5893702.36171	107	
P13395	Spectrin alpha chain	66.34	150	596	0	70375502.94391	548	
P13469	DNA-binding protein modulo	6.83	4	4	0	112952.58970000001	4	
P13496	Dynactin subunit 1	19.53	26	29	26	768689.95074	28	
P13607	Sodium/potassium-transporting ATPase subunit alpha	44.67	44	149	0	13358402.27834	134	
P13677	Protein kinase C, eye isozyme	10.71	8	13	7	467637.7062	12	
P13678	Protein kinase C	6.22	5	6	0	90460.8275	4	
P13706	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic	87.88	29	188	0	9617.32	1	
P14199	Protein ref(2)P	21.04	10	16	10	1083800.8204	15	
P14318	Muscle-specific protein 20	83.15	21	93	21	22467326.0344	86	
P14484	Pupal cuticle protein	27.17	5	23	5	1396447.9685	21	
P15007	Enolase	77.8	36	335	1	119592008.40353	302	
P15215	Laminin subunit gamma-1	38.87	56	107	0	7077969.569	102	
P15330	Embryonic polarity protein dorsal	5.31	4	4	0	40012.491	4	
P15357	Ubiquitin-ribosomal protein eS31 fusion protein	42.31	6	62	1	13079583.3333	59	
P15364	Protein amalgam	24.62	6	10	0	263845.895	9	
P15372	Phosrestin-2	69.78	24	97	0	5139531.1286	88	
P15425	Peptidyl-prolyl cis-trans isomerase, rhodopsin-specific isozyme	24.05	4	5	4	256202.25	4	
P16378	G protein alpha o subunit	26.27	11	43	8	5552132.320400001	39	
P16554	Protein numb	19.06	9	11	0	231585.4778	11	
P16568	Protein bicaudal D	20.59	17	19	0	543969.0773	18	
P16620	Tyrosine-protein phosphatase 69D	5.81	8	9	8	437303.79600000003	8	
P16621	Tyrosine-protein phosphatase Lar	0.59	1	1	0	7039.322	1	
P16914	Protein elav	34.58	12	38	0	1799022.6641	35	
P17210	Kinesin heavy chain	46.77	45	96	45	5188921.33219	87	
P17276	Protein henna	40.04	15	35	0	1939314.2822	33	
P17336	Catalase	44.47	19	65	19	3914699.2895299997	53	
P17704	Small ribosomal subunit protein eS17	58.78	9	30	9	2807389.5435	28	
P17719	Dihydrofolate reductase	26.92	4	8	4	208418.1244	7	
P18053	Proteasome subunit alpha type-4	56.06	13	46	11	5604541.381999999	41	
P18173	Glucose dehydrogenase [FAD, quinone]	2.56	2	2	0	26260.734	2	
P18431	Protein kinase shaggy	43.77	19	57	0	3577500.16785	52	
P18432	Myosin regulatory light chain 2	84.68	18	240	18	61226849.20553	229	
P18459	Tyrosine 3-monooxygenase	16.75	11	13	0	254446.165	12	
P18824	Armadillo segment polarity protein	17.67	13	22	0	264619.9698	17	
P19107	Phosrestin-1	71.82	33	296	33	49007145.64886	279	
P19109	ATP-dependent RNA helicase p62	21.7	15	25	0	1174617.5141	23	
P19334	Transient receptor potential protein	4.39	6	7	5	65482.1446	5	
P19339	Protein sex-lethal	5.65	2	2	0	44638.193	2	
P19351	Troponin T, skeletal muscle	53.4	35	115	0	1411187.574	11	
P19889	Large ribosomal subunit protein uL10	50.79	15	61	0	12624269.4309	60	
P20007	Phosphoenolpyruvate carboxykinase [GTP]	5.87	4	4	3	77690.96399999999	3	
P20153	Protein ultraspiracle	1.57	1	1	0	21483.123	1	
P20228	Glutamate decarboxylase	20.78	11	32	0	1392351.7405	31	
P20232	Transcription elongation factor S-II	38.02	12	19	0	664368.53015	17	
P20240	Otefin	40.8	14	20	14	374763.57526	17	
P20241	Neuroglian	26.04	33	88	0	5218002.0354	82	
P20348	Sex-regulated protein janus-A	39.26	6	13	6	917493.7655000001	10	
P20351	Tryptophan 2,3-dioxygenase	9.5	3	3	3	53188.815	3	
P20354	G protein alpha s subunit	47.01	15	32	1	5128.2476	1	
P20385	Chorion transcription factor Cf2	11.96	6	6	0	44219.11627	6	
P20432	Glutathione S-transferase D1	52.15	14	87	11	32204755.267	76	
P20477	Glutamine synthetase 1, mitochondrial	53.38	20	72	0	12767722.6188	66	
P20478	Glutamine synthetase 2 cytoplasmic	76.96	26	204	0	57827768.89766	178	
P21187	Polyadenylate-binding protein	26.81	13	31	13	1396807.5894	31	
P21914	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	60.61	20	123	18	17831497.9709	109	
P22465	Annexin B10	76.01	24	137	24	24060294.6861	119	
P22769	Proteasome subunit alpha type-7-1	58.63	12	28	10	2521092.70706	26	
P22813	Heat shock factor protein	4.34	3	3	0	17156.735	2	
P22815	Protein bride of sevenless	2.01	2	3	2	58909.769499999995	3	
P22979	Heat shock protein 67B3	55.28	7	20	7	803226.8017000001	17	
P23128	ATP-dependent RNA helicase me31b	12.2	5	6	5	67473.598	6	
P23226	205 kDa microtubule-associated protein	27.34	25	45	0	1018589.00781	39	
P23257	Tubulin gamma-1 chain	3.58	2	2	0	27789.466	2	
P23625	G protein alpha q subunit	57.51	21	85	18	11050295.3719	77	
P23654	Neurotactin	15.84	11	14	0	342993.2953	14	
P23696	Serine/threonine-protein phosphatase PP2A	37.86	9	15	0	497172.33927	13	
P23779	Cystatin-like protein	57.94	7	40	7	5117853.5511	36	
P24156	Prohibitin 1	68.12	18	72	0	6095470.960270001	67	
P25007	Peptidyl-prolyl cis-trans isomerase	44.05	12	142	9	47786247.18699	123	
P25153	Ubiquitin-conjugating enzyme E2-17 kDa	17.22	2	3	0	297763.95999999996	2	
P25160	ADP-ribosylation factor-like protein 1	10.56	2	4	2	55101.141599999995	4	
P25161	Probable 26S proteasome non-ATPase regulatory subunit 3	29.76	17	28	0	1331541.8342	27	
P25171	Regulator of chromosome condensation	10.42	5	6	5	207256.133	5	
P25172	Protein suppressor 2 of zeste	1.61	2	2	0	9771.0453	2	
P25228	Ras-related protein Rab-3	37.73	7	22	0	398937.5023	9	
P25455	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II	6.37	9	10	9	189141.5724	9	
P25822	Maternal protein pumilio	3.13	5	6	0	114990.557	6	
P25843	Profilin	88.89	7	37	0	2616482.61964	34	
P25867	Ubiquitin-conjugating enzyme E2-17 kDa	12.24	2	9	0	3426341.0840000003	9	
P26270	26S proteasome non-ATPase regulatory subunit 7	15.38	6	12	0	397745.9077	12	
P26308	Guanine nucleotide-binding protein subunit beta-1	25.29	9	25	0	1147275.1087	21	
P26686	Serine-arginine protein 55	19.68	7	14	0	603483.5993	14	
P27716	Innexin inx1	2.49	1	1	0	2559.3645	1	
P27779	Pupal cuticle protein Edg-78E	9.84	2	9	0	426877.208	8	
P28668	Bifunctional glutamate/proline--tRNA ligase	4.67	8	9	8	95908.4166	9	
P29052	Transcription initiation factor IIB	16.83	6	10	0	289816.88409999997	10	
P29310	14-3-3 protein zeta	68.55	19	282	0	76895108.84149	238	
P29327	Small ribosomal subunit protein eS6	20.16	5	15	2	1035428.6888	15	
P29413	Calreticulin	58.13	22	67	0	12780223.48997	65	
P29613	Triosephosphate isomerase	78.54	20	145	19	61658373.64816	139	
P29742	Clathrin heavy chain	7.99	13	14	0	323533.57723	14	
P29746	Protein bangles and beads	63.12	27	57	27	5678085.4073	56	
P29829	Guanine nucleotide-binding protein subunit beta-2	50.58	17	78	17	5666634.97397	68	
P29843	Heat shock 70 kDa protein cognate 1	27.15	16	75	2	219820.34633	7	
P29844	Endoplasmic reticulum chaperone BiP	65.24	43	255	0	26939684.38876	177	
P29845	Heat shock 70 kDa protein cognate 5	59.18	46	196	0	27873145.24199	165	
P30432	Furin-like protease 2	2.5	4	4	0	35049.137	3	
P31007	Disks large 1 tumor suppressor protein	34.33	35	113	1	8438.012	1	
P31009	Small ribosomal subunit protein uS5	50.56	12	38	0	6512958.7845	37	
P31409	V-type proton ATPase subunit B	62.65	26	100	0	4404230.676	83	
P32100	Large ribosomal subunit protein uL30	44.44	13	35	0	2799732.7092	29	
P32234	Guanylate binding protein 128up	16.85	6	9	5	292561.49396	9	
P32392	Actin-related protein 3	26.56	9	16	9	424907.58759	16	
P32748	Dihydroorotate dehydrogenase (quinone), mitochondrial	24.2	10	18	10	568267.7393	18	
P33438	Glutactin	36.94	29	56	0	1505564.64875	48	
P34082	Fasciclin-2	26.8	21	34	0	1182080.21472	29	
P35122	Ubiquitin carboxyl-terminal hydrolase	59.91	10	28	0	2257906.7982	23	
P35128	Ubiquitin-conjugating enzyme E2 N	50.99	6	24	0	2028815.5031	23	
P35220	Catenin alpha	26.39	24	38	14	1341068.005	36	
P35381	ATP synthase subunit alpha, mitochondrial	67.57	50	417	50	127003664.99482	371	
P35415	Paramyosin, long form	75.2	91	521	0	106329053.26815	460	
P35416	Paramyosin, short form	60.0	45	292	0	10394279.9202	52	
P35421	Phosphoribosylformylglycinamidine synthase	2.81	4	4	4	24017.6933	4	
P35554	Flightin	54.4	9	20	0	2129137.4829	19	
P35992	Tyrosine-protein phosphatase 10D	2.86	7	7	6	98697.4192	7	
P36179	Serine/threonine-protein phosphatase PP2A 65 kDa regulatory subunit	47.88	23	58	0	5647939.4629	56	
P36188	Troponin I	57.99	21	83	0	21513904.3076	78	
P36241	Large ribosomal subunit protein eL19	31.53	7	19	7	1801198.0538	16	
P36872	Protein phosphatase PP2A 55 kDa regulatory subunit	5.21	3	4	0	22729.3966	4	
P36951	Putative hydroxypyruvate isomerase	42.05	10	33	10	3472814.8637	31	
P36958	DNA-directed RNA polymerase II subunit RPB9	31.01	3	6	0	148014.244	2	
P36975	Synaptosomal-associated protein 25	87.74	21	143	19	13997304.02465	113	
P37193	Adrenodoxin-like protein 1, mitochondrial	22.67	3	9	0	598184.2036	9	
P37236	Frequenin-1	71.66	12	40	0	1981867.6533	12	
P37276	Dynein heavy chain, cytoplasmic	0.17	1	1	0	11099.747	1	
P38040	Guanine nucleotide-binding protein subunit gamma-1	68.57	5	24	5	1732810.4593000002	12	
P38979	Small ribosomal subunit protein uS2	75.19	16	83	16	14970283.95157	72	
P39018	Small ribosomal subunit protein eS19A	64.74	14	52	0	8333990.9234	52	
P39736	Puff-specific protein Bx42	9.87	4	5	0	69392.2797	5	
P40301	Proteasome subunit alpha type-2	23.08	5	8	5	302131.7036	6	
P40304	Proteasome subunit beta type-1	31.91	7	13	7	785272.6163	12	
P40320	S-adenosylmethionine synthase	12.5	6	7	0	320424.044	6	
P40417	Mitogen-activated protein kinase ERK-A	55.59	15	36	8	2123905.06083	32	
P40421	Serine/threonine-protein phosphatase rdgC	8.77	5	6	0	14105.68823	5	
P40423	Myosin regulatory light chain sqh	51.15	7	22	0	1496346.0514	20	
P40427	Homeobox protein extradenticle	9.31	3	4	0	210883.16040000002	4	
P40792	Ras-related protein Rac1	34.38	6	13	0	1492749.5156	13	
P40793	Cdc42 homolog	24.61	4	8	0	521547.3651	7	
P40796	La protein homolog	40.51	13	18	12	815994.8536	16	
P40797	Protein peanut	38.4	19	35	18	1778999.7555	35	
P40945	ADP ribosylation factor 4	38.33	5	12	0	210827.5483	7	
P40946	ADP-ribosylation factor 6	21.14	3	5	3	595398.5494	5	
P41042	Small ribosomal subunit protein eS4	45.59	12	38	0	1477972.5143	33	
P41043	Glutathione S-transferase S1	83.53	19	72	0	9681182.95054	67	
P41044	Calbindin-32	76.77	26	157	0	18630267.33151	147	
P41073	Zinc finger protein on ecdysone puffs	19.55	13	28	0	1167737.266	25	
P41092	Large ribosomal subunit protein uL15	36.24	6	22	0	2785914.293	21	
P41093	Large ribosomal subunit protein eL20	44.07	8	14	8	886585.1224	14	
P41094	Small ribosomal subunit protein uS13	60.53	15	46	15	5510677.6475	43	
P41126	Large ribosomal subunit protein eL13	44.5	13	50	0	5172447.27689	42	
P41374	Eukaryotic translation initiation factor 2 subunit 1	48.39	18	46	0	4297332.067	40	
P41375	Eukaryotic translation initiation factor 2 subunit 2	16.67	6	8	6	271466.3213	7	
P41572	6-phosphogluconate dehydrogenase, decarboxylating	32.22	12	20	0	1139176.2702	18	
P41900	General transcription factor IIF subunit 2	6.86	1	1	1	606.78784	1	
P42207	Septin-1	12.47	5	7	4	172111.9106	5	
P42281	Acyl-CoA-binding protein homolog	77.91	8	49	7	12318264.88854	47	
P42325	Neurocalcin homolog	61.05	12	34	12	2700455.3616	30	
P42787	Carboxypeptidase D	5.33	7	15	0	298717.9523	12	
P43332	U1 small nuclear ribonucleoprotein A	17.59	4	5	4	321475.903	5	
P45437	Coatomer subunit beta	8.61	5	8	5	102538.53343	6	
P45594	Cofilin/actin-depolymerizing factor homolog	85.81	15	98	15	22530104.49201	87	
P45888	Actin-related protein 2	28.82	9	17	9	964928.5149000001	15	
P45889	Actin-related protein 1	37.23	12	24	12	1138594.1393	22	
P46150	Moesin/ezrin/radixin homolog 1	44.12	31	74	0	24618.55	1	
P46222	Large ribosomal subunit protein uL5	32.61	7	20	0	1208507.4514000001	17	
P46223	Large ribosomal subunit protein eL8	34.69	11	35	0	3959372.8375	35	
P46415	Alcohol dehydrogenase class-3	14.25	6	12	6	776416.432	10	
P46461	Vesicle-fusing ATPase 1	51.81	38	76	0	3091796.16222	74	
P46824	Kinesin light chain	48.43	25	56	0	4863319.97071	52	
P47947	Troponin C, isoform 1	20.78	3	32	0	6436619.6637	31	
P47948	Troponin C, isoform 2	48.39	6	16	0	348939.8319	9	
P47949	Troponin C, isoform 3	62.58	8	28	0	2848433.7084	23	
P48148	Ras-like GTP-binding protein Rho1	61.98	12	32	12	3671679.3664	30	
P48149	Small ribosomal subunit protein uS8A	43.85	7	30	0	3037851.6511	26	
P48159	Large ribosomal subunit protein uL14	70.71	8	39	8	2751996.9111	36	
P48375	Peptidyl-prolyl cis-trans isomerase Fkbp12	76.85	7	40	7	15549107.20581	40	
P48451	Calcineurin subunit B type 1	62.35	8	26	0	512594.4166	9	
P48461	Serine/threonine-protein phosphatase alpha-1 isoform	24.16	7	16	0	53923.4	3	
P48554	Ras-related protein Rac2	26.04	5	12	0	38566.484	1	
P48555	Ras-related protein Ral-a	58.21	10	29	1	3020887.9584	28	
P48588	Small ribosomal subunit protein eS25	19.66	2	4	2	76391.1804	4	
P48596	GTP cyclohydrolase 1	56.79	16	71	16	8879034.71396	59	
P48598	Eukaryotic translation initiation factor 4E1	39.77	7	16	0	930156.31693	15	
P48601	26S proteasome regulatory subunit 4	63.33	29	66	0	2935248.8155400003	47	
P48602	V-type proton ATPase catalytic subunit A isoform 1	66.29	32	113	0	5921304.4921	103	
P48603	F-actin-capping protein subunit beta	38.77	10	12	0	361975.56200000003	12	
P48604	GrpE protein homolog, mitochondrial	45.07	11	39	11	4734761.23725	37	
P48605	T-complex protein 1 subunit gamma	40.44	24	51	0	3794991.8604	46	
