Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 128C, Sample, n/a, Earth_F3	Abundances Count: F8: 128C, Sample, n/a, Earth_F3	Modifications
Q9VUM1	U4/U6 small nuclear ribonucleoprotein Prp31	14.57	5	6	5	133129.7363	5	
Q9VUM2	Reactive oxygen species modulator 1	31.65	2	4	2	468466.523	4	
Q9VUN9	ubiquitinyl hydrolase 1	21.79	7	8	7	115545.95079999999	8	
Q9VUQ7	RE36966p	10.4	6	11	6	173397.429	11	
Q9VUV6	GXIVsPLA2, isoform A	16.96	4	6	4	86106.3569	5	
Q9VUW2	Inositol-1-monophosphatase	13.73	2	3	2	3973.62046	3	
Q9VUW4	Inositol-1-monophosphatase	10.42	2	2	2	31347.999000000003	2	
Q9VUX1	Small ribosomal subunit protein mS31	12.5	5	9	5	244462.2351	9	
Q9VUZ0	Translocon-associated protein subunit beta	19.47	2	5	2	562746.941	5	
Q9VUZ8	GEO07442p1	22.56	2	2	2	3082.615	1	
Q9VV13	GEO08383p1	10.71	1	5	1	511230.29370000004	5	
Q9VV31	Uncharacterized protein	19.35	2	5	2	580056.483	5	
Q9VV39	Mitochondrial ribosomal protein S34	35.11	7	12	7	448778.9054	12	
Q9VV40	Golgin 104	1.42	1	1	1	1831.4088	1	
Q9VV42	Fat body protein 2	83.09	26	202	0	56462095.31609	174	
Q9VV46	Cuticular protein 72Ec	55.94	33	251	33	47588150.75006	219	
Q9VV47	Fat body protein 2	45.17	9	18	7	2504019.438	17	
Q9VV60	Tyrosine--tRNA ligase	46.29	24	48	24	3465164.85606	47	
Q9VV75	AT02348p	82.05	29	251	29	38206621.46825	198	
Q9VV76	Syntaxin 8	37.07	6	10	6	323392.9379	9	
Q9VV89	Coatomer subunit zeta	27.01	4	12	0	125207.1142	9	
Q9VVA7	Tumor suppressor protein 101	19.61	7	9	7	247739.55800000002	9	
Q9VVB5	LD46723p	30.59	16	56	1	14290.8091	3	
Q9VVB7	FI02842p	43.95	14	57	1	9998.2595	3	
Q9VVC2	Uncharacterized protein	19.7	3	7	3	338146.4069	7	
Q9VVC3	Cuticular protein 73D, isoform B	46.57	23	57	2	3363868.1467999998	46	
Q9VVC8	LD23434p	15.41	8	9	8	190125.7202	7	
Q9VVG0	Cadherin 74A, isoform A	13.85	22	27	22	796558.9911	25	
Q9VVH5	Cytochrome b-c1 complex subunit 8	44.94	6	37	6	21684456.0836	31	
Q9VVJ7	Selenoprotein F	36.52	6	12	6	1183094.8294	12	
Q9VVK5	Adenosine deaminase	8.68	4	4	4	129916.47889999999	4	
Q9VVK7	Nucleobindin 1	14.76	9	13	9	601980.8611999999	12	
Q9VVL5	FI11325p	14.55	5	7	5	151696.9798	7	
Q9VVL7	Dihydrolipoyl dehydrogenase	67.06	28	170	28	26839232.83424	155	
Q9VVL8	Tryptophan--tRNA ligase, mitochondrial	5.71	3	4	3	111597.8457	4	
Q9VVM1	Uncharacterized protein, isoform B	4.79	3	3	3	75532.11499999999	3	
Q9VVP9	Gamma-glutamylcyclotransferase	42.73	8	12	8	326030.4843	11	
Q9VVS6	Ubiquitin-like-conjugating enzyme ATG3	26.06	6	11	6	241265.18795	10	
Q9VVT6	Glutaredoxin-2, mitochondrial	68.42	7	31	7	3962742.7456	31	
Q9VVU1	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	52.9	18	71	18	12001305.70928	60	
Q9VVU2	GEO07453p1	48.32	9	29	8	2720805.602	28	
Q9VVV6	LD45843p	6.76	5	5	0	66366.27764	5	
Q9VVW7	Canopy b	16.74	4	9	4	436981.447	9	
Q9VVX4	Large ribosomal subunit protein bL21m	6.97	2	2	2	19516.872	2	
Q9VVY7	FI20154p1	10.79	14	19	0	439728.61	18	
Q9VVZ4	Uncharacterized protein	56.79	4	14	4	181105.84474	11	
Q9VVZ6	GEO09638p1	25.95	2	3	0	12336.528	2	
Q9VW00	GH28721p	11.46	4	10	4	495631.7892	9	
Q9VW13	ATP-binding cassette sub-family F member 3	3.95	3	3	3	18031.61203	3	
Q9VW17	RE58036p	47.25	6	16	1	414033.19442	15	
Q9VW19	Phenoloxidase-activating factor 2	7.35	2	3	2	18268.8779	3	
Q9VW34	FI03450p	19.96	11	20	11	805121.70453	18	
Q9VW40	LD31235p	9.3	3	3	3	60186.775	3	
Q9VW52	Precursor RNA processing 3, isoform A	4.18	2	2	0	24291.6236	2	
Q9VW54	26S proteasome non-ATPase regulatory subunit 2	7.51	7	8	7	81449.799	8	
Q9VW57	Grasp65	12.61	6	9	6	279317.137	9	
Q9VW58	LD33138p	35.32	6	11	6	138353.7842	11	
Q9VW59	Rho GDP-dissociation inhibitor 3	48.76	11	31	11	1933011.04836	30	
Q9VW66	Uncharacterized protein, isoform A	56.45	8	61	4	6753931.611	58	
Q9VW68	(S)-3-amino-2-methylpropionate transaminase	69.34	32	126	32	13035408.99088	121	
Q9VW73	Ragulator complex protein LAMTOR1	18.89	4	4	4	35093.9701	4	
Q9VW90	Chitin-binding type-2 domain-containing protein	15.72	4	5	4	164708.212	5	
Q9VWD0	GH23568p	16.89	6	14	6	876729.38774	12	
Q9VWD1	Cytochrome c oxidase subunit	90.62	12	95	3	22031263.90856	89	
Q9VWD5	LD35087p	13.54	5	5	5	56126.0812	5	
Q9VWD9	Ubiquilin-like protein	54.11	19	41	19	1748534.88408	39	
Q9VWF0	LP01149p	36.93	9	17	9	174745.0753	13	
Q9VWG1	LD37169p	71.04	12	73	2	635580.9465	12	
Q9VWI3	28S ribosomal protein S14, mitochondrial	16.41	2	3	2	28344.993000000002	2	
Q9VWJ3	LD05272p	8.22	1	2	1	40705.594	1	
Q9VWL4	GH07340p	13.41	7	9	7	290015.68940000003	9	
Q9VWP2	RH57257p	57.02	12	25	12	3069718.6980999997	24	
Q9VWQ3	LD35981p	6.96	3	3	0	153181.69199999998	3	
Q9VWQ7	Coactosin-like protein	38.04	7	8	2	124925.31864	8	
Q9VWS1	Houki	20.44	5	8	5	585215.4976	8	
Q9VWT1	histidine--tRNA ligase	37.36	19	30	1	1502767.45186	29	
Q9VWT3	Gamma-glutamyl transpeptidase, isoform A	6.74	4	5	4	39317.5063	5	
Q9VWU0	FI18411p1	5.87	2	2	2	34199.263	2	
Q9VWV6	Transferrin	70.05	43	231	43	38742164.40708	212	
Q9VWW2	GH13094p	20.52	10	18	10	116553.24189	13	
Q9VWY5	CHK kinase-like domain-containing protein	8.39	3	4	3	21951.492	2	
Q9VX02	Mitochondrial fission process protein 1	25.0	4	9	4	468491.07070000004	8	
Q9VX15	Replication factor C subunit 2	7.08	3	3	3	35929.027	3	
Q9VX26	Chascon, isoform A	1.62	2	2	0	20103.472999999998	2	
Q9VX36	NADH dehydrogenase (Ubiquinone) 24 kDa subunit, isoform A	60.74	20	82	20	13987185.3265	77	
Q9VX69	FI01450p	18.0	6	23	5	1252930.2438	11	
Q9VXA3	LP21163p	17.0	12	21	12	634663.9535	20	
Q9VXA9	RE04047p	6.57	2	3	2	104988.531	3	
Q9VXC1	MIP06432p1	31.28	5	11	3	963603.9708	10	
Q9VXC9	trypsin	52.99	10	17	10	976743.3692	15	
Q9VXE8	Ubiquitin-conjugating enzyme E2 G2	17.96	3	5	3	236850.78850000002	4	
Q9VXF9	AT13091p	26.2	10	17	10	607886.00266	17	
Q9VXG0	Cell division cycle 50, isoform A	14.57	6	8	0	195002.0755	7	
Q9VXG9	GH25683p	9.78	2	5	2	47274.545	2	
Q9VXH4	RE16337p	28.43	2	3	2	289846.669	3	
Q9VXH7	FI17510p1	10.63	3	5	3	439884.835	5	
Q9VXI1	L-gulonate 3-dehydrogenase	42.54	10	36	10	2225566.5416	33	
Q9VXI6	Cytochrome b-c1 complex subunit 7	63.06	10	46	9	13714147.5755	44	
Q9VXJ7	GH03748p1	9.2	9	11	9	74161.63934	8	
Q9VXK7	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	29.41	6	16	5	563633.2980000001	13	
Q9VXM4	LD12946p	62.9	13	34	13	2231857.17957	31	
Q9VXN1	LD03728p	12.68	4	4	4	42663.522399999994	3	
Q9VXN3	LD07988p	29.8	10	15	10	327819.62529999996	15	
Q9VXP1	RING-type E3 ubiquitin transferase	13.0	2	2	1	21199.7996	2	
Q9VXP3	GH05406p	8.26	5	5	5	16965.19986	4	
Q9VXQ0	Large ribosomal subunit protein uL3m	8.29	2	2	2	25018.588	2	
Q9VXQ3	Diphosphomevalonate decarboxylase	5.67	2	2	2	18728.0764	2	
Q9VXQ5	Chaperonin containing TCP1 subunit 6	37.34	22	51	22	2987200.1011	49	
Q9VXR9	FI03680p	15.76	6	6	6	165518.8617	6	
Q9VXV1	RH52220p	4.39	1	1	1	14745.574	1	
Q9VXY3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	24.03	11	18	11	418570.2124	18	
Q9VXZ0	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	30.77	3	28	3	3087184.4296999997	27	
Q9VXZ8	Luciferin 4-monooxygenase	20.6	11	17	11	338846.00995	14	
Q9VY05	GH11762p	12.84	8	13	8	1058271.1389000001	11	
Q9VY16	Uncharacterized protein, isoform A	11.68	8	8	1	139351.4381	8	
Q9VY24	Uncharacterized protein, isoform B	17.92	7	8	7	293264.17230000003	7	
Q9VY27	Nucleoside diphosphate kinase	9.27	1	1	1	744.1163	1	
Q9VY33	Defective proboscis extension response 8, isoform A	2.33	1	1	0	9424.931	1	
Q9VY41	Plasminogen receptor (KT)	14.94	3	7	3	234797.8444	5	
Q9VY42	Tyrosine aminotransferase	9.78	5	5	5	189824.9656	5	
Q9VY76	AMP deaminase	10.25	8	10	0	115635.66386	9	
Q9VY87	Cathepsin B, isoform A	34.71	9	14	9	587191.52363	11	
Q9VY91	Programmed cell death protein 4	10.22	7	10	7	208169.36959999998	9	
Q9VY92	GEO07753p1	73.91	8	44	8	9264590.5958	43	
Q9VYA1	RE18811p	3.87	1	1	1	5118.2236	1	
Q9VYD5	Branched-chain-amino-acid aminotransferase	7.0	2	2	2	30205.681	2	
Q9VYF0	GM09012p	16.04	4	6	4	178922.4333	5	
Q9VYG8	CG15717-PA	10.71	3	5	3	73898.8066	4	
Q9VYJ1	FI12805p	5.04	4	4	4	75582.9987	4	
Q9VYK6	Tomosyn, isoform C	2.79	5	5	1	150598.93219999998	3	
Q9VYM0	CG2555-PA	13.2	2	3	1	9827.4492	3	
Q9VYN1	protein kinase C	0.84	2	14	1	7045364.0963	12	
Q9VYR4	Furrowed, isoform A	0.6	1	1	1	4070.205	1	
Q9VYS2	GH09980p	9.97	8	11	8	81051.0691	9	
Q9VYT0	RE04130p	37.34	9	17	8	616938.1243	17	
Q9VYT1	BLOC-1-related complex subunit 5	10.03	3	4	3	38901.9068	4	
Q9VYT3	FI23714p1	5.58	7	7	7	45147.924600000006	6	
Q9VYT6	P24-related-1, isoform A	13.33	4	6	4	106941.23500000002	6	
Q9VYU9	RH17287p	56.97	9	18	9	965908.2529	17	
Q9VYV4	Amun, isoform A	8.0	3	5	3	245698.4595	5	
Q9VYV6	GEO09033p1	28.07	3	3	3	36194.034	2	
Q9VZ00	FI19420p1	18.03	16	21	0	363465.06769	19	
Q9VZ19	Antennal dehydrogenase	58.4	9	37	9	4075047.228	33	
Q9VZ20	Dynein light intermediate chain	26.57	12	19	3	896579.4046	15	
Q9VZ24	GEO11412p1	46.9	8	47	8	10187620.20375	47	
Q9VZ25	Uncharacterized protein, isoform A	29.57	2	3	2	58609.61	3	
Q9VZ34	RH72958p	4.69	2	3	2	36966.356999999996	3	
Q9VZ37	Uncharacterized protein, isoform A	31.25	3	3	3	86402.056	3	
Q9VZ58	Purple acid phosphatase	14.22	7	11	7	601020.7444000001	9	
Q9VZ66	SD22308p	42.86	5	9	5	568297.03883	8	
Q9VZ67	Uncharacterized protein	28.99	2	6	2	88807.2301	6	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	3	3	71295.9973	3	
Q9VZE4	RE70333p	20.43	10	14	10	568945.59775	13	
Q9VZE9	V-type proton ATPase subunit	21.18	3	8	3	834314.179	8	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	8.75	3	3	3	71196.3948	3	
Q9VZF9	Cuticular protein 64Ad	36.84	7	39	7	1420308.65115	33	
Q9VZG0	Cuticular protein 64Ac	56.91	10	50	10	7107748.9147	47	
Q9VZG1	Cuticular protein 64Ab	42.5	4	11	4	612068.3907999999	10	
Q9VZG2	Cuticular protein 64Aa	76.04	11	55	11	8384797.51081	44	
Q9VZH5	CLIP domain-containing serine protease	4.31	3	3	0	37427.551	3	
Q9VZI1	Transgelin	68.09	12	84	1	13409760.90535	71	
Q9VZI8	Fumarylacetoacetase	7.43	3	3	3	65957.195	3	
Q9VZJ2	GH27759p	14.19	6	10	6	722586.2705999999	9	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.02	3	4	3	43378.6576	3	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	75.0	11	26	2	405215.37234	24	
Q9VZL3	very-long-chain enoyl-CoA reductase	10.6	4	5	4	49976.52710000001	5	
Q9VZS1	protein-serine/threonine phosphatase	15.36	5	5	4	149530.73625	5	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	8.95	8	10	8	346380.2132	10	
Q9VZV2	Chitinase 7	4.64	5	6	5	82531.6115	6	
Q9VZW1	Phospholipid scramblase	11.03	3	5	3	47638.34983	5	
Q9VZW7	Carnitine palmitoyltransferase 2	8.1	5	5	5	28271.08034	5	
Q9VZX6	LD06441p	21.78	7	9	7	439555.7191	9	
Q9VZY0	LD45195p	11.48	3	4	3	287756.463	4	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.59	2	2	1	10883.5824	2	
Q9VZZ5	GEO12033p1	34.27	6	8	6	1111884.183	8	
Q9VZZ6	CG16985 protein	38.26	5	11	5	892998.6883	11	
Q9W022	GEO01508p1	62.68	8	41	8	11136465.6871	40	
Q9W073	RH22148p	19.41	3	3	3	69158.538	3	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	25	4	8440345.01656	23	
Q9W078	Cuticular protein 62Bb, isoform A	32.99	4	14	3	2578017.124	14	
Q9W086	Large ribosomal subunit protein mL46	28.29	9	11	9	381557.50276	11	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	7	3	456683.4068	6	
Q9W0A8	FI01658p	25.63	7	26	7	1570676.0891	26	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	28.16	10	25	10	1625348.8961	24	
Q9W0C3	GH11843p	38.78	11	19	11	712158.3473	18	
Q9W0D3	GH15728p	1.29	2	2	2	5039.7276600000005	2	
Q9W0D9	choline-phosphate cytidylyltransferase	11.55	5	6	2	63899.758	1	
Q9W0G4	hydroxymethylbilane synthase	9.05	4	4	4	64281.0356	4	
Q9W0H6	Acetyl-CoA acetyltransferase 2	40.56	12	24	12	1356083.7477	21	
Q9W0H8	Reticulocalbin-3	58.66	17	30	6	2165991.0746	27	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	8.62	5	5	5	107177.7948	5	
Q9W0J9	GH07301p	34.47	8	12	7	453569.23232	11	
Q9W0K9	LD10220p	23.21	4	4	4	38024.675599999995	4	
Q9W0L7	ubiquitinyl hydrolase 1	2.18	3	3	1	22893.815199999997	2	
Q9W0M4	Endoplasmic reticulum transmembrane protein	29.39	10	14	9	827281.6064	14	
Q9W0M5	Protein DPCD	14.41	3	3	3	21699.2796	3	
Q9W0N6	LD27967p	9.57	3	3	3	43038.9821	3	
Q9W0P4	GEO05053p1	8.13	1	1	1	43170.523	1	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	18.18	3	5	3	42603.3664	4	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	42195.883	1	
Q9W0R0	Cell division cycle 5, isoform A	18.06	13	19	13	439814.0638	19	
Q9W0S6	Large ribosomal subunit protein bL17m	22.73	4	4	4	58582.4733	4	
Q9W0U0	glycerol kinase	3.9	2	2	0	29217.16	2	
Q9W0X0	Scavenger receptor class B member 1	14.7	8	12	0	458845.9175	11	
Q9W0X1	GH15894p	6.31	3	3	3	110770.829	3	
Q9W0X2	GEO07322p1	28.1	3	4	3	248659.862	3	
Q9W0X3	LD24657p	22.81	4	4	1	188987.9471	4	
Q9W0Z5	LP09747p	22.95	9	13	9	388027.0752	11	
Q9W114	IP05433p	28.33	3	4	3	63783.359500000006	4	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	81.14	13	55	13	7221938.6664700005	53	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	19	6	1584682.7235	17	
Q9W136	Uncharacterized protein	19.81	4	18	4	716507.4389	15	
Q9W140	Regulatory protein zeste	3.53	2	3	2	65304.084	3	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.25	4	6	4	46022.4461	5	
Q9W158	LD36772p	14.33	5	7	5	366320.831	6	
Q9W199	GEO07594p1	21.29	4	5	4	284348.637	5	
Q9W1B9	Large ribosomal subunit protein uL11	55.15	9	32	9	5952069.8205	31	
Q9W1C8	LD24355p	19.02	8	8	8	137753.7273	7	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	12.04	3	5	3	112200.22099999999	5	
Q9W1F2	FI07217p	5.93	2	3	2	12909.1567	2	
Q9W1F7	IP15825p	34.97	12	28	12	3024932.83557	26	
Q9W1F8	GEO08248p1	23.31	4	8	4	662523.063	7	
Q9W1G7	LD21576p	34.32	13	22	13	986962.4122	20	
Q9W1H5	Decapping protein 1, isoform A	22.85	7	11	7	366884.2044	11	
Q9W1H6	GH04238p	13.85	3	9	3	451453.7544	9	
Q9W1H8	acetyl-CoA C-acyltransferase	33.48	15	51	15	4257225.14704	45	
Q9W1I8	LD03592p	39.08	9	25	9	802174.9863	19	
Q9W1L1	Large ribosomal subunit protein mL43	27.6	4	6	4	46202.6049	6	
Q9W1L8	GH11818p	2.66	1	1	1	20546.809	1	
Q9W1M9	Exosome complex component RRP4	15.77	5	6	5	88625.69125	6	
Q9W1N3	Levy, isoform A	23.85	3	17	3	3765196.265	16	
Q9W1N4	Serine-threonine kinase receptor-associated protein	5.79	2	2	2	4885.8843	1	
Q9W1R0	RH49821p	4.13	2	2	2	16290.509000000002	2	
Q9W1R3	Golgin-245	12.09	17	20	17	389265.15544	19	
Q9W1V8	CG9893 protein	39.58	8	16	8	619383.6664	16	
Q9W1W4	RE45066p	18.58	6	11	6	386642.7496	10	
Q9W1X5	GH04942p	20.82	28	39	4	2078754.4912	37	
Q9W227	Peptidyl-prolyl cis-trans isomerase	61.46	13	82	13	16634365.60263	71	
Q9W229	40S ribosomal protein S24	31.3	4	17	4	1180204.8758	15	
Q9W236	Vacuolar protein sorting 20, isoform A	37.74	8	12	8	333982.167	12	
Q9W253	Small ribosomal subunit protein mS29	14.8	6	8	6	117272.4481	8	
Q9W254	Quaking related 58E-2, isoform A	22.36	12	25	11	721093.5638	23	
Q9W257	RH13652p	6.99	2	4	2	188573.31	4	
Q9W258	Babos, isoform A	33.67	7	13	7	1463007.6985	13	
Q9W259	FI23916p1	8.95	4	5	4	155286.1506	5	
Q9W260	GH03113p	15.4	8	12	8	305927.1141	12	
Q9W287	Cuticle protein 16.5-like	27.19	4	5	4	162343.549	5	
Q9W289	Golgi matrix protein 130 kD	25.91	18	29	18	424399.1796	25	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	21372.666400000002	3	
Q9W299	Sugar phosphate phosphatase	6.65	3	4	3	63140.5403	4	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	31.82	3	18	3	1759418.95	18	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	5.25	2	2	2	25132.363	2	
Q9W2J4	UDP-glucuronosyltransferase	5.45	3	3	3	68837.292	3	
Q9W2J5	Uncharacterized protein, isoform A	32.11	11	15	1	529086.5533	11	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	24.09	3	4	3	162707.5007	4	
Q9W2L6	RH02475p	33.73	20	58	20	4856819.3321	54	
Q9W2M0	LD23155p	22.1	15	17	15	513081.0666	15	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	11	54	11	20311300.49344	52	
Q9W2M9	FI16623p1	14.71	2	2	2	342266.85030000005	2	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	24.05	2	3	2	2897.678	2	
Q9W2S2	Autophagy-related 8a, isoform A	15.7	4	5	1	479605.74399999995	5	
Q9W2U8	Neb-cGP, isoform A	45.83	2	21	2	788310.21	11	
Q9W2V2	FI20035p1	5.6	3	3	3	11949.8449	3	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	103	11	46197826.14538	89	
Q9W2Z7	Uncharacterized protein, isoform B	25.55	9	23	0	770603.70564	20	
Q9W2Z9	RE65233p	4.81	1	2	1	66668.32800000001	2	
Q9W306	GEO08256p1	25.62	3	4	3	11958.762299999999	3	
Q9W308	GH05731p	16.18	2	5	2	733929.28	5	
Q9W309	GEO08445p1	33.95	7	11	7	1256029.041	11	
Q9W314	GH14088p	9.82	4	5	4	210240.73	5	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.97	8	9	8	206573.717	8	
Q9W330	Phosphotransferase	29.76	15	32	2	4308167.973	31	
Q9W335	Translocon-associated protein subunit alpha	4.97	1	2	1	90278.01550000001	2	
Q9W337	GH19985p	44.95	7	14	7	1253943.13817	14	
Q9W370	GEO12084p1	38.52	4	10	4	386786.52150000003	9	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	3.4	2	2	2	18216.6025	2	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	3.98	3	3	3	24693.3165	2	
Q9W392	T-complex protein 1 subunit beta	41.5	19	37	19	2166810.6633	35	
Q9W396	FI06908p	14.17	4	7	4	353593.1557	6	
Q9W3B3	Uroporphyrinogen-III synthase	14.08	4	5	4	260624.31600000002	5	
Q9W3C3	LD10016p	12.94	6	8	6	187099.7269	6	
Q9W3C4	beta-N-acetylhexosaminidase	6.43	4	4	4	83189.717	3	
Q9W3F6	Bleomycin hydrolase	19.26	8	15	1	476436.36352	12	
Q9W3G8	pyridoxal 5'-phosphate synthase	13.62	3	4	3	127259.364	3	
Q9W3H4	LD36273p	66.8	13	29	13	2216707.98506	25	
Q9W3J1	G protein beta subunit 5	20.11	5	9	5	134290.815	7	
Q9W3J6	FI06457p	8.64	3	4	3	43113.94307	3	
Q9W3K6	LD35927p	4.99	4	5	4	130937.2534	5	
Q9W3K9	Short-chain dehydrogenase/reductase 3	32.5	11	26	11	736637.8587	24	
Q9W3L4	GH20802p	35.02	10	23	10	1067414.23147	22	
Q9W3M7	RNA helicase	14.07	10	15	9	74450.251	9	
Q9W3M8	LD34211p	47.74	8	17	8	1043110.3537999999	17	
Q9W3N1	RH59310p	7.17	2	2	2	10942.344860000001	2	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	578401.0136	8	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	43.41	16	40	16	3276394.88933	38	
Q9W3Q0	FI07418p	23.39	5	14	4	26930.73586	3	
Q9W3Q1	GM14286p	8.84	3	3	3	20265.5886	3	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	26.3	9	13	9	591554.2879	12	
Q9W3S3	LP10445p	15.68	2	3	2	11975.4194	3	
Q9W3T2	Coiled-coil domain-containing protein 25	22.49	5	7	5	170641.5135	6	
Q9W3T9	GM01152p	45.38	9	16	9	967416.799	16	
Q9W3U9	CG14434-PA	32.62	6	13	0	261431.75	9	
Q9W3V2	FI19713p1	4.82	4	4	4	36949.840299999996	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	8.25	2	3	2	19574.376	3	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	11.87	3	4	3	70356.3988	4	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	60	10	8458640.9478	57	
Q9W3X8	RH42690p	10.73	4	5	4	28159.40367	4	
Q9W3Y3	Calcyclin-binding protein	47.83	11	20	11	1073081.5225	20	
Q9W3Z4	GH18625p	3.75	1	1	1	4665.8306	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	12	55	12	4751503.69397	51	
Q9W403	LD24968p	9.21	5	7	5	85025.7213	7	
Q9W404	GH10714p	31.03	9	12	8	305557.77650000004	10	
Q9W411	Uncharacterized protein, isoform A	9.4	2	3	2	54783.1007	3	
Q9W414	Regulatory particle triple-A ATPase 4	34.01	13	26	8	1165297.5027	24	
Q9W425	Rabconnectin-3A	1.34	5	5	5	33126.72618	4	
Q9W457	Serine hydroxymethyltransferase	36.69	23	69	0	5835043.3806	60	
Q9W461	LD23868p	18.22	7	8	7	209662.3007	8	
Q9W482	Lin-52, isoform A	33.12	4	11	4	189994.9187	8	
Q9W483	GH18971p	5.79	2	3	2	58586.8653	3	
Q9W486	LD13361p	5.27	3	3	0	40418.3395	3	
Q9W499	Large ribosomal subunit protein uL29	17.89	3	6	3	166355.418	4	
Q9W4A0	GH11193p	19.8	4	5	4	292890.815	5	
Q9W4A6	Otopetrin-like a, isoform A	9.28	7	8	3	78457.8273	8	
Q9W4C2	lysozyme	17.11	3	3	3	141109.894	3	
Q9W4I3	Large ribosomal subunit protein uL30m	40.56	8	10	8	179571.45888	9	
Q9W4J7	Uncharacterized protein	13.82	4	5	4	39245.856	4	
Q9W4K0	CHOp24, isoform A	42.79	8	31	8	2725766.52454	29	
Q9W4N8	LD30122p	55.76	15	77	0	10537097.43642	71	
Q9W4U2	RH09070p	41.37	8	24	8	1720239.40318	22	
Q9W4W4	RING-type E3 ubiquitin transferase	3.04	2	2	2	12234.9981	2	
Q9W4W5	RE47284p	11.15	4	4	4	239348.248	4	
Q9W4W8	Paraplegin, isoform A	18.07	15	21	15	361980.5602	20	
Q9W4Y1	aralkylamine N-acetyltransferase	32.46	7	13	7	720457.529	13	
Q9W4Z1	EG:BACH48C10.5 protein	2.59	2	2	0	25674.388	2	
Q9W4Z2	Large ribosomal subunit protein uL14m	21.74	3	3	3	10805.0375	3	
Q9W503	RH61816p	38.61	11	14	11	521964.935	14	
Q9W5B4	GH18858p	31.97	10	21	10	1398516.6496000001	18	
Q9W5B5	Gamma-butyrobetaine dioxygenase	6.4	2	2	2	37143.265	2	
Q9W5E2	EG:115C2.8 protein	7.35	2	3	2	16871.899	3	
Q9W5G7	EG:BACR37P7.8 protein	7.84	2	5	0	103850.87	5	
Q9W5R5	Sarcolemmal membrane-associated protein	5.8	5	6	5	181797.972	6	
Q9W5W7	GH19483p	2.57	2	3	2	29113.196	3	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	41.35	12	40	12	6364086.1095	38	
Q9W5X0	LD21953p	26.87	6	25	1	148933.919	4	
Q9XTL2	Jak pathway signal transduction adaptor molecule	9.58	6	10	6	268063.1762	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	35.29	9	12	9	179790.7123	12	
Q9XYZ9	Glutathione S transferase E12, isoform A	40.36	10	52	10	6663891.75181	46	
Q9XZ19	Uncharacterized protein	20.24	5	7	5	214032.57614	7	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	26.23	10	18	10	936198.7829999999	17	
Q9Y0Y5	Coatomer subunit epsilon	19.28	7	15	7	900738.8025	15	
Q9Y112	BcDNA.GH10614	70.25	24	101	21	13793074.61213	98	
Q9Y114	UBX domain-containing protein 4	35.21	22	29	22	623898.0313	23	
