Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128C, Sample, n/a, Earth_F2	Abundances Count: F5: 128C, Sample, n/a, Earth_F2	Modifications
Q9VN50	Eukaryotic translation initiation factor 3 subunit F-1	28.57	8	15	8	257502.01150000002	12	
Q9VN91	MORN repeat-containing protein 4 homolog	43.43	8	40	8	663393.2359	29	
Q9VN93	Cathepsin F	22.64	13	28	12	1141877.69364	25	
Q9VN95	Enolase-phosphatase E1	23.83	5	11	5	210172.171	6	
Q9VNA4	Uncharacterized protein CG1161	9.25	2	3	0	51486.852999999996	3	
Q9VNA5	Proteasome subunit beta type-4	5.22	2	4	2	86243.9866	3	
Q9VND8	GTP-binding protein Rheb homolog	22.53	5	9	5	310153.28466	9	
Q9VNE2	Protein krasavietz	31.28	16	24	16	675641.8393	22	
Q9VNE9	Large ribosomal subunit protein uL13	27.8	9	17	6	511676.742	12	
Q9VNI3	Histone PARylation factor 1	4.45	2	2	2	10740.816	1	
Q9VP48	Ras-related protein Rab-26	9.79	4	7	0	65002.4942	3	
Q9VP61	Acetyl-coenzyme A synthetase	8.51	6	6	0	107034.89929999999	5	
Q9VP65	Multifunctional methyltransferase subunit TRM112-like protein	25.81	2	4	2	15949.183	4	
Q9VPC1	Distal membrane arm assembly component 2	9.15	3	3	3	72662.293	3	
Q9VPH7	Eukaryotic peptide chain release factor subunit 1	8.45	4	4	0	49722.3624	4	
Q9VPL3	Large ribosomal subunit protein uL10m	9.68	3	4	3	42865.498100000004	4	
Q9VPQ2	DnaJ homolog shv	16.67	6	7	6	164321.2523	7	
Q9VQ29	Cytochrome b-c1 complex subunit Rieske, mitochondrial	43.04	10	36	10	4518734.7097	27	
Q9VQ62	NPC intracellular cholesterol transporter 2 homolog a	47.3	5	13	5	972069.2479	12	
Q9VQ79	Putative apoptosis-inducing factor 1, mitochondrial	14.61	9	11	0	180901.40970000002	11	
Q9VQ91	Tudor and KH domain-containing protein homolog	7.47	5	6	5	28785.8629	4	
Q9VQ93	Golgi phosphoprotein 3 homolog sauron	16.33	4	5	4	111701.3179	5	
Q9VQC4	Glycerate kinase	12.94	8	8	0	135088.653	8	
Q9VQF7	Bacchus	40.79	6	16	6	206094.00335	13	
Q9VQF9	SNAPIN protein homolog	16.42	2	3	2	76984.928	3	
Q9VQG4	Congested-like trachea protein	29.74	9	17	8	545589.6367	16	
Q9VQQ0	Serine/threonine-protein phosphatase 2A activator	22.61	9	15	9	321789.8215	15	
Q9VQX4	Nicotinate phosphoribosyltransferase	4.14	2	2	0	44133.0796	2	
Q9VR35	Eukaryotic translation initiation factor 4E-binding protein Mextli	11.03	7	10	0	181686.1414	10	
Q9VR59	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	1.89	2	2	0	9007.811	1	
Q9VR81	N-acetylglucosamine-6-phosphate deacetylase	4.8	2	3	0	8341.1849	2	
Q9VR89	RNA-binding protein pno1	6.25	2	2	2	29861.326	2	
Q9VR94	General odorant-binding protein 19a	15.75	3	6	3	261877.076	5	
Q9VRJ9	Ubiquitin thioesterase Otu1	12.39	4	8	0	39607.66527	8	
Q9VRL2	Probable Golgi SNAP receptor complex member 2	10.19	2	2	2	5472.2947	2	
Q9VRL3	Probable prefoldin subunit 4	10.87	2	3	2	290628.13399999996	3	
Q9VRP9	E3 ubiquitin-protein ligase Bre1	1.63	2	2	0	14128.6602	2	
Q9VRQ9	Glutaminyl-peptide cyclotransferase	12.65	5	6	5	81832.5	5	
Q9VRV7	Splicing factor 3B subunit 6	9.92	1	2	1	7027.9723	2	
Q9VRZ7	Ubiquinol-cytochrome c reductase complex assembly factor 1	24.32	6	12	6	171215.86664	10	
Q9VS34	Large ribosomal subunit protein eL18	22.34	3	6	0	554502.8778	5	
Q9VS97	Peptidoglycan-recognition protein SD	9.14	2	3	2	30751.401	2	
Q9VSA3	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	54.89	20	73	20	2861202.91817	66	
Q9VSF3	Nedd8-conjugating enzyme UbcE2M	17.68	3	4	0	34956.1465	2	
Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	1.69	1	2	0	23496.542	2	
Q9VSJ8	Exocyst complex component 7	8.66	6	7	6	83992.1553	6	
Q9VSK9	Pseudouridylate synthase 7 homolog	5.45	3	3	3	49065.74	1	
Q9VSL3	Pyrimidodiazepine synthase	61.32	13	64	12	4651232.673359999	60	
Q9VSR3	Translational regulator orb2	5.82	4	4	0	57795.3593	4	
Q9VSS2	Signal recognition particle subunit SRP68	8.44	5	6	5	49687.7432	6	
Q9VSU7	Vesicle transport protein USE1	22.0	4	4	4	39319.8666	4	
Q9VSY4	Alpha-tubulin N-acetyltransferase 1	39.26	19	55	8	1846343.5403500001	52	
Q9VSY6	Phosphoserine phosphatase	20.0	5	8	5	233404.90039999998	7	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	6.7	3	3	3	11122.4573	3	
Q9VT70	Nuclear distribution protein nudE homolog	7.57	2	2	0	12758.482	2	
Q9VTC4	MIP18 family protein galla-2	5.13	2	3	2	32994.132	2	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	11.32	2	2	2	38919.8045	2	
Q9VTE5	Probable prefoldin subunit 2	56.64	8	13	0	439969.56	13	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	7.82	4	4	0	81994.7342	4	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	14.87	6	7	6	157722.1585	6	
Q9VTH0	Procollagen-lysine,2-oxoglutarate 5-dioxygenase	1.53	1	1	1	6785.0537	1	
Q9VTJ4	Putative alpha-L-fucosidase	4.86	3	3	3	69664.485	3	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	7.63	1	1	0	18930.287	1	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	20.25	3	4	3	67379.89910000001	4	
Q9VTP4	Large ribosomal subunit protein uL1	53.46	12	49	12	3228416.63532	45	
Q9VTU3	Rho GTPase-activating protein 68F	12.61	5	6	0	120737.1126	6	
Q9VTZ5	Transferrin 2	22.59	16	21	16	289797.29248	20	
Q9VTZ6	Phosphomannomutase	22.44	5	8	5	133496.6948	8	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.2	1	4	1	69668.107	2	
Q9VU58	Neuropeptide-like 2	66.28	6	107	0	7690141.11976	102	
Q9VU68	Actin-interacting protein 1	32.89	20	31	20	767225.1047	27	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	9.73	2	3	2	21775.6049	3	
Q9VU84	Drebrin-like protein	26.18	11	14	11	217148.51374999998	13	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	10.32	4	6	4	56344.532999999996	5	
Q9VUJ0	Large ribosomal subunit protein mL39	3.6	1	1	1	2791.1514	1	
Q9VUK8	Glycine--tRNA ligase	28.63	20	41	20	1668355.1903	37	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	12.87	5	6	0	64154.725269999995	5	
Q9VUY9	Phosphoglucomutase 1	31.43	15	31	15	760365.7849	27	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	10.79	2	2	2	30936.807	1	
Q9VV36	Retinin	29.84	5	91	5	8942950.47596	75	
Q9VV41	Probable tRNA N6-adenosine threonylcarbamoyltransferase	8.07	2	2	2	1805.1576599999999	2	
Q9VV43	Tubulin polymerization-promoting protein homolog	67.19	12	38	0	2441685.6428	36	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	28.27	13	29	13	559424.8264	25	
Q9VV74	Survival motor neuron protein	3.1	1	1	1	9847.603	1	
Q9VVA0	Cold shock domain-containing protein CG9705	17.48	2	7	0	232158.9327	7	
Q9VVA6	Nuclear migration protein nudC	32.53	12	23	12	728375.8576	23	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	13.15	7	8	7	127914.06210000001	8	
Q9VVE2	Protein rogdi	30.97	7	12	7	270147.6203	10	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	32.52	8	18	0	220345.2896	18	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	7.09	2	3	0	28595.601000000002	3	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	67.21	7	33	7	1005705.94237	32	
Q9VVI2	Enhancer of mRNA-decapping protein 3	4.41	2	3	2	3846.1315	2	
Q9VVI3	E3 ubiquitin-protein ligase Nedd-4	3.97	4	5	0	30912.7687	5	
Q9VVI9	Charged multivesicular body protein 5	66.81	12	24	0	419159.3066	21	
Q9VVN2	Small ribosomal subunit protein mS26	11.11	3	3	3	34040.8703	3	
Q9VVU5	COP9 signalosome complex subunit 1b	4.0	2	3	2	56264.45693	3	
Q9VVW3	Sideroflexin-2	19.57	6	6	6	151684.507	6	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	5.67	2	3	2	43146.106	2	
Q9VVY3	Glycogen-binding subunit 76A	9.84	5	6	0	26678.11582	6	
Q9VW12	UPF0389 protein CG9231	38.4	4	24	0	635267.97488	23	
Q9VW14	rRNA methyltransferase 3, mitochondrial	6.39	3	3	3	15252.8673	3	
Q9VW26	Ornithine aminotransferase, mitochondrial	19.03	8	13	8	215918.6862	11	
Q9VW56	Probable prefoldin subunit 6	56.0	7	13	0	434172.20849999995	13	
Q9VWA1	Clathrin light chain	40.64	11	40	0	1548153.73968	37	
Q9VWA8	Protein FRG1 homolog	9.54	2	2	2	11203.064830000001	2	
Q9VWB1	DCN1-like protein 4	8.06	2	2	1	30856.17246	2	
Q9VWE0	Cytokine receptor	1.56	2	2	2	31015.3833	2	
Q9VWG3	Small ribosomal subunit protein eS10B	45.62	7	15	0	568572.9595	12	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	72.15	29	182	28	20806160.86415	164	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	58.47	8	33	8	2747610.8221	24	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	17.86	9	13	0	82983.3013	10	
Q9VWP4	Sulfite oxidase, mitochondrial	6.63	4	4	4	76409.6093	4	
Q9VWU1	Serine protease persephone	7.61	3	3	3	37804.505699999994	3	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	6.84	3	3	3	1781.4258	1	
Q9VWX8	Frequenin-2	52.94	11	47	5	1130054.0892	41	
Q9VX10	Sulfiredoxin	4.32	1	1	0	23213.008	1	
Q9VX98	Density-regulated protein homolog	41.8	7	12	7	306897.2032	11	
Q9VXB0	NECAP-like protein CG9132	46.34	9	24	2	1245393.5093	23	
Q9VXB5	Large ribosomal subunit protein uL22m	18.03	4	4	4	40381.7814	3	
Q9VXE0	Probable small nuclear ribonucleoprotein G	47.37	4	10	4	396019.57259999996	8	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	15.49	5	5	5	27992.320699999997	5	
Q9VXE6	Nuclear pore complex protein Nup153	0.48	1	1	0	8560.656	1	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	45.72	20	57	0	1470139.10728	55	
Q9VXG4	Annexin B11	23.68	13	31	13	1235139.8340999999	31	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	25.75	14	17	0	268584.5352	17	
Q9VXK0	Protein NipSnap	15.38	4	8	0	173438.139	6	
Q9VXK6	Eukaryotic translation initiation factor 5	25.22	12	16	12	447977.8986	14	
Q9VXN2	Protein stunted	49.18	3	9	3	220571.93639999998	6	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	3.46	2	2	2	14309.404	2	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	22.22	5	11	5	342783.4007	10	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	9.64	3	4	0	54482.3403	4	
Q9VXY0	Probable cytochrome P450 4s3	2.02	1	1	1	394.89355	1	
Q9VXY7	Lipid storage droplets surface-binding protein 2	50.28	13	41	1	1747798.43907	38	
Q9VY28	Small ribosomal subunit protein mS25	24.55	4	4	4	36909.2247	4	
Q9VY78	Chloride intracellular channel Clic	31.54	7	10	7	682758.51097	10	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	11.45	3	4	0	31772.144500000002	4	
Q9VYB7	Protein-tyrosine sulfotransferase	1.6	1	1	0	8357.727	1	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	48.42	5	8	0	151425.12	7	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.33	1	1	0	20848.12	1	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	5.14	3	3	0	33505.6117	3	
Q9VYH3	Probable alpha-aspartyl dipeptidase	22.08	5	7	0	91437.582	6	
Q9VYI3	Large ribosomal subunit protein mL49	11.73	2	2	0	4506.137	1	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	0.71	1	1	0	2158.3074	1	
Q9VYR0	LSM12 homolog A	5.99	1	1	1	5383.993	1	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	5.09	2	3	2	10241.402	1	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	50.48	23	50	23	1379593.58729	47	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	21.43	4	4	0	18263.366749999997	4	
Q9VYY2	Signal peptidase complex subunit 2	38.19	7	11	0	254123.346	11	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	21.78	9	12	9	255356.9787	8	
Q9VZ23	GTP-binding nuclear protein Ran	57.87	11	26	0	1326146.2777	26	
Q9VZ35	Protein Vago	13.12	2	2	2	3605.4691000000003	2	
Q9VZ40	Uncharacterized protein CG1552	3.8	1	3	0	378035.02999999997	3	
Q9VZ49	Endoribonuclease Arlr	12.5	7	15	7	441378.86970000004	14	
Q9VZ64	Probable 6-phosphogluconolactonase	45.68	10	23	10	833749.7557	22	
Q9VZA4	Band 7 protein CG42540	10.69	5	8	0	60107.2518	7	
Q9VZD5	Small ribosomal subunit protein bS6m	19.05	3	4	0	74866.2389	4	
Q9VZD8	THUMP domain-containing protein 1 homolog	12.35	4	4	4	17292.63205	4	
Q9VZE7	Choline transporter-like 1	1.74	1	1	0	1783.5392	1	
Q9VZI3	Unc-112-related protein	4.66	4	4	3	13781.9738	2	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	3.25	1	1	1	5722.955	1	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	1.65	1	1	1	15116.271	1	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	21.67	2	4	0	25468.0527	3	
Q9VZS3	Eukaryotic translation initiation factor eIF1	50.0	6	9	6	648277.701	8	
Q9VZS5	Large ribosomal subunit protein eL28	50.0	10	21	0	1037187.4330000001	18	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	62.26	15	65	15	2482844.18889	53	
Q9VZX9	Adenosylhomocysteinase-like 1	17.08	7	13	6	326212.79666	12	
Q9W021	Large ribosomal subunit protein uL23m	16.67	3	3	0	39095.585	2	
Q9W032	Protein ecdysoneless	1.9	1	1	1	11510.817	1	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	49.03	19	52	0	1669069.89082	49	
Q9W074	Protein HBS1	3.28	2	2	2	16470.660600000003	2	
Q9W0A0	Protein draper	4.95	4	5	0	28630.778000000002	4	
Q9W0C1	Neuronal synaptobrevin	43.72	5	57	5	3946256.99784	49	
Q9W0C7	Protein OPI10 homolog	6.6	1	1	1	4677.8594	1	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	3.28	2	3	0	53609.16160000001	3	
Q9W0H3	Lipid droplet-associated hydrolase	23.13	7	10	7	136835.36312999998	10	
Q9W0P5	UDP-glucose 4-epimerase	25.71	11	12	0	552684.501	11	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	12.53	11	13	11	233711.9586	13	
Q9W0Y1	Troponin C-akin-1 protein	24.55	5	20	2	206217.54726	18	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	10.19	2	2	0	15023.9514	2	
Q9W0Y6	Transient receptor potential cation channel protein painless	1.1	1	1	1	994.1544	1	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	42	6	2163185.208	36	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	17.55	6	9	6	246743.1086	9	
Q9W1A4	Protein tamozhennic	2.51	2	2	0	13910.1456	2	
Q9W1C9	Ejaculatory bulb-specific protein 3	42.86	8	79	0	13764471.02416	71	
Q9W1G0	Probable transaldolase	44.71	16	52	16	3332619.0721	44	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	7.14	2	2	2	93060.887	2	
Q9W1K0	Transmembrane protein 14 homolog	13.39	2	4	0	53916.584	3	
Q9W1K5	Sestrin homolog	1.41	1	1	0	28169.336	1	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	6.69	2	3	2	24726.113	3	
Q9W1X4	Nuclear pore complex protein Nup214	2.92	5	5	5	68877.08840000001	5	
Q9W1X8	Probable GDP-L-fucose synthase	22.74	6	6	6	86992.33159999999	5	
Q9W1X9	OCIA domain-containing protein 1	21.79	5	8	0	141487.935	6	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	33.5	6	9	6	266775.349	9	
Q9W237	Small ribosomal subunit protein uS9	69.59	14	59	0	2582625.6871700003	53	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	9.91	5	6	5	103322.85973	6	
Q9W266	Protein windpipe	8.12	5	11	5	381789.059	11	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	57.61	5	13	5	633657.1304	12	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	32.43	6	10	6	244832.63079999998	10	
Q9W2E7	Protein Rae1	29.48	9	14	9	404285.0244	12	
Q9W2M2	Trehalase	33.56	19	38	0	718749.851	33	
Q9W2N0	F-actin-capping protein subunit alpha	9.44	3	5	3	78981.538	5	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	0.88	1	1	1	10530.917	1	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	8.54	5	5	0	68364.8138	4	
Q9W2Y3	NAD(P)H-hydrate epimerase	24.78	5	5	5	254908.7444	5	
Q9W303	Chitinase-like protein Idgf4	54.52	23	99	0	4709743.62853	70	
Q9W334	Small ribosomal subunit protein eS28	63.08	4	19	0	503910.92563	13	
Q9W358	Chaperone Ric-8	12.22	7	7	0	87615.537	7	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	52.97	19	85	19	8361014.09605	80	
Q9W379	Zinc finger protein ZPR1	15.97	6	7	6	99372.0701	6	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	18.18	2	6	2	433674.79799999995	5	
Q9W385	Frataxin homolog, mitochondrial	10.53	2	4	2	173565.718	4	
Q9W3C7	Palmitoyl-protein thioesterase 1	11.46	4	4	0	74911.233	4	
Q9W3E2	Protein PIP82	19.58	20	31	20	267951.10745	26	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	7.43	4	5	4	50387.133	5	
Q9W3K5	Glutamate--cysteine ligase	4.74	4	4	0	59010.971000000005	4	
Q9W3N6	General vesicular transport factor p115	9.93	6	6	6	79250.0977	6	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	3	2	239838.53500000003	3	
Q9W3W8	Large ribosomal subunit protein uL22	20.97	4	7	0	97032.36616	6	
Q9W3Y0	Zinc finger protein 593 homolog	8.64	1	1	1	1765.8534	1	
Q9W3Y4	GAS2-like protein pickled eggs	2.66	2	2	2	6865.742	1	
Q9W3Z3	Alanine--glyoxylate aminotransferase	1.78	1	1	1	8722.501	1	
Q9W401	Probable citrate synthase, mitochondrial	55.17	23	206	23	19196718.75769	170	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	20.52	7	10	7	312390.43183	8	
Q9W436	Neprilysin-1	2.59	2	2	2	10253.112799999999	2	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	15.38	3	6	3	180311.652	5	
Q9W4D2	RNA-binding protein 4F	1.59	1	1	0	24242.299	1	
Q9W4K2	Uncharacterized protein CG3556	7.9	5	11	0	118043.29884	11	
Q9W4P5	V-type proton ATPase subunit d 1	21.43	7	14	7	451371.5078	14	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	10.67	11	14	0	175719.2125	13	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	25.0	9	14	0	278707.424	14	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	28.62	9	19	8	588064.4679	16	
Q9W552	Vacuolar protein sorting-associated protein 26	19.04	5	8	5	73977.14826	6	
Q9W596	Microtubule-associated protein futsch	23.75	79	122	0	2033284.38192	113	
Q9W5E1	RING-box protein 1A	7.41	1	1	0	39685.133	1	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	36.47	10	17	0	424813.6966	16	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	10	0	469082.4564	10	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	27.46	3	4	3	47804.8413	3	
Q9W5R8	Large ribosomal subunit protein uL18	20.74	8	10	0	388266.8163	10	
Q9W5Y0	Neprilysin-3	5.22	4	4	4	35946.6611	4	
Q9XTL9	Glycogen phosphorylase	33.29	31	64	0	1628333.4889	58	
Q9XTM1	Exocyst complex component 5	1.13	1	1	1	3253.0469	1	
Q9XTN2	Insulin receptor substrate 1	2.17	2	2	0	6471.326	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	11	2	493161.10111	10	
Q9XYM0	Adapter molecule Crk	31.37	9	30	0	1169761.6574	30	
Q9XYZ5	DNA damage-binding protein 1	6.84	7	7	7	68821.5297	7	
Q9XZ58	COP9 signalosome complex subunit 5	22.32	6	10	1	203289.46225	10	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	27.17	8	17	8	517999.7046	16	
Q9XZH6	V-type proton ATPase subunit G	27.35	3	14	0	1156371.0955	14	
Q9XZJ4	Proteasome subunit alpha type-6	45.49	11	36	0	1306036.9176	34	
Q9XZL8	Protein sarah	32.53	7	14	0	257188.86534000002	12	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	4.29	2	2	0	10007.255500000001	2	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	18.4	5	6	0	75862.1533	4	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	50.43	5	5	5	54616.6544	5	
Q9Y0Y2	Adenylosuccinate synthetase	22.82	9	16	9	734923.70366	16	
Q9Y105	Probable glutamine--tRNA ligase	1.93	2	3	2	25118.14866	3	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	80.68	7	23	0	1032355.7539	23	
X2JAU8	Protein nervous wreck	28.19	30	88	30	3738230.82504	80	
A0A021WW32	Verthandi, isoform B	3.48	2	2	0	18301.672	1	
A0A023GPM5	Diacylglycerol kinase	7.57	6	8	0	85254.7121	8	
A0A0B4JCQ7	Suppressor of variegation 2-10, isoform K	7.45	3	3	0	48393.151	2	
A0A0B4JCR9	Uncharacterized protein, isoform D	3.12	1	1	0	607.4396	1	
A0A0B4JCT7	Jabba, isoform F	17.5	8	13	0	211244.8024	12	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	62.97	24	141	0	1193990.565	6	
A0A0B4JCX2	RIM-binding protein, isoform G	4.02	6	6	0	96407.3963	6	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	3.0	2	2	0	2141.7437	1	
A0A0B4JCY6	Cheerio, isoform I	35.09	66	105	0	3638455.80682	100	
A0A0B4JCZ0	Oxysterol-binding protein	2.93	3	3	0	15339.3167	2	
A0A0B4JD57	Zipper, isoform F	5.41	10	12	0	3066.114	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	11.5	15	15	0	213426.8077	14	
A0A0B4K615	Smallish, isoform O	8.11	10	13	0	105347.7146	8	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	4.94	4	4	0	39137.424	4	
A0A0B4K620	Oxidation resistance protein 1	13.32	16	21	0	306110.82126	20	
A0A0B4K661	Tropomyosin 1, isoform Q	78.4	35	201	0	7877511.02381	160	
A0A0B4K663	Non-specific lethal 1, isoform N	1.98	2	3	0	21330.2618	3	
A0A0B4K6C8	Uncharacterized protein, isoform G	1.71	2	3	0	22887.502	2	
A0A0B4K6I1	Scribble, isoform N	10.69	22	27	0	355103.75414000003	25	
A0A0B4K6K8	Musashi, isoform D	5.62	3	4	0	156398.933	4	
A0A0B4K6P4	Hephaestus, isoform W	3.0	3	3	0	64297.479	3	
A0A0B4K6Z2	Dystrobrevin	10.34	6	8	0	77145.25110000001	8	
A0A0B4K709	Uncharacterized protein, isoform E	6.62	4	4	0	30301.9386	4	
A0A0B4K716	Diacylglycerol kinase	4.67	7	7	0	116947.9623	6	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.98	4	4	0	5939.0077	3	
A0A0B4K774	Abelson interacting protein, isoform D	23.27	9	12	0	134871.293	10	
A0A0B4K7A5	Hu li tai shao, isoform Q	67.39	41	134	1	6269554.451	115	
A0A0B4K7B0	Smooth, isoform O	14.37	6	10	0	138890.6223	7	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	7.22	6	7	0	93632.7419	7	
A0A0B4K7D8	Uncharacterized protein, isoform B	7.76	3	3	0	24889.147	3	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	7.98	4	4	0	30083.3556	4	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	4.47	4	4	0	9372.6014	2	
A0A0B4K7H3	Eucalyptus, isoform B	54.46	6	49	1	2823456.89687	46	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	2.33	5	5	0	34146.9149	3	
A0A0B4K7T7	Rho guanine nucleotide exchange factor 2, isoform G	0.86	2	2	0	1656.0067	1	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	12.64	24	57	0	1306865.3015	53	
A0A0B4K7V8	Bruchpilot, isoform K	52.37	92	259	1	17590.8444	5	
A0A0B4K7X5	glycogenin glucosyltransferase	14.86	7	30	0	658600.7942	23	
A0A0B4K885	Kenny, isoform B	4.63	2	2	0	34986.253	2	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	11.35	5	7	0	49466.72457	6	
A0A0B4KEE1	Aldehyde dehydrogenase	27.57	14	19	0	372284.16046	17	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	20.05	31	70	0	350079.07295	13	
A0A0B4KEH7	CAP, isoform Y	13.91	30	46	0	751879.58796	44	
A0A0B4KEI5	Serrate RNA effector molecule homolog	11.12	11	11	0	99831.6115	10	
A0A0B4KEJ7	Coronin	12.71	7	7	0	93667.5644	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	3.85	4	4	0	18255.2719	3	
A0A0B4KEW6	Amphiphysin, isoform B	51.59	24	73	1	17481.62465	5	
A0A0B4KEX6	Jitterbug, isoform M	6.16	17	19	0	220380.7334	16	
A0A0B4KF06	Valine--tRNA ligase	1.04	1	1	0	21399.053	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	6.3	2	2	0	50137.93	2	
A0A0B4KF34	Uncharacterized protein, isoform D	4.31	2	3	0	6107.694	1	
A0A0B4KF46	E1 ubiquitin-activating enzyme	16.87	17	25	0	438908.2742	25	
A0A0B4KF84	Stretchin-Mlck, isoform S	2.13	3	3	0	698.7727	1	
