Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M1	Abundances Count: F5: 129N, Sample, n/a, Earth_M1	Modifications
A0A0B4K692	Neprilysin-2	4.01	3	4	3	11193.3741	3	
A0A0B4K7J2	E3 SUMO-protein ligase RanBP2	3.79	10	14	10	27649.84938	10	
A0A0B4KGY6	RNA-binding protein Pasilla	23.21	19	70	19	1642414.18964	64	
A0A0B7P9G0	Unextended protein	5.4	5	6	5	16088.39964	5	
A0A126GUP6	Melanization protease 1	23.0	8	16	7	56593.05945	12	
A0A1F4	Protein eyes shut	9.56	22	68	0	429810.59929	54	
A1Z6H7	Nuclear pore membrane glycoprotein 210	2.93	6	7	6	4730.2039	3	
A1Z6S7	GTPase-GDP dissociation stimulator vimar	14.17	11	23	10	120511.08577	17	
A1Z7G7	Latrophilin Cirl	0.41	1	1	0	655.0238	1	
A1Z830	28S rRNA (uridine-N(3))-methyltransferase	9.07	4	4	1	5291.9177	3	
A1Z877	Nidogen	24.81	29	66	29	520940.85447	59	
A1Z897	Succinate dehydrogenase assembly factor 2-B, mitochondrial	31.41	2	2	0	6572.6809	2	
A1Z8D0	Periodic tryptophan protein 1 homolog	6.75	3	3	3	454.79745	1	
A1Z8P9	Nucleoprotein TPR	19.69	51	83	0	176569.36842	59	
A1Z9A2	UPF0587 protein CG4646	30.67	5	10	0	108142.74595	10	
A1Z9A8	Small ribosomal subunit protein mS39	6.75	5	5	5	41065.61354	5	
A1Z9E2	Protein lin-54 homolog	24.95	21	43	0	144886.36554	33	
A1Z9X0	Atypical protein kinase C	2.97	2	2	0	5447.849099999999	2	
A1ZA47	PDZ and LIM domain protein Zasp	26.48	51	158	0	150995.36496	33	
A1ZA77	Transmembrane protein 208	10.92	2	5	2	39210.0741	3	
A1ZAJ2	Kinesin-like protein unc-104	3.41	6	6	0	6753.5244999999995	3	
A1ZAX1	Eukaryotic translation initiation factor 3 subunit C	9.78	10	12	0	14863.67251	7	
A1ZBT5	Mediator of RNA polymerase II transcription subunit 8	11.11	3	3	3	7533.0274	2	
A2VEI2	Calcium uptake protein 1 homolog, mitochondrial	3.05	2	2	2	10971.5317	2	
A4VCL2	Extracellular serine/threonine protein CG31145	3.79	2	2	0	8936.7158	2	
A8DYH2	Ubiquitin-fold modifier 1	66.67	4	8	0	122360.69230000001	6	
A8DYP0	Protein Obscurin	2.11	10	12	10	22901.17164	7	
B7YZT2	Mitochondrial fission 1 protein	40.91	6	9	6	197777.6228	9	
C0HK92	Uncharacterized protein CG45076	49.92	34	106	0	1312811.60409	80	
C0HK94	Uncharacterized protein CG45078	50.92	11	31	9	192548.63622	17	
C0HK95	Protein anoxia up-regulated	87.02	11	88	9	387114.62357	49	
C0HKA0	Small ribosomal subunit protein uS11A	48.34	8	36	0	419048.7321	29	
C0HL62	Larval cuticle protein 65Ab1	8.65	1	4	0	49633.0787	4	
C0HL66	Histone H3.3A	52.94	8	63	0	65596.543	3	
C0HLZ9	Baramicin A1	15.56	4	9	0	33017.26415	8	
C4NYP8	Hsc70-interacting protein 1	47.21	17	41	0	468201.50430000003	30	
E1JIT7	PH and SEC7 domain-containing protein	2.81	4	8	4	4756.46566	3	
F3YDF1	ATP-dependent zinc metalloprotease YME1L	14.19	11	16	0	45719.3554	11	
M9NDE3	Protein bark beetle	3.91	13	19	13	47225.62274	13	
M9PF61	Aldo-keto reductase 1B	60.57	23	109	23	3873683.1895399997	98	
M9PFN0	Phosphatase Herzog	6.25	3	7	3	108064.7007	6	
O01367	Protein held out wings	21.48	8	10	0	31332.78655	8	
O01382	Caspase drICE	17.99	5	7	4	3107.07448	4	
O01404	Peptidylglycine alpha-hydroxylating monooxygenase	13.97	4	9	0	332161.0345	8	
O01666	ATP synthase subunit gamma, mitochondrial	58.92	19	129	19	2836571.07277	99	
O02194	Presenilin homolog	5.73	3	5	0	4559.7945	3	
O02195	Eukaryotic translation initiation factor 3 subunit I	24.23	7	23	7	252989.31083	20	
O02649	Heat shock protein 60A	73.47	40	183	25	6522463.11107	152	
O15943	Neural-cadherin	14.89	49	91	2	563476.62466	76	
O16797	Large ribosomal subunit protein uL3	15.62	7	14	7	31891.85274	8	
O17444	Vesicular acetylcholine transporter	11.25	5	6	5	37803.33094	3	
O17445	Large ribosomal subunit protein eL15	12.25	3	8	0	14677.767100000001	5	
O18333	Ras-related protein Rab-2	18.31	5	10	5	34011.02288	9	
O18334	Ras-related protein Rab6	18.75	5	16	0	5817.51296	2	
O18373	Inactive selenide, water dikinase-like protein	23.87	9	27	9	402441.79579	27	
O18388	Importin subunit beta	3.73	4	6	0	2217.76574	2	
O18404	3-hydroxyacyl-CoA dehydrogenase type-2	89.02	18	147	18	4238706.89982	104	
O18413	26S proteasome regulatory subunit 8	36.54	15	53	6	250096.47109	29	
O18640	Small ribosomal subunit protein RACK1	13.52	5	12	0	38764.41204	11	
O44081	H/ACA ribonucleoprotein complex subunit 4	6.3	4	4	0	55446.9619	3	
O44342	Protein windbeutel	19.46	5	10	0	30318.0894	8	
O44386	Integrin alpha-PS3	11.84	14	20	12	65809.01391	16	
O44437	Small nuclear ribonucleoprotein Sm D3	11.26	2	2	2	1271.3789	1	
O46037	Vinculin	53.69	50	137	0	1866159.33546	115	
O46084	Serine/threonine-protein phosphatase Pgam5, mitochondrial	11.76	3	4	0	23485.2439	4	
O46098	LYR motif-containing protein 4 homolog	36.96	4	10	4	78245.2702	6	
O46106	Splicing factor 3A subunit 3	9.15	5	10	5	95980.26203	8	
O61231	Large ribosomal subunit protein uL16	43.12	9	25	0	170950.8376	19	
O61305	DEAD-box helicase Dbp80	3.91	2	3	0	2373.3313	1	
O61307	Teneurin-m	0.66	2	2	0	2807.34617	2	
O61443	Mitogen-activated protein kinase p38b	7.67	3	6	2	12291.769100000001	2	
O61491	Flotillin-1	48.83	23	81	23	995211.44264	68	
O61722	PRL-1 phosphatase	44.32	7	23	7	330714.76514	13	
O62619	Pyruvate kinase	69.23	27	80	27	2049187.17588	61	
O62621	Coatomer subunit beta'	3.17	3	4	3	5629.72793	4	
O76206	Putative riboflavin kinase	49.02	7	15	0	325883.38595	12	
O76454	Pterin-4-alpha-carbinolamine dehydratase	23.96	3	7	3	118704.82220000001	6	
O76742	Ras-related protein Rab7	28.5	6	12	6	77672.0634	10	
O76878	RILP-like protein homolog	9.71	5	10	0	53366.78805	10	
O76902	Pleckstrin homology domain-containing family F member 1 homolog	18.35	7	17	7	76939.28739	15	
O76927	Small ribosomal subunit protein eS21	50.6	5	22	0	229428.79615	15	
O77051	Transcription factor E2F2	22.97	9	14	0	22660.13706	8	
O77263	tRNA (guanine-N(7)-)-methyltransferase	12.5	3	5	3	19177.33105	5	
O77277	Torsin-like protein	12.65	5	8	0	42927.91112	8	
O77410	Eukaryotic translation initiation factor 3 subunit E	3.68	2	2	2	2376.8306000000002	2	
O77460	Inorganic pyrophosphatase	61.24	15	67	1	28379.908	1	
O96553	C-1-tetrahydrofolate synthase, cytoplasmic	15.39	17	27	0	58234.16097	21	
O96690	Protein PDF	23.53	1	1	1	3266.184	1	
O96827	Probable elongation factor 1-beta	83.78	18	82	0	2052429.57795	58	
O97067	Probable peptidyl-tRNA hydrolase 2	31.18	5	9	0	27089.29704	6	
O97125	Heat shock protein 68	24.09	13	89	6	106564.54188	20	
O97172	UPF0729 protein CG18508	29.29	3	8	0	36373.1799	7	
O97394	Protein sidekick	1.89	4	5	0	2488.9058	2	
O97422	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase I	8.17	3	6	3	21435.9128	5	
O97477	Inositol-3-phosphate synthase	33.81	15	58	15	867717.04296	42	
P00334	Alcohol dehydrogenase	88.28	21	200	21	29010315.60734	142	
P00408	Cytochrome c oxidase subunit 2	33.77	7	40	7	1497735.5363500002	34	
P00522	Tyrosine-protein kinase Abl	3.33	4	6	0	3711.12925	3	
P02255	Histone H1	14.45	3	6	0	26862.817499999997	5	
P02283	Histone H2B	56.91	8	70	8	1106377.0292	57	
P02299	Histone H3	52.94	8	67	2	1427105.7316	53	
P02515	Heat shock protein 22	40.8	8	18	8	132976.69088	14	
P02516	Heat shock protein 23	84.41	16	83	0	3058658.90171	71	
P02517	Heat shock protein 26	57.69	10	30	0	831425.48534	21	
P02518	Heat shock protein 27	44.13	9	21	0	272268.79526	20	
P02572	Actin-42A	64.1	25	768	2	40581530.7113	573	
P02574	Actin, larval muscle	65.96	25	672	0	1835393.5233999998	21	
P02828	Heat shock protein 83	48.4	33	148	0	3511349.18327	128	
P02843	Vitellogenin-1	70.84	32	265	0	1518762.87894	127	
P02844	Vitellogenin-2	59.28	26	187	0	915888.02529	81	
P04197	Myb protein	3.81	3	3	0	723.7806	1	
P04359	Large ribosomal subunit protein eL32	33.58	5	17	5	214877.11363	15	
P04388	Ras-like protein 2	13.02	2	10	2	46789.21054	8	
P05031	Aromatic-L-amino-acid decarboxylase	10.78	5	9	5	8695.2012	5	
P05205	Heterochromatin protein 1	36.89	8	22	8	211520.63495	19	
P05303	Elongation factor 1-alpha 2	68.4	29	177	0	2197752.7893	30	
P05389	Large ribosomal subunit protein P2	31.86	4	18	4	537577.5244	16	
P05552	Transcription factor Adf-1	7.63	2	5	0	23685.27136	5	
P05661	Myosin heavy chain, muscle	50.46	119	519	1	23406.04475	10	
P05812	Heat shock protein 67B1	12.13	5	7	5	14758.5643	5	
P06002	Opsin Rh1	4.56	2	8	2	20481.0658	6	
P06603	Tubulin alpha-1 chain	64.67	27	183	0	15741920.49448	123	
P06604	Tubulin alpha-2 chain	38.75	18	147	1	3287.9448	1	
P06607	Vitellogenin-3	82.14	33	299	0	1106924.46933	147	
P06742	Myosin light chain alkali	56.77	11	71	0	7179068.29103	41	
P07207	Neurogenic locus Notch protein	0.48	1	1	0	4630.921	1	
P07486	Glyceraldehyde-3-phosphate dehydrogenase 1	70.18	22	133	9	1689651.9667	41	
P07487	Glyceraldehyde-3-phosphate dehydrogenase 2	84.04	23	156	0	7799174.68957	125	
P07665	Serendipity locus protein beta	8.43	4	5	0	2202.39772	2	
P07668	Choline O-acetyltransferase	7.63	5	6	5	9245.355500000001	3	
P07764	Fructose-bisphosphate aldolase	93.63	43	422	0	19220263.74635	321	
P08111	Lethal(2) giant larvae protein	5.43	7	9	0	14842.89697	7	
P08120	Collagen alpha-1(IV) chain	5.96	7	22	7	243463.12396	22	
P08144	Alpha-amylase A	18.22	8	15	0	249600.61070000002	13	
P08171	Esterase-6	13.24	9	22	0	111794.73259999999	20	
P08182	Casein kinase II subunit beta	38.72	8	38	2	617812.66605	32	
P08570	Large ribosomal subunit protein P1	75.89	5	33	0	1148258.57781	23	
P08645	Ras-related protein Rap1	25.54	5	15	0	124125.2444	15	
P08646	Ras-like protein 1	30.69	4	10	4	94294.89814	8	
P08736	Elongation factor 1-alpha 1	70.84	34	198	17	10514193.71171	169	
P08761	Peptide methionine sulfoxide reductase	27.64	6	13	0	53837.50534	10	
P08879	Nucleoside diphosphate kinase	69.28	8	136	0	3840043.0999900005	111	
P08928	Lamin	67.36	50	193	49	3865139.27145	162	
P08985	Histone H2A.v	42.55	10	47	8	812553.97537	30	
P09040	Drosulfakinins	21.99	3	3	3	54065.498999999996	3	
P09180	Large ribosomal subunit protein uL4	47.13	20	61	20	532543.00798	45	
P09208	Insulin-like receptor	3.03	8	10	8	5529.93373	6	
P09491	Tropomyosin-2	76.76	34	245	2	84445.5174	5	
P0DKM0	Cytochrome c oxidase assembly factor 3, mitochondrial	35.63	4	16	4	108283.39091999999	13	
P10180	Homeobox protein cut	0.46	1	3	0	58366.2554	3	
P10379	Protein unzipped	20.29	8	28	0	413738.60395	26	
P10552	FMRFamide-related peptides	2.31	1	3	1	48104.152	2	
P10676	Neither inactivation nor afterpotential protein C	25.98	40	88	11	402909.63061	69	
P10981	Actin-87E	76.33	30	777	0	1249136.31507	34	
P10987	Actin-5C	64.63	27	797	0	807501.63963	27	
P11046	Laminin subunit beta-1	21.09	39	84	39	994547.22494	65	
P11146	Heat shock 70 kDa protein cognate 2	13.9	6	46	1	32549.443	1	
P11147	Heat shock 70 kDa protein cognate 4	77.73	48	406	0	20448886.08874	336	
P11584	Integrin beta-PS	18.32	17	45	0	234710.95327	34	
P12024	Chaoptin	30.95	35	88	0	1315097.19952	69	
P12080	Integrin alpha-PS2	11.53	17	39	17	178907.10525	33	
P12370	cAMP-dependent protein kinase catalytic subunit 1	45.61	16	49	15	593857.82495	35	
P12426	Adenine phosphoribosyltransferase	14.29	3	5	0	7610.9693	2	
P12613	T-complex protein 1 subunit alpha	23.7	13	37	0	308250.29574	30	
P12881	Proteasome subunit alpha type-1	49.82	13	50	0	423842.74029	35	
P12982	Serine/threonine-protein phosphatase alpha-2 isoform	21.85	6	14	1	79659.0909	10	
P13008	Small ribosomal subunit protein eS26	21.05	2	12	0	89536.89786000001	8	
P13060	Eukaryotic translation elongation factor 2	39.22	27	75	27	452263.7693	67	
P13217	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase	34.7	38	97	0	1277366.6971	81	
P13395	Spectrin alpha chain	65.3	140	542	0	10920264.10706	449	
P13469	DNA-binding protein modulo	4.06	2	2	0	4925.1216	1	
P13496	Dynactin subunit 1	14.23	21	45	21	125845.14422	31	
P13607	Sodium/potassium-transporting ATPase subunit alpha	38.14	36	144	1	2476467.14759	111	
P13677	Protein kinase C, eye isozyme	12.57	9	13	9	38829.99134	13	
P13678	Protein kinase C	5.01	4	4	0	4711.0271	2	
P14199	Protein ref(2)P	13.19	7	32	7	200876.06193	29	
P14318	Muscle-specific protein 20	80.43	16	103	16	2133973.2656	73	
P14484	Pupal cuticle protein	27.17	5	39	5	323691.97738	30	
P14599	Amyloid-beta-like protein	1.92	2	2	0	358.1722	1	
P15007	Enolase	78.0	40	271	1	25166058.73699	226	
P15215	Laminin subunit gamma-1	33.62	53	135	0	1428363.41655	117	
P15330	Embryonic polarity protein dorsal	1.4	2	3	0	1267.27718	2	
P15357	Ubiquitin-ribosomal protein eS31 fusion protein	42.31	6	84	1	1518018.13089	77	
P15364	Protein amalgam	15.92	5	11	0	46282.354900000006	9	
P15372	Phosrestin-2	67.58	19	65	0	1072310.03584	58	
P15425	Peptidyl-prolyl cis-trans isomerase, rhodopsin-specific isozyme	20.68	4	10	4	108530.4249	7	
P16378	G protein alpha o subunit	29.1	11	46	7	514591.39265	41	
P16554	Protein numb	15.47	8	12	0	48817.06465	10	
P16568	Protein bicaudal D	23.4	19	27	0	176638.40668	26	
P16620	Tyrosine-protein phosphatase 69D	5.88	9	13	9	50802.9533	11	
P16621	Tyrosine-protein phosphatase Lar	1.43	3	6	0	2295.76921	4	
P16914	Protein elav	30.23	13	43	0	543089.94833	36	
P17210	Kinesin heavy chain	34.56	34	100	34	721801.27816	80	
P17276	Protein henna	44.69	15	32	0	546625.41277	26	
P17336	Catalase	41.11	16	61	16	821310.0711	41	
P17704	Small ribosomal subunit protein eS17	69.47	10	30	10	534552.78183	28	
P17719	Dihydrofolate reductase	4.4	1	2	1	5495.2276999999995	2	
P18053	Proteasome subunit alpha type-4	40.53	10	51	8	994233.35856	41	
P18173	Glucose dehydrogenase [FAD, quinone]	5.76	4	5	0	6159.30995	4	
P18431	Protein kinase shaggy	29.77	14	58	0	1186041.81152	50	
P18432	Myosin regulatory light chain 2	86.94	19	167	19	5875657.263	149	
P18459	Tyrosine 3-monooxygenase	6.91	5	11	0	55289.5212	10	
P18824	Armadillo segment polarity protein	14.47	12	25	0	105606.74998000001	16	
P19107	Phosrestin-1	77.56	33	263	33	8432729.68437	234	
P19109	ATP-dependent RNA helicase p62	22.67	17	36	0	113992.57432	25	
P19334	Transient receptor potential protein	4.39	6	9	4	51341.28757	8	
P19339	Protein sex-lethal	4.52	2	4	0	5322.5086599999995	3	
P19351	Troponin T, skeletal muscle	49.37	30	130	0	82927.64787	8	
P19889	Large ribosomal subunit protein uL10	48.58	12	46	0	2707308.75219	39	
P20007	Phosphoenolpyruvate carboxykinase [GTP]	5.87	5	8	3	8524.8824	3	
P20153	Protein ultraspiracle	5.91	4	7	0	19175.9919	5	
P20228	Glutamate decarboxylase	27.84	12	34	0	164469.69459	21	
P20232	Transcription elongation factor S-II	42.81	13	19	0	68774.80596	10	
P20240	Otefin	29.95	11	22	11	99027.86411000001	17	
P20241	Neuroglian	21.89	29	84	0	800098.20809	74	
P20348	Sex-regulated protein janus-A	28.89	4	7	4	137754.85545	6	
P20351	Tryptophan 2,3-dioxygenase	7.92	3	4	3	8368.9136	3	
P20385	Chorion transcription factor Cf2	9.8	5	6	0	26338.004	3	
P20432	Glutathione S-transferase D1	52.15	12	101	9	8752029.8793	87	
P20477	Glutamine synthetase 1, mitochondrial	44.11	16	73	0	3601000.79761	58	
P20478	Glutamine synthetase 2 cytoplasmic	82.38	24	230	0	12959958.8508	201	
P21187	Polyadenylate-binding protein	26.81	14	44	14	90263.38796000001	33	
P21914	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	60.61	20	117	18	4541233.0930200005	94	
P22465	Annexin B10	65.42	20	129	20	2757811.36487	109	
P22769	Proteasome subunit alpha type-7-1	39.36	9	33	8	654378.4171	30	
P22813	Heat shock factor protein	7.09	5	6	0	15960.8296	5	
P22815	Protein bride of sevenless	1.34	1	1	1	4061.67	1	
P22979	Heat shock protein 67B3	54.27	8	22	8	491399.28442	19	
P23128	ATP-dependent RNA helicase me31b	5.23	3	7	3	20767.6765	7	
P23226	205 kDa microtubule-associated protein	24.39	23	63	0	353464.8798	47	
P23257	Tubulin gamma-1 chain	5.68	3	4	1	12574.923789999999	3	
P23625	G protein alpha q subunit	54.67	20	124	18	3373990.67586	98	
P23654	Neurotactin	8.87	7	17	0	67484.78709	14	
P23696	Serine/threonine-protein phosphatase PP2A	18.12	5	10	0	71999.42814999999	9	
P23779	Cystatin-like protein	63.49	8	26	8	1328827.66615	21	
P24156	Prohibitin 1	73.91	17	62	0	1066950.97886	49	
P25007	Peptidyl-prolyl cis-trans isomerase	51.98	15	120	10	10420053.05745	99	
P25160	ADP-ribosylation factor-like protein 1	4.44	1	2	1	4900.3225	2	
P25161	Probable 26S proteasome non-ATPase regulatory subunit 3	29.76	16	40	0	299776.21341	36	
P25171	Regulator of chromosome condensation	10.42	5	9	5	44615.89246	9	
P25172	Protein suppressor 2 of zeste	1.75	2	2	0	2824.0947	1	
P25228	Ras-related protein Rab-3	30.45	6	18	0	85683.5584	5	
P25455	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II	5.69	9	11	9	26710.45808	11	
P25822	Maternal protein pumilio	3.39	5	8	0	21707.0193	6	
P25843	Profilin	88.89	7	27	0	1014785.31452	22	
P25867	Ubiquitin-conjugating enzyme E2-17 kDa	12.24	2	6	0	180873.6154	5	
P26270	26S proteasome non-ATPase regulatory subunit 7	7.69	3	9	0	55242.0399	9	
P26308	Guanine nucleotide-binding protein subunit beta-1	24.71	7	32	0	432249.60567	27	
P26686	Serine-arginine protein 55	18.35	8	14	0	92626.3936	11	
P27716	Innexin inx1	11.33	5	7	0	21046.718	6	
P27779	Pupal cuticle protein Edg-78E	38.52	3	20	0	75019.60994	16	
P28668	Bifunctional glutamate/proline--tRNA ligase	4.9	9	11	9	18502.6188	6	
P29052	Transcription initiation factor IIB	13.65	5	13	0	38772.63236	9	
P29310	14-3-3 protein zeta	69.35	18	328	0	11018593.669710001	263	
P29327	Small ribosomal subunit protein eS6	26.21	6	24	2	360975.35302	20	
P29413	Calreticulin	57.64	21	79	0	3046752.18113	72	
P29613	Triosephosphate isomerase	77.73	17	135	16	8493280.88131	110	
P29742	Clathrin heavy chain	8.76	16	22	0	31632.1431	11	
P29746	Protein bangles and beads	59.28	23	66	23	1131369.44626	60	
P29829	Guanine nucleotide-binding protein subunit beta-2	48.55	16	75	16	1341226.07985	65	
P29843	Heat shock 70 kDa protein cognate 1	25.59	15	100	2	9536.5088	5	
P29844	Endoplasmic reticulum chaperone BiP	65.7	42	234	0	5068162.0445	125	
P29845	Heat shock 70 kDa protein cognate 5	59.18	46	206	0	5226882.16468	165	
P30432	Furin-like protease 2	2.44	4	6	0	7087.3003	4	
P31009	Small ribosomal subunit protein uS5	41.2	11	51	0	599253.74078	39	
P31409	V-type proton ATPase subunit B	52.45	21	89	0	1188934.79486	64	
P32100	Large ribosomal subunit protein uL30	45.24	15	40	0	494175.5395	30	
P32234	Guanylate binding protein 128up	11.14	4	4	3	52840.198599999996	3	
P32392	Actin-related protein 3	16.99	7	15	7	68159.5057	11	
P32748	Dihydroorotate dehydrogenase (quinone), mitochondrial	15.06	7	17	7	30353.4533	13	
P33438	Glutactin	23.98	23	64	0	292218.92956	45	
P34082	Fasciclin-2	23.02	17	30	0	131189.47052	23	
P35122	Ubiquitin carboxyl-terminal hydrolase	55.07	9	24	0	653593.854	21	
P35128	Ubiquitin-conjugating enzyme E2 N	60.93	8	20	0	413148.58915	18	
P35220	Catenin alpha	24.1	22	60	12	325558.57103	50	
P35381	ATP synthase subunit alpha, mitochondrial	73.91	46	498	46	27188476.91466	384	
P35415	Paramyosin, long form	75.2	85	589	0	18132057.99231	434	
P35416	Paramyosin, short form	62.19	47	347	0	1269169.23377	49	
P35421	Phosphoribosylformylglycinamidine synthase	0.59	1	2	1	417.11902	1	
P35554	Flightin	46.7	7	14	0	134038.8732	9	
P35992	Tyrosine-protein phosphatase 10D	4.62	10	11	9	24979.020360000002	8	
P36179	Serine/threonine-protein phosphatase PP2A 65 kDa regulatory subunit	36.55	21	62	0	1608782.49191	57	
P36188	Troponin I	46.1	16	73	0	2233712.81507	66	
P36241	Large ribosomal subunit protein eL19	24.14	5	17	5	514181.4774	13	
P36872	Protein phosphatase PP2A 55 kDa regulatory subunit	7.82	4	5	0	589.2914	1	
P36951	Putative hydroxypyruvate isomerase	43.18	10	27	10	608310.89467	24	
P36958	DNA-directed RNA polymerase II subunit RPB9	5.43	1	1	0	3605.486	1	
P36975	Synaptosomal-associated protein 25	85.38	19	157	17	3259410.14688	100	
P37193	Adrenodoxin-like protein 1, mitochondrial	29.07	4	7	0	199645.4024	7	
P37236	Frequenin-1	56.15	9	52	0	145286.4312	8	
P37276	Dynein heavy chain, cytoplasmic	0.86	5	6	0	1633.0458	1	
P38040	Guanine nucleotide-binding protein subunit gamma-1	77.14	6	36	6	282426.82479	17	
P38979	Small ribosomal subunit protein uS2	81.85	17	57	17	1642468.87296	47	
P39018	Small ribosomal subunit protein eS19A	53.85	11	59	0	1537640.96114	52	
P39736	Puff-specific protein Bx42	12.61	6	12	0	13885.88126	7	
P40301	Proteasome subunit alpha type-2	15.81	3	4	3	158280.9271	4	
P40304	Proteasome subunit beta type-1	33.62	7	18	7	171594.85199	14	
P40320	S-adenosylmethionine synthase	8.33	4	6	0	33676.7409	4	
P40417	Mitogen-activated protein kinase ERK-A	36.17	12	29	7	316309.66322	23	
P40421	Serine/threonine-protein phosphatase rdgC	6.96	5	12	0	17472.33033	8	
P40423	Myosin regulatory light chain sqh	33.91	5	29	0	281943.32365	24	
P40427	Homeobox protein extradenticle	3.72	1	4	0	3828.2108000000003	2	
P40792	Ras-related protein Rac1	22.4	4	22	0	112296.50802	19	
P40793	Cdc42 homolog	27.75	5	16	0	134453.1667	10	
P40796	La protein homolog	30.26	11	26	10	135618.97374	14	
P40797	Protein peanut	12.62	7	32	6	145866.4113	25	
P40945	ADP ribosylation factor 4	30.0	4	17	0	2339.05	1	
P41042	Small ribosomal subunit protein eS4	41.76	12	39	0	428766.42154999997	28	
P41043	Glutathione S-transferase S1	75.9	13	61	0	5424880.51656	47	
P41044	Calbindin-32	75.48	25	116	0	3998088.04974	81	
P41073	Zinc finger protein on ecdysone puffs	22.07	14	39	0	142754.37992	23	
P41092	Large ribosomal subunit protein uL15	41.61	7	22	0	188497.18819	14	
P41093	Large ribosomal subunit protein eL20	33.33	7	21	7	179741.56285	18	
P41094	Small ribosomal subunit protein uS13	59.87	15	60	15	1170158.86995	52	
P41126	Large ribosomal subunit protein eL13	48.17	12	57	0	994379.66472	39	
P41374	Eukaryotic translation initiation factor 2 subunit 1	45.45	15	42	0	447918.15791	34	
P41375	Eukaryotic translation initiation factor 2 subunit 2	19.87	7	16	7	97188.17044	13	
P41572	6-phosphogluconate dehydrogenase, decarboxylating	23.49	10	30	0	236948.32364000002	24	
P41900	General transcription factor IIF subunit 2	8.3	2	2	2	6433.75473	2	
P42207	Septin-1	12.74	5	19	4	24506.38864	5	
P42281	Acyl-CoA-binding protein homolog	73.26	6	30	5	2737422.06575	27	
P42325	Neurocalcin homolog	66.32	14	25	14	765848.79333	22	
P42787	Carboxypeptidase D	5.26	8	12	0	47516.040199999996	10	
P43332	U1 small nuclear ribonucleoprotein A	18.98	5	13	5	82653.62568	10	
P45437	Coatomer subunit beta	7.57	5	10	5	32198.6185	8	
P45594	Cofilin/actin-depolymerizing factor homolog	85.81	16	118	16	5123227.38348	92	
P45888	Actin-related protein 2	12.53	5	9	5	31839.35744	6	
P45889	Actin-related protein 1	24.47	13	20	13	355049.99334	18	
P46150	Moesin/ezrin/radixin homolog 1	34.6	27	64	0	18526.7	1	
P46222	Large ribosomal subunit protein uL5	21.2	4	19	0	166686.1278	11	
P46223	Large ribosomal subunit protein eL8	33.58	8	36	0	533514.8213000001	27	
P46415	Alcohol dehydrogenase class-3	18.47	6	12	6	67030.33777	9	
P46461	Vesicle-fusing ATPase 1	39.19	29	83	0	502652.67146	71	
P46824	Kinesin light chain	41.34	24	66	0	736646.28435	56	
P47947	Troponin C, isoform 1	20.78	3	33	0	1436152.29916	29	
P47948	Troponin C, isoform 2	27.74	4	7	0	363.64838	1	
P47949	Troponin C, isoform 3	51.61	7	20	0	748936.421	20	
P48148	Ras-like GTP-binding protein Rho1	66.67	10	36	10	651919.3407299999	29	
P48149	Small ribosomal subunit protein uS8A	38.46	6	23	0	421548.36838	17	
P48159	Large ribosomal subunit protein uL14	70.71	8	26	8	359821.61544	19	
P48375	Peptidyl-prolyl cis-trans isomerase Fkbp12	60.19	5	36	5	2383562.0616	26	
P48451	Calcineurin subunit B type 1	55.88	7	25	0	100302.10800000001	3	
P48461	Serine/threonine-protein phosphatase alpha-1 isoform	19.88	6	11	0	1264.12883	2	
P48554	Ras-related protein Rac2	26.56	5	20	0	9921.8449	4	
P48555	Ras-related protein Ral-a	43.28	8	20	1	312246.40796000004	18	
P48588	Small ribosomal subunit protein eS25	8.55	1	6	1	38727.49124	4	
P48596	GTP cyclohydrolase 1	46.91	13	74	13	1073383.65136	52	
P48598	Eukaryotic translation initiation factor 4E1	26.64	4	17	0	134643.55958	17	
P48601	26S proteasome regulatory subunit 4	51.25	22	73	0	746114.58207	50	
P48602	V-type proton ATPase catalytic subunit A isoform 1	55.7	28	113	0	968817.11638	86	
P48603	F-actin-capping protein subunit beta	20.65	7	16	0	52709.50819	14	
P48604	GrpE protein homolog, mitochondrial	42.72	11	48	11	484146.35043	43	
P48605	T-complex protein 1 subunit gamma	34.56	21	73	0	582341.09861	57	
P48607	Protein spaetzle	4.29	1	2	0	3687.163	1	
P48609	Cyclin-dependent kinase 5 homolog	16.67	5	8	4	27840.1538	5	
P48610	Arginine kinase 1	75.28	38	429	0	24678228.67313	341	
P48611	6-pyruvoyl tetrahydrobiopterin synthase	63.1	8	28	8	454148.32814	20	
P48809	Heterogeneous nuclear ribonucleoprotein 27C	41.57	12	53	0	645220.71299	46	
P48810	Heterogeneous nuclear ribonucleoprotein 87F	19.48	6	18	0	40585.53549	12	
P49028	Protein mago nashi	46.26	6	12	6	228596.2807	8	
P49071	MAP kinase-activated protein kinase 2	13.93	6	12	0	55786.15487	9	
