Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M1	Abundances Count: F5: 129N, Sample, n/a, Earth_M1	Modifications
P49455	Tropomyosin-1, isoforms 33/34	42.08	34	310	1	765.2443	1	
P49630	Large ribosomal subunit protein eL36	16.52	2	8	0	192037.34405	8	
P49657	Serine/threonine-protein kinase minibrain	1.65	2	2	0	4218.07314	2	
P49847	Transcription initiation factor TFIID subunit 6	11.22	6	8	1	21322.40284	6	
P49866	Transcription factor HNF-4 homolog	2.7	2	3	0	816.431	2	
P49906	Transcription initiation factor TFIID subunit 11	9.69	2	2	2	4791.6815	2	
P49963	Signal recognition particle 19 kDa protein	29.38	3	5	3	9292.29595	4	
P50882	Large ribosomal subunit protein uL6	58.42	10	32	0	732582.4702	27	
P50887	Large ribosomal subunit protein eL22	24.08	8	18	8	104511.02270999999	14	
P51140	Segment polarity protein dishevelled	7.06	5	6	5	13592.32657	6	
P51406	Bystin	5.96	3	4	3	970.31491	2	
P52029	Glucose-6-phosphate isomerase	13.44	7	11	7	64789.6538	9	
P52034	ATP-dependent 6-phosphofructokinase	7.99	7	11	1	22463.97796	7	
P52302	Protein lethal(3)malignant blood neoplasm 1	20.37	10	33	0	286195.65385	25	
P52486	Ubiquitin-conjugating enzyme E2-22 kDa	39.7	8	14	0	19350.46456	6	
P52654	Transcription initiation factor IIA subunit 1	5.19	2	2	2	974.5926	2	
P53034	Replication factor C subunit 2	16.31	6	9	6	26954.832990000003	9	
P53501	Actin-57B	77.13	31	817	3	5627861.84607	95	
P53624	Mannosyl-oligosaccharide alpha-1,2-mannosidase IA	3.9	3	4	0	5482.7405	3	
P53777	Muscle LIM protein 1	56.52	5	52	0	357490.44173	32	
P53997	Protein SET	11.52	3	3	3	52785.2093	3	
P54185	Putative odorant-binding protein A5	12.38	3	6	3	132494.4883	6	
P54191	General odorant-binding protein 69a	13.51	2	10	2	87246.5157	10	
P54192	General odorant-binding protein 19d	71.33	11	165	11	13235956.74942	150	
P54193	General odorant-binding protein 83a	42.86	7	24	0	664521.47034	23	
P54195	General odorant-binding protein 28a	26.57	4	24	4	128672.76697	20	
P54351	Vesicle-fusing ATPase 2	15.16	12	32	0	3952.4996	3	
P54352	Ethanolamine kinase	15.25	7	8	5	40089.96125	7	
P54353	Putative peptidyl-prolyl cis-trans isomerase dodo	41.57	6	13	6	307311.8893	11	
P54357	Myosin-2 essential light chain	89.12	10	58	1	851202.1705199999	48	
P54359	Septin-2	8.83	4	13	1	31247.3377	9	
P54367	Casein kinase I isoform alpha	5.04	2	2	0	630.72156	1	
P54385	Glutamate dehydrogenase, mitochondrial	47.69	26	97	7	931315.95133	71	
P54397	39 kDa FK506-binding nuclear protein	4.2	2	2	2	4380.3745	2	
P54399	Protein disulfide-isomerase	67.14	31	156	0	5750804.1658	135	
P54611	V-type proton ATPase subunit E	84.07	25	202	0	8190121.277	153	
P54622	Single-stranded DNA-binding protein, mitochondrial	23.97	4	9	4	93754.52500000001	8	
P55035	26S proteasome non-ATPase regulatory subunit 4	56.82	11	28	0	119573.46775	21	
P55828	Small ribosomal subunit protein uS10	41.67	5	13	5	319466.6374	11	
P55830	Small ribosomal subunit protein eS1	59.7	19	95	19	1932187.37158	72	
P55841	Large ribosomal subunit protein eL14	45.78	10	32	10	695310.67525	27	
P55935	Small ribosomal subunit protein uS4	53.33	15	63	0	798653.11635	52	
P56079	Phosphatidate cytidylyltransferase, photoreceptor-specific	4.03	2	5	0	3995.9793799999998	3	
P56538	Eukaryotic translation initiation factor 6	11.43	3	12	3	67059.79367	10	
P61209	ADP-ribosylation factor 1	35.16	5	15	0	389152.86072	12	
P61849	Dromyosuppressin	28.0	2	2	0	91461.106	2	
P61851	Superoxide dismutase [Cu-Zn]	78.43	12	152	12	8449881.8616	120	
P61855	Adipokinetic hormone	24.05	1	3	1	31638.0034	3	
P61857	Tubulin beta-2 chain	42.38	15	197	1	2238021.193	3	
P62152	Calmodulin	98.66	18	386	0	16622955.2486	296	
P80455	Small ribosomal subunit protein eS12	70.5	7	43	7	999994.55063	26	
P81829	Leucokinin	11.88	2	3	2	1844.52476	2	
P81900	cAMP-dependent protein kinase type II regulatory subunit	58.89	19	69	19	2061691.93613	59	
P82147	Protein lethal(2)essential for life	67.91	11	56	0	940664.25113	38	
P82804	Partner of Y14 and mago	7.73	1	2	1	565.26306	1	
P82890	Low molecular weight phosphotyrosine protein phosphatase 1	28.39	5	20	5	784902.66385	18	
P83094	Stromal interaction molecule homolog	13.86	8	20	0	29640.88239	10	
P83967	Actin, indirect flight muscle	68.88	28	754	2	286615.825	3	
P84029	Cytochrome c-2	72.22	13	152	0	12451804.90722	130	
P84040	Histone H4	57.28	7	79	0	2499412.63123	64	
P84051	Histone H2A	37.1	7	32	0	876490.7377	11	
P84345	ATP synthase protein 8	18.87	1	1	1	41312.44	1	
P91664	Protein max	14.29	3	4	0	16040.096	4	
P91685	Metabotropic glutamate receptor	3.28	4	6	0	7201.2886	4	
P91891	Protein Mo25	24.78	10	27	0	345324.38952	24	
P91926	AP-2 complex subunit alpha	10.32	12	23	11	74056.88573	15	
P91927	Mitochondrial proton/calcium exchanger protein	16.58	20	38	20	213936.94561	30	
P91928	MICOS complex subunit Mic60	45.33	36	145	0	2196952.83552	114	
P91929	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	32.43	13	57	0	1499914.9800200001	43	
P91938	Thioredoxin reductase 1, mitochondrial	35.4	13	36	0	580024.02716	34	
P92029	DnaJ-like protein 60	3.69	1	2	0	532.5563	1	
P92177	14-3-3 protein epsilon	77.86	25	246	23	10220825.18797	150	
P92204	Negative elongation factor E	9.64	3	7	3	21133.2492	5	
P92208	Stress-activated protein kinase JNK	4.3	2	3	0	5733.1069	2	
P98081	Protein disabled	4.99	10	17	0	14563.25912	11	
Q00174	Laminin subunit alpha	17.05	68	162	68	1750677.906	133	
Q00963	Spectrin beta chain	23.88	59	161	1	1728.4315	1	
Q01603	Peroxidase	7.68	5	10	0	70933.9852	8	
Q01604	Phosphoglycerate kinase	83.37	30	234	0	8325194.9021	184	
Q01637	Uridine 5'-monophosphate synthase	10.34	6	8	6	22704.36965	7	
Q01819	Connectin	3.52	3	4	0	29337.1603	2	
Q01989	Myosin heavy chain 95F	2.08	3	3	0	41439.593	2	
Q02748	Eukaryotic initiation factor 4A	39.7	15	35	13	174733.09746	27	
Q02910	Calphotin	3.94	3	9	3	62149.16278	7	
Q03017	NF-kappa-B inhibitor cactus	15.8	6	13	0	30954.178389999997	6	
Q03043	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B	6.25	5	5	0	667.3151	1	
Q03334	Small ribosomal subunit protein uS15	42.38	9	34	0	236300.85391	24	
Q03427	Lamin-C	55.88	41	164	3	1819508.85278	118	
Q04047	Protein no-on-transient A	21.86	12	30	0	78706.84485	17	
Q04164	Putative epidermal cell surface receptor	8.39	15	27	0	101523.6497	20	
Q04691	Fat-body protein 1	28.38	28	55	0	244079.13908	49	
Q05783	High mobility group protein D	24.11	3	11	0	44359.55606	8	
Q05825	ATP synthase subunit beta, mitochondrial	86.93	39	648	0	21611576.96983	461	
Q05856	Small nuclear ribonucleoprotein-associated protein B	14.07	3	4	3	18177.488	2	
Q06559	Small ribosomal subunit protein uS3	80.89	23	114	0	2284934.28536	90	
Q06943	High mobility group protein Z	31.53	4	12	0	84960.2055	6	
Q07093	Head-specific guanylate cyclase	9.32	7	10	7	11378.85925	7	
Q07152	Inosine-5'-monophosphate dehydrogenase	14.34	7	18	0	280617.6842	15	
Q07171	Gelsolin	24.44	18	56	0	563692.93015	48	
Q07327	Protein ROP	24.79	15	61	0	176338.93583	44	
Q08012	Growth factor receptor-bound protein 2	40.28	9	23	9	336582.11811000004	20	
Q08180	Irregular chiasm C-roughest protein	4.97	4	7	0	7645.20269	5	
Q08473	RNA-binding protein squid	38.08	8	17	0	463736.7365	15	
Q09024	Neural/ectodermal development factor IMP-L2	10.11	3	5	0	20124.93442	5	
Q09101	Locomotion-related protein Hikaru genki	4.49	4	8	4	15149.18977	4	
Q0E8C8	Serine protease inhibitor 77Ba	9.11	4	8	4	40548.58666	7	
Q0E940	Eukaryotic translation initiation factor 3 subunit B	6.23	5	6	0	12761.50166	6	
Q0E9B6	Small ribosomal subunit protein uS17	45.81	11	25	7	112043.2907	19	
Q0KHQ5	Serine/threonine-protein kinase Tao	1.73	2	2	0	2286.40963	2	
Q0KIC3	Uncharacterized protein CG43427	6.27	9	12	0	7596.13544	4	
Q10714	Angiotensin-converting enzyme	10.08	10	20	0	146408.76515	18	
Q11002	Calpain-A	3.38	3	4	0	7121.2832	3	
Q23970	Pheromone-binding protein-related protein 6	58.87	9	59	9	2309728.0566000002	58	
Q23983	Alpha-soluble NSF attachment protein	74.32	19	81	19	2924824.9612499997	72	
Q23997	Imaginal disk growth factor 6	56.64	25	99	0	2585697.90813	79	
Q24008	Inactivation-no-after-potential D protein	55.93	36	157	1	3074728.12772	108	
Q24046	Sodium/potassium-transporting ATPase subunit beta-1	44.01	14	59	0	1180843.06429	51	
Q24048	Sodium/potassium-transporting ATPase subunit beta-2	67.8	18	110	0	2916802.72065	93	
Q24050	Elongator complex protein 5	26.34	6	9	6	29538.6311	7	
Q24114	Division abnormally delayed protein	9.11	6	13	0	189858.02447	13	
Q24133	DnaJ protein homolog 1	14.37	5	14	0	181759.18105	12	
Q24134	Negative elongation factor D	2.42	2	2	0	14703.536	1	
Q24180	Deformed epidermal autoregulatory factor 1	3.82	2	2	0	22462.525	1	
Q24185	Protein hook	24.45	18	32	18	223526.5707	26	
Q24186	Small ribosomal subunit protein uS7A	31.58	9	35	0	652527.40156	28	
Q24207	Protein boule	21.93	4	8	0	33111.7729	5	
Q24208	Eukaryotic translation initiation factor 2 subunit 3	25.68	14	24	0	106689.62728	18	
Q24210	Peripheral plasma membrane protein CASK	6.35	6	7	0	16888.68306	6	
Q24211	Protein stoned-A	45.41	30	66	0	1062074.3366699999	55	
Q24214	Calcineurin subunit B type 2	62.35	8	29	0	487254.73209	25	
Q24238	Alkaline phosphatase 4	11.91	7	13	7	26292.212639999998	7	
Q24246	Cytoplasmic dynein 1 intermediate chain	5.43	4	9	0	11534.46187	7	
Q24251	ATP synthase subunit d, mitochondrial	84.27	18	166	0	8303858.42328	140	
Q24276	Hsp90 co-chaperone Cdc37	29.31	11	31	11	240193.86044	26	
Q24292	Protein dachsous	1.48	5	5	0	3544.22105	4	
Q24297	Small nuclear ribonucleoprotein F	34.09	3	9	3	104381.27100000001	2	
Q24298	DE-cadherin	12.94	19	36	19	207307.4016	32	
Q24312	DNA-binding protein Ewg	4.64	4	6	2	33147.438980000006	5	
Q24318	Transcription factor Dp	18.2	7	10	1	15480.84485	6	
Q24319	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	6.24	3	5	3	7118.6753	2	
Q24322	Semaphorin-1A	5.78	5	6	0	890.4767	1	
Q24337	Protein enhancer of rudimentary	39.42	5	10	0	41859.64288	7	
Q24372	Lachesin	10.03	5	9	5	25743.6201	5	
Q24388	Larval serum protein 2	9.56	7	10	0	22953.115980000002	8	
Q24400	Muscle LIM protein Mlp84B	46.87	24	110	23	1136059.10274	85	
Q24407	ATP synthase-coupling factor 6, mitochondrial	59.43	8	46	0	3218300.57041	37	
Q24439	ATP synthase subunit O, mitochondrial	72.73	19	198	19	7444481.93832	165	
Q24478	Centrosome-associated zinc finger protein Cp190	14.42	15	51	15	96768.41837	30	
Q24491	RNA-binding protein Rsf1	32.49	8	22	0	72425.03684999999	11	
Q24492	Replication protein A 70 kDa DNA-binding subunit	10.78	7	9	7	18736.5699	5	
Q24509	Syntaxin-5	8.14	4	5	0	6742.946	2	
Q24523	Protein bunched, class 2/F/G isoform	5.48	8	20	0	61703.152109999995	17	
Q24524	Protein singed	5.66	3	5	0	5822.0164	2	
Q24537	High mobility group protein DSP1	12.21	5	19	0	101821.1262	15	
Q24547	Syntaxin-1A	39.18	13	60	0	1574344.5902	54	
Q24560	Tubulin beta-1 chain	83.45	27	307	3	9503601.9467	241	
Q24562	Splicing factor U2AF 50 kDa subunit	10.1	4	7	0	32265.86259	6	
Q24572	Chromatin assembly factor 1 p55 subunit	17.67	7	16	1	50223.18597	13	
Q24583	V-type proton ATPase subunit F 1	57.26	7	48	7	783048.10877	42	
Q26377	Pro-corazonin	20.13	3	12	3	44608.16865	5	
Q26416	Adult cuticle protein 1	20.0	1	2	1	84670.8	1	
Q27237	DnaJ homolog l(2)tid, mitochondrial	24.81	11	16	2	41649.41804	14	
Q27268	ATP-dependent RNA helicase WM6	25.71	10	16	5	237413.3037	11	
Q27272	Transcription initiation factor TFIID subunit 9	23.38	6	8	6	27792.525050000004	6	
Q27331	V-type proton ATPase catalytic subunit A isoform 2	55.05	29	112	0	460519.88384	42	
Q27377	Putative odorant-binding protein A10	43.87	6	31	6	826258.03817	26	
Q27415	Nucleoplasmin-like protein	43.42	6	51	0	1119111.68409	34	
Q27580	Adenosylhomocysteinase	17.13	6	9	0	103236.06210000001	8	
Q27597	NADPH--cytochrome P450 reductase	13.99	11	25	0	72757.14683	21	
Q27606	Cytochrome P450 4e2	5.89	3	4	0	1850.81489	3	
Q27869	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	15.04	3	13	0	45821.69951	9	
Q27889	Serine/threonine-protein phosphatase 2B catalytic subunit 2	35.96	16	64	0	67352.0704	10	
Q2PE14	Zinc finger CCHC domain-containing protein 8 homolog	6.15	4	4	4	9284.7122	4	
Q3KN41	Neurexin 1	4.46	8	11	0	20301.8249	7	
Q45VV3	Transcriptional coactivator yorkie	11.65	5	7	0	11609.1168	5	
Q4V5I9	Succinate dehydrogenase assembly factor 2-A, mitochondrial	32.52	2	2	2	37279.75	1	
Q4V645	Trissin	13.89	2	4	2	11475.46215	3	
Q4Z8K6	Ran-binding proteins 9/10 homolog	3.33	3	5	0	11711.616750000001	4	
Q59E04	Neuroendocrine protein 7B2	7.97	2	4	2	38046.6555	4	
Q5U117	Complex I assembly factor Egm, mitochondrial	6.1	4	6	4	8140.5191	5	
Q6AWN0	Acireductone dioxygenase	43.01	7	14	7	185128.3639	14	
Q6NN40	Alpha N-terminal protein methyltransferase 1	7.61	2	2	0	798.64246	1	
Q6WV19	Polypeptide N-acetylgalactosaminyltransferase 2	6.32	4	5	4	7530.8352	3	
Q709R6	LEM domain-containing protein Bocksbeutel	12.53	5	5	5	8361.40947	4	
Q70PY2	Peptidoglycan-recognition protein SB1	14.74	3	6	3	70329.8273	6	
Q7JQW6	Lipoyl synthase, mitochondrial	4.24	2	4	2	11905.5748	2	
Q7JR49	V-type proton ATPase subunit S1	9.23	3	11	3	187813.8125	9	
Q7JR71	Extracellular superoxide dismutase [Cu-Zn]	27.07	4	21	1	331103.2052	11	
Q7JUR6	Protein GDAP2 homolog	8.89	5	6	0	18673.35998	5	
Q7JUY7	PTB domain-containing adapter protein ced-6	16.63	7	19	0	104665.22149000001	13	
Q7JVI3	Eukaryotic translation initiation factor 3 subunit M	27.91	9	32	0	584579.5558	29	
Q7JW27	WASH complex subunit 1	7.01	3	3	3	2434.3972	1	
Q7JWD3	ATPase ASNA1 homolog	25.6	7	12	7	23431.10291	8	
Q7JWR9	Zinc finger CCCH domain-containing protein 15 homolog	10.4	4	7	0	30888.20886	6	
Q7JXF5	Nuclear pore glycoprotein p62	13.96	6	14	6	107848.88470000001	11	
Q7JXF7	Protein seele	23.28	4	11	4	149098.4465	9	
Q7JYV2	Synaptogyrin	7.88	1	1	1	46974.0	1	
Q7JZV0	Cuticular protein 47Eg	19.66	2	4	2	7077.84476	4	
Q7K0D8	Nuclear pore complex protein Nup50	20.21	12	24	12	122554.78297	23	
Q7K0E3	MOB kinase activator-like 4	22.42	4	5	0	173285.859	4	
Q7K0L4	WD repeat-containing protein 26 homolog	2.22	2	3	0	4109.837680000001	3	
Q7K1U0	Activity-regulated cytoskeleton associated protein 1	22.83	7	13	7	26515.36403	7	
Q7K1Z5	Ubiquitin-fold modifier-conjugating enzyme 1	33.54	4	8	4	44302.53543	5	
Q7K2D2	Dynactin subunit 2	46.58	16	45	16	529136.31385	40	
Q7K2G1	Proteasomal ubiquitin receptor ADRM1 homolog	53.47	14	39	1	12282.601400000001	2	
Q7K486	Armadillo repeat-containing protein 6 homolog	13.58	7	11	7	60012.9188	10	
Q7K4Q5	Probable protein phosphatase CG10417	21.9	11	25	0	68866.84635	20	
Q7K4Z4	Protein immune deficiency	14.65	3	8	3	11456.33223	7	
Q7K550	Eukaryotic translation initiation factor 3 subunit J	36.44	8	22	0	206067.9373	20	
Q7K556	TRPL translocation defect protein 14	10.11	5	8	0	32431.34268	8	
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	44.66	16	73	16	3261544.40192	62	
Q7K5M0	Inactive serine protease scarface	14.35	6	17	6	81747.97946	13	
Q7K738	Ubiquitin-conjugating enzyme E2-18 kDa	54.55	7	19	7	254260.5558	18	
Q7KLV9	26S proteasome non-ATPase regulatory subunit 11	45.26	20	45	0	447529.7791	40	
Q7KML2	Acyl-coenzyme A oxidase 1	3.89	3	4	3	4346.60965	3	
Q7KN62	Transitional endoplasmic reticulum ATPase TER94	26.34	22	54	1	366753.26509	44	
Q7KN90	Cysteine--tRNA ligase, cytoplasmic	7.96	7	12	7	35531.85854	7	
Q7KNF2	Polyadenylate-binding protein 2	27.68	7	11	0	95681.16907	10	
Q7KQM6	GIGYF family protein Gyf	7.56	13	18	13	50973.86877	15	
Q7KRI2	Longitudinals lacking protein-like	29.13	4	12	0	81291.83262999999	9	
Q7KRU8	Ferritin heavy chain	75.12	12	70	2	6927177.88955	51	
Q7KRW8	Pre-mRNA-processing factor 39	3.85	4	4	4	2724.3149000000003	2	
Q7KTH8	COP9 signalosome complex subunit 8	21.43	5	15	5	118468.5457	15	
Q7KUT2	Lon protease homolog, mitochondrial	11.33	13	27	13	115015.0863	21	
Q7KVQ0	H/ACA ribonucleoprotein complex subunit 1	10.13	3	5	3	9153.8351	4	
Q7KW14	Coiled-coil domain-containing protein CG32809	11.43	11	14	0	24975.446210000002	7	
Q7KW39	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial	34.23	14	60	14	1930663.93328	54	
Q7PLI7	Serine/threonine-protein kinase CG17528	4.41	3	3	3	985.02234	1	
Q7YTY6	Serine protease inhibitor 42Dd	16.4	5	9	5	38261.52875	8	
Q867Z4	Longitudinals lacking protein, isoforms F/I/K/T	11.75	10	23	3	84944.85816	16	
Q868Z9	Papilin	20.36	51	134	51	616117.63468	98	
Q86B87	Modifier of mdg4	7.54	5	9	0	80772.66847	8	
Q86BL4	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	28.38	4	7	4	26173.24581	6	
Q86BN8	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1	13.0	3	3	3	11287.5787	3	
Q86NP2	Negative elongation factor A	8.87	10	18	0	72687.16874	14	
Q86P48	AT-rich binding protein	8.76	3	6	3	1863.59647	3	
Q86S05	Protein lingerer	2.69	3	7	0	9195.47688	3	
Q8I0G5	Coatomer subunit gamma	10.08	10	16	0	23055.60701	11	
Q8I7C3	LIM and SH3 domain protein Lasp	17.66	12	37	0	452027.85000000003	27	
Q8IH18	Eukaryotic translation initiation factor 4E transporter	14.26	15	19	15	38645.28767	13	
Q8IN41	Protein Turandot X	16.2	2	4	2	7981.8818	3	
Q8IN43	Protein Turandot C	48.84	5	12	5	86857.56475	8	
Q8IN44	Protein Turandot A	52.71	7	33	7	472806.40648	24	
Q8INI8	Major heat shock 70 kDa protein Ba	22.93	14	84	0	54921.11852	13	
Q8IPJ3	E3 ubiquitin-protein ligase lubel	1.14	4	4	1	10846.89245	3	
Q8IPM8	Complexin	65.49	10	81	0	23662.96417	5	
Q8IPW2	SH2/SH3 adapter protein dreadlocks	14.23	7	19	7	44779.35903	15	
Q8IPX7	Exosome complex component RRP40	17.24	4	5	4	2203.9854	1	
Q8IPZ3	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	11.62	4	9	4	13470.1862	3	
Q8IQ56	Transmembrane protein 11 homolog, mitochondrial	23.63	5	10	0	59771.2022	4	
Q8IQ70	Calcium uniporter protein, mitochondrial	12.57	5	16	5	156142.1015	15	
Q8IQG1	MOB kinase activator-like 2	10.07	6	10	0	45462.118	6	
Q8IQG9	Adenylate kinase 1	48.91	9	31	9	432221.02925	20	
Q8IR45	BLOC-1-related complex subunit 8 homolog	16.94	3	6	3	25585.452599999997	4	
Q8IRH5	Zinc finger protein indra	3.27	3	4	3	19871.9964	4	
Q8MKJ4	General odorant-binding protein 57b	6.38	1	1	0	16510.014	1	
Q8MKK0	General odorant-binding protein 57a	10.65	2	3	2	1819.6885	1	
Q8MKN0	Ubiquinone biosynthesis protein COQ9, mitochondrial	18.1	6	16	6	90208.9384	12	
Q8MLY8	Small ribosomal subunit protein eS8	49.04	10	42	0	958603.82816	33	
Q8MLZ7	Chitinase-like protein Idgf3	24.49	9	20	0	151526.40336999999	16	
Q8MM24	Chitinase-like protein Idgf1	1.59	1	1	1	831.3102	1	
Q8MMC4	Protein CDV3 homolog	22.14	6	10	1	27852.66788	6	
Q8MR31	Slo-interacting protein 1	4.69	4	5	0	2288.1499400000002	5	
Q8MR45	Putative N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase CG1827	8.65	3	6	3	38136.3156	3	
Q8MR62	Phosducin-like protein 2	16.25	5	13	5	138564.75254000002	12	
Q8MSS1	Protein lava lamp	23.79	65	113	0	243087.08441	78	
Q8MSU3	Ferric reductase 1	3.55	2	3	0	6469.49696	3	
Q8MSV2	Protein alan shepard	8.98	7	17	7	106503.46126	11	
Q8MSX2	Mediator of RNA polymerase II transcription subunit 6	8.43	2	2	0	401.76025	1	
Q8MT06	Guanine nucleotide-binding protein-like 3 homolog	3.1	2	3	2	3892.8719	3	
Q8SWR8	Ataxin-2 homolog	7.29	7	15	2	32413.73619	10	
Q8SWU7	Obg-like ATPase 1	34.26	13	28	0	567071.5517000001	24	
Q8SX68	CTTNBP2 N-terminal-like protein	21.18	12	21	12	61825.19334	14	
Q8SXY6	Transmembrane emp24 domain-containing protein bai	32.04	5	18	5	175522.6319	15	
Q8SY33	Protein Gawky	8.6	11	32	11	92020.97348	25	
Q8SY61	General odorant-binding protein 56d	66.41	8	69	0	3008305.97598	60	
Q8SY96	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	32.86	7	15	7	410429.8901	12	
Q8SYD0	Tetratricopeptide repeat protein 19 homolog, mitochondrial	7.05	3	6	3	7130.35066	3	
Q8SYG2	COP9 signalosome complex subunit 3	1.8	1	1	1	5136.991	1	
Q8SYS7	Probable cytosolic Fe-S cluster assembly factor CG17683	3.98	2	2	2	1887.0692	1	
Q8SZ63	Golgin-84	10.27	6	8	6	14594.62357	4	
Q8SZA8	Adrenodoxin-like protein 2, mitochondrial	38.82	4	12	4	250994.00263	11	
Q8T045	O-glucosyltransferase rumi	7.79	4	4	1	7689.174300000001	3	
Q8T079	Cytokine-like nuclear factor N-PAC	28.57	13	37	0	283848.21616	30	
Q8T0Q4	Charged multivesicular body protein 4	52.65	15	48	15	549137.29137	38	
Q8T0R7	Chitinase-like protein Idgf5	4.95	2	2	2	824.9264	1	
Q8T390	Endophilin-A	53.66	19	86	0	3132368.2966899998	74	
Q8T3L6	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	14.78	7	9	7	109645.4565	8	
Q8T3U2	Small ribosomal subunit protein uS12	47.55	7	19	0	383733.94809	14	
Q8T3X9	Iron-sulfur cluster assembly 1 homolog, mitochondrial	44.62	5	14	5	151222.4409	11	
Q8T6B9	Poly(U)-binding-splicing factor hfp	9.42	6	16	2	88343.68393	15	
Q8T8R1	CCHC-type zinc finger nucleic acid binding protein	43.03	6	10	6	4848.92232	6	
Q8T9B6	LDLR chaperone boca	54.44	10	38	10	298190.509	27	
Q8WTC1	Small ribosomal subunit protein uS15m	15.36	4	7	4	9820.534899999999	2	
Q94511	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	64.16	37	121	0	2654694.8539899997	106	
Q94514	Cytochrome c oxidase subunit 5A, mitochondrial	52.35	10	106	0	5025342.1925	81	
Q94516	ATP synthase subunit b, mitochondrial	61.73	18	163	18	5444176.71051	125	
Q94517	Histone deacetylase HDAC1	4.61	1	1	1	515.7602	1	
Q94518	Nascent polypeptide-associated complex subunit alpha	57.14	9	22	0	644876.80704	20	
Q94521	Arylalkylamine N-acetyltransferase 1	20.73	6	27	0	803461.32874	25	
