Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128C, Sample, n/a, Earth_F1	Abundances Count: F5: 128C, Sample, n/a, Earth_F1	Modifications
P91939	Cuticle protein LCP65Ad	19.44	2	2	2	5589.9876	2	
P91941	Adult cuticle protein 65Aa	60.0	5	113	5	6775980.57661	72	
P92181	Cuticle protein DCP2	36.7	3	15	3	77007.12056	8	
Q0E8E2	Phenoloxidase-activating factor 2	3.29	4	5	0	21456.57286	3	
Q0E8E8	Phosphate carrier protein, mitochondrial	37.92	14	79	11	1665521.28632	71	
Q0E8G6	Cleavage and polyadenylation specificity factor subunit 5	27.43	7	13	1	98810.12205	11	
Q0E8H9	beta-N-acetylhexosaminidase	8.04	6	9	0	48781.7944	7	
Q0E8J0	MOG interacting and ectopic P-granules protein 1	1.74	2	2	2	7652.1201	2	
Q0E8J3	Zormin, isoform I	18.49	68	152	0	1106155.01305	122	
Q0E8P1	Uncharacterized protein, isoform B	9.92	2	3	0	11121.023229999999	2	
Q0E8P5	FI05614p	9.28	5	12	5	329172.8291	10	
Q0E8S7	Homer, isoform E	37.66	18	48	3	797974.5646	42	
Q0E8U4	FI09636p	15.33	6	8	6	48251.562600000005	7	
Q0E8V7	Mitochondrial import inner membrane translocase subunit	66.67	6	25	6	1139015.1965	22	
Q0E8X6	Translation initiation factor eIF2B subunit delta	11.28	5	7	0	28706.7836	5	
Q0E8X7	Reduction of Rh1, isoform A	46.34	6	42	6	733661.07208	38	
Q0E8X8	ATP synthase F1 subunit epsilon	42.99	5	25	5	492767.48116	21	
Q0E980	Uncharacterized protein, isoform C	18.77	10	25	10	185487.06568	20	
Q0E9B7	DNAation factor-related protein 3, isoform A	13.53	3	5	3	2290.36626	3	
Q0E9E2	Pyruvate carboxylase	26.4	31	77	0	508203.885	63	
Q0E9E6	RE33655p	1.32	1	2	1	2680.1732	2	
Q0E9F9	Zinc carboxypeptidase A 1	20.97	8	18	8	178395.41115	15	
Q0E9G4	CG1600-PA	12.6	3	4	0	8973.0052	3	
Q0KHQ6	6-phosphofructo-2-kinase, isoform A	14.74	8	14	0	110114.73085	14	
Q0KHR7	Septin	18.74	8	17	0	172612.06167999998	17	
Q0KHX7	FI18193p1	6.31	8	11	0	48331.96975	11	
Q0KHZ6	Electron transfer flavoprotein subunit beta	82.61	19	174	19	5820811.89036	144	
Q0KI15	Complex III assembly factor LYRM7	24.82	4	7	4	51549.120800000004	7	
Q0KI25	Uncharacterized protein, isoform B	7.82	10	17	0	46366.15238	16	
Q0KI76	Uncharacterized protein, isoform A	18.53	12	34	1	302898.84137	31	
Q0KI81	protein-tyrosine-phosphatase	4.34	6	10	6	17109.919	7	
Q0KI98	Tryptophan--tRNA ligase, cytoplasmic	9.3	5	7	5	53735.9482	6	
Q0KIB0	Sidestep III	2.61	4	5	4	8566.17496	2	
Q0KIE7	Ankyrin, isoform B	4.0	7	7	6	7147.13351	5	
Q1RL12	IP16413p	60.25	16	101	1	62737.14	1	
Q24090	GH08712p	14.05	6	9	6	32407.075520000002	8	
Q24253	AP complex subunit beta	19.76	16	31	16	162607.3604	27	
Q26459	EN protein binding protein	13.32	8	16	0	59633.87949	13	
Q29QY7	IP15859p	9.86	1	1	0	9013.722	1	
Q2MGK7	GEO13330p1	26.77	4	11	4	117047.1308	10	
Q2PDM3	Uncharacterized protein, isoform C	0.87	2	2	2	2044.5963	1	
Q2PDR0	Dolichol-phosphate mannosyltransferase subunit 3	10.64	1	2	1	14306.438	2	
Q3YMU0	Protein disulfide-isomerase (Fragment)	61.76	29	142	29	7095610.9662	123	
Q494G8	F-box and leucine-rich repeat protein 6, isoform A	8.47	6	7	6	14225.85825	6	
Q4LDP7	NADH-cytochrome b5 reductase	10.44	4	14	0	248532.77174999999	10	
Q4QPU3	Synaptic plasticity regulator PANTS	15.38	3	5	3	4207.05514	4	
Q4QQ49	IP09595p	3.04	1	1	1	909.906	1	
Q4QQ70	IP09819p	16.08	7	13	7	87965.70862	10	
Q4V429	Cytochrome c oxidase assembly factor 5	22.78	2	5	2	48736.456340000004	5	
Q4V5H1	Peptidyl-prolyl cis-trans isomerase	16.94	3	8	3	29928.510499999997	5	
Q4V619	IP07950p	6.9	2	2	0	6910.445	1	
Q4V625	lysozyme	6.75	1	2	1	27842.479	1	
Q4V6M1	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]	23.94	4	11	4	155619.7648	11	
Q500Y7	GEO11443p1	89.47	4	15	4	1403525.6020300002	14	
Q59DP4	Uncharacterized protein, isoform A	6.79	5	6	0	17820.375	5	
Q59E01	FI02065p	5.58	4	7	0	2478.19665	4	
Q59E14	Neural cell adhesion molecule 2	5.56	3	3	3	13881.3678	2	
Q5BIA9	RE10908p	2.72	2	2	2	16889.7918	2	
Q5LJT3	MIP01391p	17.0	3	3	3	110018.758	2	
Q5U124	alpha-glucosidase	16.51	11	24	0	423016.25182	22	
Q5U126	GEO11286p1	59.42	7	36	7	1664374.05139	33	
Q5U191	1-acylglycerol-3-phosphate O-acyltransferase ABHD5	11.23	5	6	1	29213.7088	6	
Q5U1B0	Beta hydroxy acid dehydrogenase 2	8.25	3	4	3	35152.3915	4	
Q6IDF5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	54.87	7	21	7	515241.30144	17	
Q6IGM9	LYR motif-containing protein 2	21.11	2	3	2	31723.2923	3	
Q6IGN6	HDC05827	11.36	2	8	2	57895.2146	6	
Q6IGW6	GEO13367p1	44.23	2	4	2	52692.700899999996	4	
Q6IHY5	Cytochrome c oxidase subunit 7A-like 2, isoform A	35.48	2	16	2	1323088.5083	16	
Q6IL43	GEO11093p1	27.71	2	6	2	97017.06820000001	5	
Q6NL44	GH28815p	16.11	6	12	6	16155.27224	8	
Q6NLJ9	AT19138p	46.59	3	5	2	31531.29796	5	
Q6NMY2	RH54371p	32.42	5	16	5	207178.55397	8	
Q6NNV2	RE44043p	14.68	5	8	0	65275.32454	8	
Q6NNV7	RH03309p	29.55	5	15	1	675178.8616299999	12	
Q6NP69	GST-containing FLYWCH zinc-finger protein	2.68	2	2	1	400.48456	1	
Q6NP72	GEO09659p1	53.59	5	28	5	193889.02921	22	
Q76NQ0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	6.55	3	4	3	10526.12704	4	
Q76NR6	Regucalcin	77.74	24	100	0	7246748.67573	86	
Q7JMV3	Calcium/calmodulin-dependent protein kinase type 1	18.02	9	14	1	193695.03526	11	
Q7JNE1	Regulatory protein zeste	30.92	10	17	10	111905.03685	16	
Q7JPS2	Igloo, isoform A	48.33	10	28	3	1465899.22313	24	
Q7JQH9	carnitine O-palmitoyltransferase	3.46	3	4	0	9228.2152	4	
Q7JQR3	Sulfhydryl oxidase	19.0	12	28	12	336078.00039	23	
Q7JQX9	FI14001p1	4.65	4	4	0	4426.85372	3	
Q7JR58	Probable enoyl-CoA hydratase, mitochondrial	63.05	14	99	14	4404891.3973199995	90	
Q7JR69	Cuticular protein 49Ac, isoform C	23.46	8	20	0	314032.77845	16	
Q7JRB2	RH09039p	4.52	1	3	1	789.23676	1	
Q7JRC3	Epoxide hydrolase	3.38	2	3	1	33440.7827	3	
Q7JRF1	RE48509p	3.41	1	1	0	2034.7784	1	
Q7JRH5	RE28271p	1.31	1	2	1	7974.6173	2	
Q7JRL9	GH25289p	67.12	10	56	1	2735055.00413	49	
Q7JRN6	GH06388p	11.21	3	10	3	21255.91678	8	
Q7JS69	FI04632p	45.02	10	65	1	381707.1528	14	
Q7JUN9	Deoxyribonuclease TATDN1	9.97	3	3	3	15726.998	3	
Q7JUS1	NADP-retinol dehydrogenase	20.85	7	10	6	22355.4557	5	
Q7JUS9	Phosphate carrier protein, mitochondrial	27.81	14	56	11	623327.01974	40	
Q7JV09	GH28348p	7.5	8	12	5	29379.196640000002	8	
Q7JV69	SD11922p	6.95	3	6	3	14732.213770000002	4	
Q7JVG2	diphosphoinositol-polyphosphate diphosphatase	28.81	5	8	5	21488.74442	5	
Q7JVH6	LD24696p	27.01	8	20	7	306498.05625	15	
Q7JVI6	Glutathione S transferase E13, isoform A	28.32	6	16	6	145577.01449	13	
Q7JVK6	Translin	16.17	4	11	4	80677.42554	9	
Q7JVK8	GEO08987p1	52.05	8	31	8	271294.9794	25	
Q7JVM1	GH25962p	22.64	5	16	5	57656.009869999994	10	
Q7JVX3	Zinc carboxypeptidase A 1	14.56	6	11	0	74852.9826	8	
Q7JVZ8	Glutathione S transferase E11, isoform A	12.89	3	5	3	7144.769189999999	3	
Q7JW03	Ubiquitin-conjugating enzyme E2 H	13.11	3	9	3	122278.1973	9	
Q7JW07	LD08826p	12.12	3	3	3	25712.597999999998	2	
Q7JW48	RE12410p	8.08	3	8	3	52633.22034	5	
Q7JW66	LD21545p	8.81	3	5	3	32398.0788	5	
Q7JWD6	Elongin-C	52.99	6	18	6	762561.9875	14	
Q7JWF1	Electron transfer flavoprotein-ubiquinone oxidoreductase	18.05	12	33	12	633560.30958	29	
Q7JWH5	RING-box protein 2	7.96	1	1	1	7472.088	1	
Q7JWQ7	RE01730p	9.74	4	7	4	10442.65536	5	
Q7JWR4	GH19585p	6.06	1	2	1	27785.6365	2	
Q7JWU9	AT07420p	22.49	7	8	7	33824.8194	5	
Q7JWX3	GH10112p	7.35	4	10	4	141747.19553	9	
Q7JX87	1-Cys peroxiredoxin	56.36	11	67	1	600109.14	2	
Q7JX94	Phospholipase A2	13.29	3	6	3	3456.78885	4	
Q7JXB5	Phosphoenolpyruvate carboxykinase [GTP]	9.72	7	13	0	60195.92366	8	
Q7JXB9	Endonuclease	8.39	4	4	4	11595.698199999999	3	
Q7JXC4	CG6459 protein	33.46	6	46	6	2188899.41298	42	
Q7JXW8	Off-track2	11.09	5	9	4	27008.3428	8	
Q7JXZ2	cystathionine gamma-lyase	15.01	5	12	5	107136.1881	8	
Q7JYH3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	42.94	5	7	5	264060.1756	7	
Q7JYW9	Phosphotransferase	18.72	9	13	9	44517.491760000004	12	
Q7JYX5	Vesicle-associated membrane protein 7	6.42	2	3	2	13127.5991	2	
Q7JYZ0	lysozyme	11.18	2	6	2	56782.754100000006	5	
Q7JYZ9	Glutathione S transferase E2	8.6	2	8	2	90686.63750000001	8	
Q7JZB1	RE49860p	8.66	3	5	3	8988.5858	2	
Q7JZD3	Eb1, isoform A	53.61	14	46	1	714735.45606	40	
Q7JZD5	Dorsal interacting protein 3	6.32	2	2	2	354.76993	1	
Q7JZE1	Peroxin 11	9.96	3	6	3	16449.49937	6	
Q7JZF5	DNA-directed RNA polymerases I, II, and III subunit RPABC1	24.29	5	8	5	79704.1225	7	
Q7JZK1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	38.71	7	43	7	1930363.6501200001	42	
Q7JZN0	Protein transport protein Sec61 subunit beta	58.0	6	22	6	57373.1614	11	
Q7JZR5	asparagine--tRNA ligase	3.7	2	3	2	7130.718400000001	2	
Q7JZW0	Cuticular protein 51A	54.86	8	28	8	573829.8482	22	
Q7JZW2	40S ribosomal protein S15	50.68	8	27	3	985945.5464999999	27	
Q7K012	Brahma associated protein 55kD	12.0	5	8	5	29112.0368	6	
Q7K084	Odorant-binding protein 44a, isoform A	75.52	18	208	18	6038243.04678	156	
Q7K0A0	Large ribosomal subunit protein mL42	15.32	2	4	2	21082.9529	3	
Q7K0B6	Glutathione S transferase T1	52.63	13	44	13	901950.58253	40	
Q7K0E6	Aspartate--tRNA ligase, cytoplasmic	17.7	8	14	8	117734.34294	13	
Q7K0L5	5'-nucleotidase	3.67	2	4	1	5182.73068	2	
Q7K0P0	Juvenile hormone-inducible protein 26	4.1	2	3	2	21811.42207	3	
Q7K0S1	LD39211p	3.43	2	3	2	7577.0692	3	
Q7K0S5	UBX domain-containing protein 6	30.39	15	33	15	196709.87741	21	
Q7K0S6	LD36817p	21.02	8	13	8	69188.10932999999	12	
Q7K0T7	LD33470p	1.5	2	2	0	1695.5621	1	
Q7K0W1	LD27406p	3.85	2	2	2	8746.035	1	
Q7K0W4	LD27203p	56.4	18	61	17	2358049.01312	43	
Q7K0X9	LD23667p	8.51	2	17	2	45828.30901	14	
Q7K126	CCR4-NOT transcription complex subunit 3	5.21	5	8	5	28714.895819999998	6	
Q7K127	Alpha-galactosidase	18.71	7	24	7	298579.484	18	
Q7K130	Dynactin subunit 4	4.67	3	4	3	13859.516500000002	3	
Q7K148	Proteasome subunit beta	21.28	6	13	6	107334.0357	12	
Q7K159	LD06557p	26.22	6	8	6	10820.45839	7	
Q7K180	LD02709p	17.73	8	12	8	23231.053079999998	10	
Q7K188	GEO05126p1	29.68	6	49	6	2330496.3463	44	
Q7K1C0	GH23780p	46.53	5	11	1	785803.4143	9	
Q7K1C3	Enoyl-CoA hydratase domain-containing protein 3, mitochondrial	11.58	4	9	4	51605.112	8	
Q7K1C5	GH21176p	10.85	7	9	7	80992.75528	8	
Q7K1H0	GH09096p	16.67	6	8	6	43496.81086	8	
Q7K1M4	SD04017p	17.31	5	15	5	60080.05751	10	
Q7K1S1	Arginine-hydroxylase NDUFAF5, mitochondrial	9.91	4	11	4	78112.7798	10	
Q7K1W5	LD35843p	23.4	10	26	10	514275.8801	24	
Q7K204	17S U2 SnRNP complex component HTATSF1	6.65	4	6	4	24295.62995	6	
Q7K221	Aspartate aminotransferase, cytoplasmic	38.22	12	26	0	539827.86334	22	
Q7K2E1	LD05247p	9.07	5	13	5	95580.94127000001	11	
Q7K2I4	Peptidyl-prolyl cis-trans isomerase	35.98	7	24	2	14247.4032	2	
Q7K2L7	GH27120p	17.59	3	5	3	132471.1597	4	
Q7K2N0	Endoplasmic reticulum junction formation protein lunapark	17.57	6	8	6	45799.653399999996	8	
Q7K2P1	Cuticular protein 50Cb	7.3	1	3	1	6504.1676	3	
Q7K2P3	GH20817p	63.48	14	46	1	260736.25052	37	
Q7K2Q8	Trafficking protein particle complex subunit 5	23.2	5	5	5	18426.1617	3	
Q7K2W6	tyrosinase	23.91	16	34	16	193947.25499	25	
Q7K332	GH17623p	6.28	2	11	1	31618.474550000003	9	
Q7K3D4	peptidylprolyl isomerase	28.97	12	23	12	254628.1906	18	
Q7K3E2	LD34147p	38.81	22	51	22	781314.08502	42	
Q7K3H0	LD28067p	2.93	6	10	0	53373.310900000004	6	
Q7K3J0	T-complex protein 1 subunit theta	44.14	21	47	21	783411.86297	41	
Q7K3N4	GH26015p	16.49	7	13	7	94581.6033	9	
Q7K3V6	Elongation factor Tu, mitochondrial	8.77	4	6	4	32054.8236	6	
Q7K3W2	Mitochondrial-processing peptidase subunit alpha	19.06	9	22	9	93024.05176999999	20	
Q7K3W4	GH08941p	24.88	8	21	8	356831.22268	20	
Q7K3Y9	Spondin-1	5.04	5	7	5	14609.808700000001	5	
Q7K3Z3	GH01724p	39.07	15	44	15	886747.37543	42	
Q7K485	Cathepsin D	25.51	7	29	7	960057.12166	25	
Q7K4C7	choline-phosphate cytidylyltransferase	8.94	5	11	4	20053.78003	7	
Q7K4I5	UBX domain-containing protein 7	6.45	3	3	3	4681.131	1	
Q7K4J7	LD36653p	4.06	1	1	1	4278.1074	1	
Q7K4Q9	Hydroxymethylglutaryl-CoA synthase	3.44	2	3	2	11240.1047	2	
Q7K4T8	LD23856p	8.52	4	6	4	16360.48432	5	
Q7K4Y0	Desaturase 1, isoform A	7.57	3	3	2	8147.0621	3	
Q7K511	D-2-hydroxyglutarate dehydrogenase, mitochondrial	15.2	7	10	7	39823.688949999996	8	
Q7K519	GH16429p	6.75	3	3	3	15813.1533	2	
Q7K533	GH14572p	6.14	2	2	2	392.0002	1	
Q7K549	GH13040p	6.1	3	4	3	4228.7328	2	
Q7K561	GH11294p	1.75	1	1	1	434.25415	1	
Q7K568	GH10642p	13.82	5	11	5	95314.23	11	
Q7K569	Glycerol-3-phosphate dehydrogenase	19.48	16	42	16	618582.75654	41	
Q7K5J8	Cuticular protein 57A, isoform A	34.78	6	25	6	339529.92918	21	
Q7K5M6	GH04176p	19.59	6	16	6	207793.81505	15	
Q7K7G0	Coatomer subunit delta	13.94	8	23	0	325054.4543	20	
Q7K860	FI07231p	33.33	5	18	5	644368.31108	16	
Q7K8X7	Glutathione S transferase E9	27.15	6	28	6	538175.5052	23	
Q7K9H6	Zinc finger FYVE domain-containing protein	3.2	4	6	4	2096.30956	2	
Q7KJ08	receptor protein-tyrosine kinase	3.41	6	8	6	9264.5049	5	
Q7KK54	MIP07328p	2.21	2	3	2	16195.1777	3	
Q7KK90	GH14654p	47.77	7	29	7	1377381.31704	26	
Q7KKI0	T-complex protein 1 subunit epsilon	19.74	12	22	1	170127.068	20	
Q7KLE5	Amphiphysin	41.86	27	94	3	2306199.37067	83	
Q7KLW9	Pre-mRNA-processing factor 19	16.04	8	15	8	117465.1358	13	
Q7KLX3	Translocon-associated protein subunit delta	24.7	4	18	4	244342.16565	14	
Q7KM15	Transcription factor BTF3	39.05	5	6	5	88472.9118	4	
Q7KMM4	Glucosidase II subunit alpha	4.0	4	5	4	5685.801299999999	2	
Q7KMP8	26S proteasome non-ATPase regulatory subunit 13	16.23	7	17	7	215492.62865	13	
Q7KMQ0	26S proteasome regulatory subunit 7	57.51	25	63	23	1211496.98243	55	
Q7KMQ6	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	3.5	2	2	0	469.13177	1	
Q7KMS3	Dynein light chain roadblock	22.68	3	4	3	16798.24254	4	
Q7KN61	Farnesyl pyrophosphate synthase	3.82	2	2	2	7351.7544	1	
Q7KN75	Dodeca-satellite-binding protein 1, isoform A	14.83	22	43	22	269022.56062	42	
Q7KN94	Electron transfer flavoprotein subunit alpha	78.48	21	113	21	5290890.29318	97	
Q7KND8	FI09619p	9.18	8	10	8	32580.5969	9	
Q7KNM2	Dorsal interacting protein 4	23.27	4	20	4	470614.69003	19	
Q7KRT4	GH07253p	2.47	1	1	0	2419.7573	1	
Q7KRZ3	Exocyst complex component 8	6.25	5	7	0	15374.4175	6	
Q7KS11	Uracil-DNA degrading factor, isoform B	9.49	3	6	3	20619.866439999998	6	
Q7KSD3	non-specific serine/threonine protein kinase	8.7	2	3	0	52937.008	3	
Q7KSE4	GH05443p	5.39	4	5	4	18892.110200000003	5	
Q7KSM5	SUMO-activating enzyme subunit 1	30.56	9	17	9	207084.31175	14	
Q7KSQ0	Citrate transport protein	26.81	10	28	10	1093058.19497	25	
Q7KSQ2	Tyrosine-protein kinase	5.95	5	6	0	12609.1207	5	
Q7KSV7	Uncharacterized protein, isoform D	9.49	3	3	0	2067.726	1	
Q7KSW3	pyridoxal 5'-phosphate synthase	42.19	11	42	1	282022.49914	29	
Q7KT11	Glyoxylate reductase/hydroxypyruvate reductase	59.2	13	35	0	955775.03445	30	
Q7KT58	GH08155p	7.03	4	6	4	21253.0173	5	
Q7KT70	FI18641p1	4.18	4	4	4	10118.910100000001	4	
Q7KTA1	HL01444p	20.43	10	22	10	170763.65794	19	
Q7KTG2	Apolipoprotein lipid transfer particle	3.85	19	26	19	125860.30715	25	
Q7KTJ7	Basigin, isoform G	28.55	19	87	5	3679089.14159	79	
Q7KTN9	FI01009p	4.26	3	3	0	10119.259	2	
Q7KTP7	LP22840p	61.88	10	18	10	168903.38412	17	
Q7KTW5	Inositol-1-monophosphatase	56.12	16	54	16	2448876.86621	46	
Q7KUA4	SUMO-activating enzyme subunit	18.14	12	21	12	224189.41837	19	
Q7KUB3	Ecdysone-inducible gene E1, isoform A	3.03	4	5	4	13898.7058	3	
Q7KUC2	Pyridoxal kinase	36.18	11	37	10	506345.50680000003	33	
Q7KUD4	phospholipase A2	3.95	4	6	0	21442.27044	4	
Q7KUK9	Uncharacterized protein, isoform B	9.36	17	32	8	132851.0413	22	
Q7KUT5	Protein MIX23	21.01	3	4	0	15818.9611	3	
Q7KUU5	Sulfhydryl oxidase	13.41	4	7	0	49244.4877	7	
Q7KUW2	5' nucleotidase B, isoform B	5.56	4	6	0	23881.93763	5	
Q7KUX7	Eukaryotic translation initiation factor 4H	56.42	15	46	0	237528.31921000002	26	
Q7KV27	alanine transaminase	47.01	23	110	0	6597744.97875	99	
Q7KV34	Pinkman	39.06	24	47	24	1281617.69175	44	
Q7KV94	Purine nucleoside phosphorylase	6.52	2	2	1	8898.401	2	
Q7KVB1	Iron-sulfur clusters transporter ABCB7, mitochondrial	3.67	3	3	0	809.47705	1	
Q7KVI9	Uncharacterized protein, isoform B	22.04	4	23	1	165659.08994	18	
Q7KVL7	Vacuolar protein sorting-associated protein 35	2.24	2	2	0	2584.2513999999996	2	
Q7KVX1	Pyruvate dehydrogenase E1 component subunit alpha	48.76	18	101	0	3329273.54652	84	
Q7KY04	small monomeric GTPase	15.96	3	10	2	19727.9057	2	
Q7PL91	GEO11417p1	26.6	3	13	3	241881.68431	11	
Q7PLE9	Ras-related protein Rab-21	8.56	2	3	1	3096.1208	1	
Q7PLI0	P120 catenin	10.5	10	17	10	93651.63269	13	
Q7PLL3	Eukaryotic initiation factor 4B	33.12	15	31	2	238498.21409999998	27	
Q7PLS1	LD01937p	11.46	5	8	0	27846.87416	8	
Q7PLT4	Translocase of the inner mitochondrial membrane 17b, isoform A	24.28	4	7	4	19404.5772	4	
Q7YU88	SD08871p	5.67	6	8	0	9675.5092	3	
Q86B44	Glutathione synthetase	11.03	6	11	0	80663.92016	8	
Q86B74	WASp, isoform C	16.19	7	10	0	11988.75901	5	
Q86B93	Uncharacterized protein, isoform D	8.54	1	1	0	8003.744	1	
Q86BG8	Terminal ADP-ribose protein glycohydrolase 2, isoform C	5.62	2	2	0	8744.1864	2	
Q86BI3	Zinc-finger protein at 72D, isoform B	17.31	15	26	3	114152.98586	22	
Q86BM0	Uncharacterized protein, isoform A	30.62	8	23	8	143700.41674	16	
Q86BM5	A kinase anchor protein 200, isoform D	20.07	15	41	3	507846.08803	37	
Q86BP1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	29.79	10	25	0	343679.04976	23	
Q86BQ4	Histidine triad nucleotide binding protein 1, isoform B	65.08	6	28	0	1126843.0951999999	26	
Q86BR8	Mitochondrial transcription factor A, isoform B	37.68	13	45	0	453767.86767	42	
Q86BS3	Chromator, isoform A	27.65	20	50	20	247212.50859	41	
Q86BS7	Glycogen debranching enzyme	3.17	6	9	0	28425.35632	8	
Q86PD3	Persulfide dioxygenase ETHE1, mitochondrial	21.51	7	17	7	231028.43589999998	15	
Q86PF5	PRKCA-binding protein	8.62	5	7	0	18868.973270000002	6	
Q8I099	Uncharacterized protein, isoform A	16.56	5	8	5	72306.4417	7	
Q8I0D4	RE20510p	20.9	17	39	0	1218023.34035	30	
Q8I0J3	Mitochondrial ribosomal protein S21, isoform A	35.63	3	6	3	17295.0947	5	
Q8I0P9	acid phosphatase	1.76	1	2	0	6671.0738	2	
Q8I725	Glyoxylate reductase/hydroxypyruvate reductase	23.63	10	20	10	111963.71235	19	
Q8I930	GH14147p	4.68	3	4	0	13165.8174	3	
Q8I941	GH16843p	28.83	7	29	7	265830.69616	25	
Q8IGI1	Misexpression suppressor of KSR 2, isoform J	18.8	8	19	1	9666.85894	4	
Q8IGY1	RE08101p	33.61	41	326	0	10715542.97593	151	
Q8IH23	GEO02102p1	43.7	5	11	5	51086.5265	9	
Q8IM93	FI18814p1	36.72	17	40	17	213138.4479	28	
Q8IMF4	RE24176p	10.11	5	7	0	19820.569939999998	5	
Q8IMJ0	VhaAC45-related protein, isoform A	16.41	7	31	0	522755.61485	25	
Q8IMK7	Alphabet, isoform B	7.28	3	4	0	21777.885000000002	3	
Q8IMQ8	RH29536p	33.72	10	31	0	427167.8155	27	
Q8IMT3	IP12392p	5.95	3	4	3	5440.88397	2	
Q8IMT6	FI01822p	6.64	3	6	3	45490.296930000004	6	
Q8IMU2	RE10237p	13.88	3	5	0	19989.99455	3	
Q8IMV6	Scaffold attachment factor B, isoform B	4.42	3	3	3	1347.99036	2	
Q8IMX4	FI04408p	6.6	2	7	0	24443.0102	6	
Q8IMX8	U6 snRNA-associated Sm-like protein LSm3	40.78	4	13	4	101791.3431	10	
Q8IN49	MIP05539p	7.19	7	14	7	73063.18830000001	11	
Q8IN51	FI17609p1	21.17	3	9	3	55141.46145	7	
Q8IN95	Nuclear migration protein nudC	5.56	2	2	2	3718.7054	2	
Q8INA9	Fasciclin 1, isoform C	43.97	29	147	1	33623.325300000004	4	
Q8ING0	Peptidase S1 domain-containing protein	6.92	4	8	4	27042.09159	6	
Q8INH5	Aminopeptidase	5.65	6	9	0	33794.7938	9	
Q8INQ9	LIM domain-containing protein	10.63	4	5	0	24575.1167	5	
Q8INU6	Glyoxylate reductase/hydroxypyruvate reductase	16.21	6	16	4	30693.071799999998	7	
Q8IP52	RE16941p	3.69	4	4	4	422.3553	1	
Q8IP62	Small ribosomal subunit protein mS23	23.28	4	4	4	6719.623	3	
Q8IP80	ethanolamine-phosphate cytidylyltransferase	24.93	10	32	1	372798.52837	27	
Q8IP94	threonine--tRNA ligase	5.36	4	6	0	34454.3021	5	
Q8IP97	Peroxin-19	54.11	10	30	10	762191.77498	27	
Q8IPA5	RE15581p	6.07	2	2	0	13153.231	1	
Q8IPB1	Deoxyuridine 5'-triphosphate nucleotidohydrolase	37.93	6	9	0	21957.85578	7	
Q8IPD8	Cuticular protein 30F	40.41	6	12	6	209580.51914	11	
Q8IPE8	Trifunctional enzyme subunit alpha, mitochondrial	62.77	38	117	1	1899626.51732	100	
Q8IPG8	Uncharacterized protein	17.77	4	12	4	51544.201199999996	11	
Q8IPK0	Stathmin, isoform B	5.3	2	2	0	2989.3318	1	
Q8IPP8	Ketoreductase domain-containing protein	45.31	9	24	8	278757.01211999997	18	
Q8IPQ6	Polymerase (DNA-directed), delta interacting protein 2, isoform B	6.5	2	2	0	610.8791	1	
Q8IPT0	ER membrane protein complex subunit 10	18.94	4	4	0	36246.6794	2	
Q8IPT9	SD05439p1	36.84	12	19	0	615387.65455	15	
Q8IPU3	hydroxyacylglutathione hydrolase	29.31	9	60	0	976478.61486	51	
Q8IPU7	BNIP3, isoform C	10.17	2	3	0	10674.218700000001	3	
Q8IPW1	Arouser, isoform A	10.81	8	14	0	23160.47807	10	
Q8IPZ5	Uncharacterized protein, isoform B	15.12	8	14	0	30449.44115	13	
Q8IQ99	PAR-domain protein 1, isoform J	4.11	3	4	0	20295.6995	4	
Q8IQB7	MIP21654p	9.44	3	5	3	1497.25979	3	
Q8IQB8	Tequila, isoform D	5.66	7	7	1	26545.3696	5	
Q8IQC6	Small VCP interacting protein, isoform A	42.68	6	10	6	43825.167440000005	7	
Q8IQD3	Uncharacterized protein, isoform C	5.3	3	6	3	42021.19159	5	
Q8IQD7	Phospholipid scramblase	5.15	1	3	0	13836.6605	3	
Q8IQE6	Insulin receptor substrate 53 kDa, isoform A	7.34	9	17	2	64184.1016	13	
Q8IQH0	FI12817p	5.22	8	11	0	40723.1723	10	
Q8IQM5	Uncharacterized protein, isoform A	20.82	6	14	1	109880.76611	12	
Q8IQM9	folate gamma-glutamyl hydrolase	6.43	3	5	3	8709.0078	4	
Q8IQQ0	2-oxoglutarate dehydrogenase, mitochondrial	15.63	17	30	1	204977.5896	27	
Q8IQT0	Gamma-glutamylcyclotransferase	8.72	2	3	1	34880.57777	3	
Q8IQV4	Lysosome-associated membrane glycoprotein 2-like luminal domain-containing protein	2.71	2	4	2	24977.604	4	
Q8IQW5	RE23625p	79.17	16	78	4	3787321.94303	60	
Q8IR41	Uncharacterized protein, isoform C	0.61	1	1	0	1826.9513	1	
Q8IR72	FI19011p1	10.06	1	3	1	13261.873	2	
Q8IR76	FAD synthase	12.59	4	7	0	27173.71544	7	
