Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 128N, Sample, n/a, SF1g_M1	Abundances Count: F5: 128N, Sample, n/a, SF1g_M1	Modifications
Q9VSY6	Phosphoserine phosphatase	30.0	7	20	7	154285.3622	17	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	1.91	1	1	1	1920.3925	1	
Q9VT70	Nuclear distribution protein nudE homolog	7.26	2	2	0	14904.413	2	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	4.4	1	2	1	18381.6566	2	
Q9VTE5	Probable prefoldin subunit 2	35.66	5	16	0	223795.7821	15	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	13.93	7	9	0	43251.943400000004	5	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	8.23	4	9	4	134794.49784999999	8	
Q9VTJ4	Putative alpha-L-fucosidase	4.45	3	4	3	11345.625	2	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	15.25	2	3	0	22675.1889	3	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	31.65	4	11	4	127269.36363	10	
Q9VTP4	Large ribosomal subunit protein uL1	40.55	9	32	9	746603.6698	30	
Q9VTU3	Rho GTPase-activating protein 68F	15.76	8	12	0	67478.14995	11	
Q9VTZ5	Transferrin 2	17.95	16	27	16	112304.99496	21	
Q9VTZ6	Phosphomannomutase	21.26	5	11	5	85058.58290000001	7	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.38	2	10	2	155890.428	2	
Q9VU58	Neuropeptide-like 2	66.28	6	133	0	4123466.32199	81	
Q9VU68	Actin-interacting protein 1	21.38	13	35	13	207168.78022000002	29	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	17.84	4	6	4	21104.62026	5	
Q9VU84	Drebrin-like protein	12.99	8	24	8	210994.79196	17	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	14.17	6	12	6	57363.566399999996	9	
Q9VUJ0	Large ribosomal subunit protein mL39	16.82	5	7	5	23859.35248	6	
Q9VUK8	Glycine--tRNA ligase	17.12	14	37	14	893712.23493	29	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	16.47	7	12	0	122850.30513	10	
Q9VUY9	Phosphoglucomutase 1	30.36	18	47	18	384734.50028	37	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	5.76	1	1	1	6211.067	1	
Q9VV36	Retinin	31.94	8	155	8	2518791.70332	87	
Q9VV43	Tubulin polymerization-promoting protein homolog	53.12	9	54	0	817199.3032000001	44	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	22.91	12	33	12	360560.40485	30	
Q9VV74	Survival motor neuron protein	11.95	3	4	3	10753.30591	4	
Q9VVA0	Cold shock domain-containing protein CG9705	13.29	2	5	0	11739.30805	4	
Q9VVA6	Nuclear migration protein nudC	27.41	10	34	10	419348.16237	31	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	10.99	6	10	6	31175.7132	6	
Q9VVE2	Protein rogdi	26.49	7	15	7	251051.37809999997	11	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	12.2	4	7	0	43978.274	6	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	12.69	4	6	0	7961.9481000000005	5	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	49.18	5	14	5	637566.83012	11	
Q9VVI2	Enhancer of mRNA-decapping protein 3	8.24	6	7	6	19336.3642	5	
Q9VVI9	Charged multivesicular body protein 5	52.65	10	29	0	334141.30627999996	22	
Q9VVN2	Small ribosomal subunit protein mS26	17.78	4	6	4	17857.517379999998	3	
Q9VVU5	COP9 signalosome complex subunit 1b	5.71	3	5	3	39119.9804	3	
Q9VVW3	Sideroflexin-2	10.7	4	10	4	24121.67664	7	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	16.0	4	8	4	32150.699099999998	6	
Q9VVY3	Glycogen-binding subunit 76A	6.17	4	8	0	8967.65147	6	
Q9VW12	UPF0389 protein CG9231	41.6	5	24	0	261992.9424	14	
Q9VW14	rRNA methyltransferase 3, mitochondrial	18.18	7	11	7	22886.4091	6	
Q9VW26	Ornithine aminotransferase, mitochondrial	18.1	8	17	8	148158.28687	13	
Q9VW56	Probable prefoldin subunit 6	44.8	6	30	0	224183.32168	24	
Q9VWA1	Clathrin light chain	41.55	12	58	0	1693269.3626	50	
Q9VWA8	Protein FRG1 homolog	11.07	4	7	4	19395.395	6	
Q9VWB1	DCN1-like protein 4	8.87	2	3	1	22346.596400000002	3	
Q9VWE0	Cytokine receptor	0.78	1	2	1	1073.70794	2	
Q9VWG3	Small ribosomal subunit protein eS10B	28.12	7	15	0	159450.245	14	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	69.23	29	196	28	12866651.50799	162	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	57.38	7	25	7	609068.7678	18	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	17.32	9	22	0	63153.74766	18	
Q9VWP4	Sulfite oxidase, mitochondrial	8.55	5	7	5	10979.82092	5	
Q9VWU1	Serine protease persephone	8.88	4	6	4	43262.7175	5	
Q9VWV8	Nitric oxide synthase-interacting protein homolog	10.75	3	3	3	9172.9004	2	
Q9VWW0	Cyclic AMP response element-binding protein B	6.41	3	4	0	13359.0432	3	
Q9VWX8	Frequenin-2	37.43	8	52	3	921410.5296	37	
Q9VWY6	Transcription initiation factor TFIID subunit 8	6.1	2	4	2	8983.6088	2	
Q9VX10	Sulfiredoxin	11.73	2	4	0	10814.6825	3	
Q9VX98	Density-regulated protein homolog	29.63	4	17	4	291323.80714	16	
Q9VXB0	NECAP-like protein CG9132	44.72	9	39	3	624817.9961	34	
Q9VXB5	Large ribosomal subunit protein uL22m	12.88	3	3	3	32078.7522	3	
Q9VXE0	Probable small nuclear ribonucleoprotein G	59.21	4	9	4	170931.9877	9	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	8.76	4	9	4	18723.9536	5	
Q9VXE6	Nuclear pore complex protein Nup153	1.91	3	4	0	9604.486359999999	4	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	39.9	18	82	0	720309.70115	70	
Q9VXG4	Annexin B11	23.68	14	41	14	450891.52481000003	35	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	21.07	11	19	0	165215.8756	15	
Q9VXK0	Protein NipSnap	9.89	3	16	0	165595.7302	12	
Q9VXK6	Eukaryotic translation initiation factor 5	18.32	10	21	9	81241.07777	12	
Q9VXN2	Protein stunted	81.97	6	16	6	284028.24476000003	10	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	12.63	9	10	9	39496.877929999995	8	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	18.22	3	5	3	68713.666	5	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	12.95	4	9	0	77520.31502	8	
Q9VXY0	Probable cytochrome P450 4s3	2.83	2	4	2	414.6512	1	
Q9VXY7	Lipid storage droplets surface-binding protein 2	35.8	10	28	0	489975.20751	20	
Q9VY28	Small ribosomal subunit protein mS25	23.95	4	7	4	27142.89585	6	
Q9VY77	LIM domain-containing protein jub	4.67	3	6	0	3889.56548	4	
Q9VY78	Chloride intracellular channel Clic	38.46	8	8	8	149557.2877	7	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	7.05	2	3	0	28732.2655	3	
Q9VYB7	Protein-tyrosine sulfotransferase	1.6	1	2	0	9287.4854	2	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	55.79	4	9	0	385200.12672	9	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	9.97	3	4	0	9052.954099999999	2	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	1.78	1	2	0	6341.9053	2	
Q9VYG2	Brahma-associated protein of 60 kDa	11.26	6	7	6	16087.32946	5	
Q9VYH3	Probable alpha-aspartyl dipeptidase	29.17	6	13	0	62041.31561	12	
Q9VYI3	Large ribosomal subunit protein mL49	5.59	1	2	0	20681.1999	2	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	3.99	5	7	0	10520.9202	3	
Q9VYR0	LSM12 homolog A	14.29	3	8	3	39187.7508	6	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	9.88	4	5	4	28345.6328	5	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	47.84	17	42	17	634579.72254	35	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	12.61	3	3	0	20163.8715	3	
Q9VYX1	Enhancer of yellow 2 transcription factor	23.76	2	2	2	33036.35	1	
Q9VYY2	Signal peptidase complex subunit 2	33.67	8	20	0	188514.64152	18	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	22.52	9	15	9	87812.49491000001	11	
Q9VZ23	GTP-binding nuclear protein Ran	51.85	11	32	0	737947.49412	29	
Q9VZ35	Protein Vago	5.0	1	1	1	498.88123	1	
Q9VZ40	Uncharacterized protein CG1552	3.8	1	5	0	33938.7393	4	
Q9VZ49	Endoribonuclease Arlr	16.72	10	23	10	368554.3868	21	
Q9VZ64	Probable 6-phosphogluconolactonase	32.1	7	18	7	311165.28088	16	
Q9VZA4	Band 7 protein CG42540	12.08	6	14	0	47031.2304	8	
Q9VZD5	Small ribosomal subunit protein bS6m	10.2	2	4	0	20901.132400000002	4	
Q9VZD8	THUMP domain-containing protein 1 homolog	8.64	4	6	4	5750.7944800000005	3	
Q9VZE7	Choline transporter-like 1	3.76	2	3	0	1913.0765	1	
Q9VZI3	Unc-112-related protein	3.39	3	3	2	17641.223	2	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	6.21	2	4	2	9957.5831	4	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	5.77	2	3	2	13871.697199999999	3	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	10.83	1	3	0	72380.12229999999	3	
Q9VZS3	Eukaryotic translation initiation factor eIF1	59.09	5	12	5	136268.25950000001	9	
Q9VZS5	Large ribosomal subunit protein eL28	45.14	8	37	0	335931.73073999997	30	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	47.55	12	78	12	2537075.25523	67	
Q9VZX9	Adenosylhomocysteinase-like 1	21.69	11	18	10	164118.783	17	
Q9W021	Large ribosomal subunit protein uL23m	9.33	2	4	0	28131.652000000002	2	
Q9W032	Protein ecdysoneless	5.12	4	4	4	1470.86086	2	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	40.89	16	58	1	819711.87011	45	
Q9W074	Protein HBS1	4.33	3	4	3	4389.3882	3	
Q9W0A0	Protein draper	9.6	8	20	0	35372.9185	11	
Q9W0C1	Neuronal synaptobrevin	43.17	4	30	4	1169732.5737	28	
Q9W0C7	Protein OPI10 homolog	6.6	1	2	1	8530.831600000001	2	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	11.13	7	10	3	20275.5663	7	
Q9W0H3	Lipid droplet-associated hydrolase	11.4	4	10	4	43130.53355	9	
Q9W0K4	Protein bric-a-brac 2	2.53	2	2	0	1648.5066	1	
Q9W0P5	UDP-glucose 4-epimerase	19.43	8	15	0	269449.504	12	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	14.25	13	21	13	86531.57846	19	
Q9W0Y1	Troponin C-akin-1 protein	26.95	5	16	3	150244.11442	13	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	5.1	1	2	0	336.03406	1	
Q9W0Y6	Transient receptor potential cation channel protein painless	2.85	3	4	2	2518.60753	4	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	63	6	1866165.17729	50	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	14.42	5	9	5	75905.333	7	
Q9W1A4	Protein tamozhennic	5.52	2	2	0	4642.403	1	
Q9W1C9	Ejaculatory bulb-specific protein 3	58.73	13	119	0	14773905.57449	92	
Q9W1G0	Probable transaldolase	48.04	12	51	12	1868496.33944	44	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	15.31	3	3	3	30972.5647	3	
Q9W1K0	Transmembrane protein 14 homolog	28.57	3	8	0	52267.248	5	
Q9W1K5	Sestrin homolog	6.84	4	7	0	31473.289249999998	6	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	12.79	6	9	6	49832.0063	8	
Q9W1X4	Nuclear pore complex protein Nup214	2.75	5	6	5	10851.89271	4	
Q9W1X8	Probable GDP-L-fucose synthase	12.77	5	11	5	79973.95267	11	
Q9W1X9	OCIA domain-containing protein 1	33.07	7	9	0	37249.59436	9	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	24.63	4	12	4	136632.3671	11	
Q9W237	Small ribosomal subunit protein uS9	66.89	13	65	0	2164567.97835	53	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	10.34	6	9	6	75658.63011	9	
Q9W266	Protein windpipe	20.68	10	31	10	175260.11836999998	25	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	57.61	5	22	5	391120.33025	20	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	28.38	5	8	5	61760.699400000005	6	
Q9W2E7	Protein Rae1	11.56	4	11	4	348181.0157	10	
Q9W2M2	Trehalase	29.36	16	47	0	435435.74484999996	37	
Q9W2N0	F-actin-capping protein subunit alpha	9.44	3	3	3	16006.3291	2	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	3.03	3	3	3	3143.1284	1	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	15.6	9	17	1	40785.82086	9	
Q9W2Y3	NAD(P)H-hydrate epimerase	7.83	2	6	2	22890.55644	6	
Q9W303	Chitinase-like protein Idgf4	64.25	25	96	0	2320878.97721	68	
Q9W334	Small ribosomal subunit protein eS28	63.08	4	26	0	582915.16253	24	
Q9W358	Chaperone Ric-8	10.65	7	8	0	11476.96136	6	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	50.65	20	79	20	1792356.98902	66	
Q9W379	Zinc finger protein ZPR1	12.91	6	9	6	26846.5973	8	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	18.18	2	12	2	390437.57800000004	8	
Q9W385	Frataxin homolog, mitochondrial	10.0	2	6	2	60663.920999999995	6	
Q9W3C7	Palmitoyl-protein thioesterase 1	12.42	4	7	0	19054.737	5	
Q9W3E2	Protein PIP82	19.83	23	56	23	78065.55471	30	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	14.86	8	17	8	42325.079249999995	14	
Q9W3K5	Glutamate--cysteine ligase	4.88	4	7	0	24457.95716	6	
Q9W3N6	General vesicular transport factor p115	8.37	7	9	7	44522.5922	7	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	6	2	101519.1785	5	
Q9W3W8	Large ribosomal subunit protein uL22	14.52	3	5	0	132906.6329	5	
Q9W3Y0	Zinc finger protein 593 homolog	11.11	1	1	1	3058.5986	1	
Q9W3Y4	GAS2-like protein pickled eggs	2.35	3	3	3	8984.823460000001	2	
Q9W3Z3	Alanine--glyoxylate aminotransferase	5.84	2	2	2	512.97766	1	
Q9W401	Probable citrate synthase, mitochondrial	55.39	30	238	30	12317183.68957	175	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	14.86	4	5	4	27741.49	4	
Q9W436	Neprilysin-1	4.24	4	4	4	15474.1055	4	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	15.38	3	9	3	40731.83404	8	
Q9W4K2	Uncharacterized protein CG3556	6.72	4	17	0	94455.59717	12	
Q9W4P5	V-type proton ATPase subunit d 1	36.86	10	24	10	911476.9641399999	24	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	10.34	12	23	0	102430.20046000001	17	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	12.38	5	7	0	41757.89325	7	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	18.59	7	21	7	215818.97444	16	
Q9W552	Vacuolar protein sorting-associated protein 26	5.44	3	5	3	56571.4014	4	
Q9W596	Microtubule-associated protein futsch	26.66	89	189	0	1063716.55691	155	
Q9W5E1	RING-box protein 1A	7.41	1	2	0	24955.9194	2	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	32.71	9	25	0	117365.92896	22	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	12	0	218228.81375	9	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	13.38	3	4	3	3947.623	2	
Q9W5R8	Large ribosomal subunit protein uL18	33.78	8	14	0	173527.5808	13	
Q9W5Y0	Neprilysin-3	2.04	2	3	2	3595.2969000000003	2	
Q9XTL9	Glycogen phosphorylase	31.87	30	75	0	561577.01267	58	
Q9XTM1	Exocyst complex component 5	2.96	3	3	3	39384.7562	3	
Q9XTN2	Insulin receptor substrate 1	1.96	2	4	0	620.0841	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	4	2	428861.196	3	
Q9XYM0	Adapter molecule Crk	49.45	11	28	0	444742.30025000003	27	
Q9XYZ5	DNA damage-binding protein 1	3.95	5	8	5	44315.7895	7	
Q9XZ14	Protein gone early	4.44	4	4	1	5094.8657	1	
Q9XZ58	COP9 signalosome complex subunit 5	10.4	4	7	1	53800.985629999996	6	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	34.68	7	22	7	475112.91484	21	
Q9XZH6	V-type proton ATPase subunit G	31.62	5	27	0	268961.2125	20	
Q9XZJ4	Proteasome subunit alpha type-6	44.26	13	36	0	325175.75324	31	
Q9XZL8	Protein sarah	34.25	7	12	0	107545.41182000001	9	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	3.73	2	2	0	2981.9585	1	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	11.79	3	6	0	2884.13926	5	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	32.48	4	6	4	31299.88496	5	
Q9Y0Y2	Adenylosuccinate synthetase	32.44	11	27	11	755551.03779	22	
Q9Y105	Probable glutamine--tRNA ligase	3.6	3	3	3	192771.3415	3	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	63.64	6	18	0	1175044.85302	17	
X2JAU8	Protein nervous wreck	29.3	30	114	30	1586716.23343	100	
A0A021WW32	Verthandi, isoform B	4.27	3	4	0	555.83923	1	
A0A023GPM5	Diacylglycerol kinase	7.87	8	12	0	17527.58676	8	
A0A0B4JCQ7	Suppressor of variegation 2-10, isoform K	5.03	3	3	0	20340.1369	3	
A0A0B4JCR9	Uncharacterized protein, isoform D	5.04	2	2	0	483.03552	1	
A0A0B4JCT7	Jabba, isoform F	19.37	11	28	0	132203.62206	21	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	63.86	25	140	0	157995.80550000002	6	
A0A0B4JCX2	RIM-binding protein, isoform G	5.01	9	16	0	38594.56261	12	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	8.07	5	5	0	3839.9943599999997	4	
A0A0B4JCY6	Cheerio, isoform I	31.43	63	129	0	2332611.33264	116	
A0A0B4JCZ0	Oxysterol-binding protein	4.44	5	8	0	9075.87391	5	
A0A0B4JD18	Related to the N terminus of tre oncogene, isoform E	7.48	4	6	0	20036.3366	5	
A0A0B4JD47	Missing-in-metastasis, isoform E	4.61	4	4	0	389.19174	1	
A0A0B4JD57	Zipper, isoform F	9.7	20	33	0	5036.455	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	12.56	17	31	0	124048.32790999999	24	
A0A0B4K615	Smallish, isoform O	8.18	11	16	0	46753.2148	9	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	8.5	6	10	0	24307.03274	9	
A0A0B4K620	Oxidation resistance protein 1	13.76	18	38	0	229403.23473999999	34	
A0A0B4K661	Tropomyosin 1, isoform Q	75.2	34	259	0	4519362.97732	158	
A0A0B4K663	Non-specific lethal 1, isoform N	4.02	5	8	0	14218.1008	4	
A0A0B4K6C8	Uncharacterized protein, isoform G	5.14	6	7	0	30255.163050000003	4	
A0A0B4K6I1	Scribble, isoform N	9.51	23	39	0	178572.11668	33	
A0A0B4K6K8	Musashi, isoform D	12.73	5	9	0	47621.545	6	
A0A0B4K6P4	Hephaestus, isoform W	2.88	3	5	0	25768.7651	5	
A0A0B4K6Z2	Dystrobrevin	11.84	8	16	0	59618.47491999999	11	
A0A0B4K709	Uncharacterized protein, isoform E	2.78	2	3	0	550.59674	1	
A0A0B4K716	Diacylglycerol kinase	5.54	9	14	0	68198.07254	12	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.98	4	4	0	5249.034	1	
A0A0B4K774	Abelson interacting protein, isoform D	15.72	8	16	0	80182.7368	12	
A0A0B4K775	Golgin 97, isoform B	5.14	3	4	0	6471.9761	2	
A0A0B4K7A5	Hu li tai shao, isoform Q	53.59	36	151	0	3681320.97189	126	
A0A0B4K7B0	Smooth, isoform O	19.03	8	23	0	149872.0449	21	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	3.86	4	6	0	26309.6176	4	
A0A0B4K7D8	Uncharacterized protein, isoform B	4.31	2	3	0	15584.8007	2	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	7.72	4	7	0	12105.9487	3	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	3.29	3	3	0	4534.7314	1	
A0A0B4K7H3	Eucalyptus, isoform B	81.25	8	43	2	2201465.14114	40	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	2.62	5	6	0	36515.2992	5	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	8.12	19	54	0	569607.01439	47	
A0A0B4K7V8	Bruchpilot, isoform K	51.55	104	349	1	9611.17437	7	
A0A0B4K7X5	glycogenin glucosyltransferase	13.58	7	31	0	137657.31672	24	
A0A0B4K885	Kenny, isoform B	17.48	7	9	2	32899.9691	8	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	16.15	8	14	0	33898.894830000005	11	
A0A0B4KED6	Defective proboscis extension response 12, isoform D	8.72	3	4	0	13516.0631	3	
A0A0B4KEE1	Aldehyde dehydrogenase	23.34	11	18	0	148788.11715	16	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	12.46	23	62	0	174522.54859999998	9	
A0A0B4KEH7	CAP, isoform Y	12.79	32	56	0	205868.73015	45	
A0A0B4KEI5	Serrate RNA effector molecule homolog	8.34	9	11	1	18641.85197	7	
A0A0B4KEJ7	Coronin	17.01	9	17	0	70182.77935	11	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	4.5	5	7	0	15245.735439999999	6	
A0A0B4KEP4	Myocyte enhancer factor 2, isoform G	2.35	1	1	0	881.3172	1	
A0A0B4KER0	Relative of woc, isoform C	3.23	3	3	0	7180.9033	3	
A0A0B4KEW6	Amphiphysin, isoform B	47.41	25	90	1	21114.318	1	
A0A0B4KEX6	Jitterbug, isoform M	8.52	25	39	0	115184.8912	30	
A0A0B4KF06	Valine--tRNA ligase	1.52	2	2	0	3834.1511499999997	2	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	10.63	3	4	0	10944.38392	4	
A0A0B4KF34	Uncharacterized protein, isoform D	5.75	5	8	0	10089.59373	4	
A0A0B4KF46	E1 ubiquitin-activating enzyme	8.93	10	20	0	124812.72335	15	
A0A0B4KF84	Stretchin-Mlck, isoform S	1.17	10	13	0	17049.43611	10	
A0A0B4KFA3	Uncharacterized protein, isoform F	3.66	5	6	0	7216.534519999999	3	
A0A0B4KFA6	alpha-glucosidase	31.75	16	39	0	982723.2575300001	38	
A0A0B4KFD1	LDL receptor protein 1, isoform F	1.22	6	8	0	32347.26075	5	
A0A0B4KFE2	Like-AP180, isoform I	25.26	20	101	0	2547027.91585	77	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	12.91	10	15	0	29416.126500000002	9	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	22.44	9	22	1	169312.58807	19	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	13.88	7	20	0	378613.50667000003	16	
A0A0B4KFK4	Uncharacterized protein, isoform E	9.98	5	10	0	74499.3443	9	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	15.03	4	7	0	9068.28663	6	
A0A0B4KFT3	Protein kinase C	11.94	9	12	0	59195.66038	9	
A0A0B4KFT9	Quaking related 54B, isoform E	8.1	5	12	0	38230.79187	11	
A0A0B4KFX8	Flapper, isoform C	3.46	3	5	0	8484.8344	4	
A0A0B4KFZ2	Uncharacterized protein, isoform G	4.13	4	5	0	10709.4043	4	
A0A0B4KFZ4	Transmembrane 4 superfamily, isoform C	3.42	1	2	0	4697.59026	2	
A0A0B4KG94	Uncharacterized protein, isoform B	7.71	4	8	0	68500.4477	7	
A0A0B4KGE5	Bonus, isoform C	8.86	10	13	0	30833.98437	8	
A0A0B4KGF0	Protein kinase D, isoform H	18.87	3	3	0	11471.9187	3	
A0A0B4KGF5	Uncharacterized protein, isoform C	9.33	5	7	0	74750.52960000001	7	
A0A0B4KGG9	C-terminal binding protein, isoform F	28.98	10	22	0	188926.4848	20	
A0A0B4KGI5	Carboxylic ester hydrolase	13.05	8	25	0	745598.8103	21	
A0A0B4KGK8	Syncrip, isoform R	29.0	15	48	0	470539.02809	44	
A0A0B4KGP4	Beaten path IV, isoform B	1.57	1	2	0	487.66467	1	
A0A0B4KGQ4	Easter, isoform B	12.26	3	3	1	25742.4675	3	
A0A0B4KGS4	non-specific serine/threonine protein kinase	4.46	2	3	0	945.3406	1	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	11.23	10	21	1	126022.0152	14	
A0A0B4KGW3	Uncharacterized protein, isoform B	1.68	1	1	0	757.7902	1	
A0A0B4KH03	Tetraspanin	20.77	6	13	1	25481.12958	10	
A0A0B4KH14	Ras modification protein ERF4	10.98	2	3	0	8311.252199999999	2	
A0A0B4KH34	Annexin	67.9	22	147	2	6080663.25457	128	
A0A0B4KH38	Low-density lipoprotein receptor-related protein 8	1.97	2	2	0	9854.731	1	
A0A0B4KH68	Lysosomal enzyme receptor protein, isoform E	3.05	3	4	0	10377.89367	4	
A0A0B4KH84	Cuticular protein 97Ea, isoform B	29.75	10	25	0	224214.74646	22	
A0A0B4KHB9	Serine/threonine protein phosphatase 2A regulatory subunit	17.18	14	30	0	92405.79293000001	18	
A0A0B4KHE1	Uncharacterized protein, isoform B	10.93	4	7	0	42958.45787	4	
A0A0B4KHF0	Ferritin	77.97	20	130	1	6402441.91491	109	
A0A0B4KHJ9	Tropomyosin 2, isoform E	79.23	37	254	5	9164479.78158	197	
A0A0B4KHL4	non-specific serine/threonine protein kinase	11.92	7	10	1	124357.22123	8	
A0A0B4KHN1	Cheerio, isoform O	26.89	63	126	1	8903.80936	2	
A0A0B4KHN3	Scribble, isoform S	10.17	18	29	2	16631.2754	5	
A0A0B4KHP4	Couch potato, isoform P	4.28	3	13	0	104923.83	12	
A0A0B4KHS1	Crumbs, isoform D	6.08	12	31	0	117606.68244	17	
A0A0B4KHT5	Syncrip, isoform J	20.89	15	48	0	120496.3303	3	
A0A0B4KHT8	Julius seizure, isoform E	5.14	3	7	0	15089.33876	6	
A0A0B4KHV1	Ecdysone-induced protein 93F, isoform C	6.14	4	4	0	15156.53887	3	
A0A0B4KHW3	Aralar1, isoform F	6.48	5	8	1	23046.244939999997	7	
