Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F5: 129N, Sample, n/a, Earth_M2	Abundances Count: F5: 129N, Sample, n/a, Earth_M2	Modifications
Q9VQX4	Nicotinate phosphoribosyltransferase	4.14	2	2	0	36388.1765	2	
Q9VR35	Eukaryotic translation initiation factor 4E-binding protein Mextli	11.03	7	10	0	201555.35619999998	10	
Q9VR59	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	1.89	2	2	0	6093.294	1	
Q9VR81	N-acetylglucosamine-6-phosphate deacetylase	4.8	2	3	0	7598.5704	2	
Q9VR89	RNA-binding protein pno1	6.25	2	2	2	28367.709000000003	2	
Q9VR94	General odorant-binding protein 19a	15.75	3	6	3	178133.102	5	
Q9VRJ9	Ubiquitin thioesterase Otu1	12.39	4	8	0	44843.777050000004	8	
Q9VRL2	Probable Golgi SNAP receptor complex member 2	10.19	2	2	2	5097.97224	2	
Q9VRL3	Probable prefoldin subunit 4	10.87	2	3	2	297064.45999999996	3	
Q9VRP9	E3 ubiquitin-protein ligase Bre1	1.63	2	2	0	12646.817500000001	2	
Q9VRQ9	Glutaminyl-peptide cyclotransferase	12.65	5	6	5	77969.5512	5	
Q9VRV7	Splicing factor 3B subunit 6	9.92	1	2	1	6834.6061	2	
Q9VRZ7	Ubiquinol-cytochrome c reductase complex assembly factor 1	24.32	6	12	6	193655.08443	11	
Q9VS34	Large ribosomal subunit protein eL18	22.34	3	6	0	393211.85900000005	4	
Q9VS97	Peptidoglycan-recognition protein SD	9.14	2	3	2	37030.316000000006	2	
Q9VSA3	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	54.89	20	73	20	3276189.80107	68	
Q9VSF3	Nedd8-conjugating enzyme UbcE2M	17.68	3	4	0	37005.19	2	
Q9VSH4	Cleavage and polyadenylation specificity factor subunit 6	1.69	1	2	0	14871.932	2	
Q9VSJ8	Exocyst complex component 7	8.66	6	7	6	76471.83785	6	
Q9VSK9	Pseudouridylate synthase 7 homolog	5.45	3	3	3	47633.15	1	
Q9VSL3	Pyrimidodiazepine synthase	61.32	13	64	12	5236403.58215	61	
Q9VSR3	Translational regulator orb2	5.82	4	4	0	62757.2286	4	
Q9VSS2	Signal recognition particle subunit SRP68	8.44	5	6	5	56266.111000000004	6	
Q9VSU7	Vesicle transport protein USE1	22.0	4	4	4	39860.522	4	
Q9VSY4	Alpha-tubulin N-acetyltransferase 1	39.26	19	55	8	1916492.5284	51	
Q9VSY6	Phosphoserine phosphatase	20.0	5	8	5	278332.8955	7	
Q9VSZ6	Queuine tRNA-ribosyltransferase accessory subunit 2	6.7	3	3	3	10775.4539	3	
Q9VT70	Nuclear distribution protein nudE homolog	7.57	2	2	0	11832.8413	2	
Q9VTC4	MIP18 family protein galla-2	5.13	2	3	2	32526.3545	2	
Q9VTE0	Biogenesis of lysosome-related organelles complex 1 subunit 2	11.32	2	2	2	42333.096300000005	2	
Q9VTE5	Probable prefoldin subunit 2	56.64	8	13	0	454428.8617	13	
Q9VTE9	Nedd8-activating enzyme E1 regulatory subunit	7.82	4	4	0	92309.46892	4	
Q9VTF9	Ubiquitin fusion degradation protein 1 homolog	14.87	6	7	6	159829.8583	6	
Q9VTH0	Procollagen-lysine,2-oxoglutarate 5-dioxygenase	1.53	1	1	1	5661.2446	1	
Q9VTJ4	Putative alpha-L-fucosidase	4.86	3	3	3	69226.401	3	
Q9VTJ8	Mitochondrial import inner membrane translocase subunit TIM14	7.63	1	1	0	19381.92	1	
Q9VTM6	UPAR/Ly6 domain-containing protein crim	20.25	3	4	3	63515.8705	4	
Q9VTP4	Large ribosomal subunit protein uL1	53.46	12	49	12	2812141.05594	45	
Q9VTU3	Rho GTPase-activating protein 68F	12.61	5	6	0	135548.51906999998	6	
Q9VTZ5	Transferrin 2	22.59	16	21	16	282659.154	18	
Q9VTZ6	Phosphomannomutase	22.44	5	8	5	119586.04819999999	8	
Q9VU08	Intermembrane lipid transfer protein Vps13D	0.2	1	4	1	63219.217000000004	2	
Q9VU58	Neuropeptide-like 2	66.28	6	107	0	7165188.79475	101	
Q9VU68	Actin-interacting protein 1	32.89	20	31	20	604288.72203	26	
Q9VU70	Tetratricopeptide repeat protein 36 homolog	9.73	2	3	2	18440.6364	3	
Q9VU84	Drebrin-like protein	26.18	11	14	11	239354.6999	12	
Q9VU95	Alanine--glyoxylate aminotransferase 2-like	10.32	4	6	4	50216.5115	5	
Q9VUJ0	Large ribosomal subunit protein mL39	3.6	1	1	1	3663.4194	1	
Q9VUK8	Glycine--tRNA ligase	28.63	20	41	20	1728371.86562	37	
Q9VUR3	Probable aminoacyl tRNA synthase complex-interacting multifunctional protein 2	12.87	5	6	0	69168.97967	5	
Q9VUY9	Phosphoglucomutase 1	31.43	15	31	15	679339.8281	27	
Q9VUZ1	Probable trafficking protein particle complex subunit 2	10.79	2	2	2	33638.78	1	
Q9VV36	Retinin	29.84	5	91	5	7872953.10054	76	
Q9VV41	Probable tRNA N6-adenosine threonylcarbamoyltransferase	8.07	2	2	2	2024.0111	2	
Q9VV43	Tubulin polymerization-promoting protein homolog	67.19	12	38	0	2962627.3706	36	
Q9VV72	Multiple inositol polyphosphate phosphatase 1	28.27	13	29	13	579528.96653	25	
Q9VV74	Survival motor neuron protein	3.1	1	1	1	9621.205	1	
Q9VVA0	Cold shock domain-containing protein CG9705	17.48	2	7	0	273992.5994	7	
Q9VVA6	Nuclear migration protein nudC	32.53	12	23	12	632073.692	23	
Q9VVB4	Coiled-coil domain-containing protein 22 homolog	13.15	7	8	7	129449.9166	8	
Q9VVE2	Protein rogdi	30.97	7	12	7	259692.60167	11	
Q9VVE5	RNA-binding protein Musashi homolog Rbp6	32.52	8	18	0	289208.702	18	
Q9VVG6	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	7.09	2	3	0	24351.8972	3	
Q9VVH3	MICOS complex subunit MIC13 homolog QIL1	67.21	7	33	7	933682.68426	32	
Q9VVI2	Enhancer of mRNA-decapping protein 3	4.41	2	3	2	3551.6423999999997	2	
Q9VVI3	E3 ubiquitin-protein ligase Nedd-4	3.97	4	5	0	26423.61947	5	
Q9VVI9	Charged multivesicular body protein 5	66.81	12	24	0	423341.50630999997	21	
Q9VVN2	Small ribosomal subunit protein mS26	11.11	3	3	3	32529.062700000002	3	
Q9VVU5	COP9 signalosome complex subunit 1b	4.0	2	3	2	51118.06464	3	
Q9VVW3	Sideroflexin-2	19.57	6	6	6	169928.114	6	
Q9VVW8	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	5.67	2	3	2	45018.69	2	
Q9VVY3	Glycogen-binding subunit 76A	9.84	5	6	0	22376.560559999998	6	
Q9VW12	UPF0389 protein CG9231	38.4	4	24	0	624885.0179	23	
Q9VW14	rRNA methyltransferase 3, mitochondrial	6.39	3	3	3	18633.317199999998	3	
Q9VW26	Ornithine aminotransferase, mitochondrial	19.03	8	13	8	215579.638	11	
Q9VW56	Probable prefoldin subunit 6	56.0	7	13	0	432467.03729999997	13	
Q9VWA1	Clathrin light chain	40.64	11	40	0	1567342.58176	37	
Q9VWA8	Protein FRG1 homolog	9.54	2	2	2	11186.381	2	
Q9VWB1	DCN1-like protein 4	8.06	2	2	1	27464.4999	2	
Q9VWE0	Cytokine receptor	1.56	2	2	2	20515.5361	2	
Q9VWG3	Small ribosomal subunit protein eS10B	45.62	7	15	0	456177.463	12	
Q9VWH4	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	72.15	29	182	28	20461537.11148	165	
Q9VWI0	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	58.47	8	33	8	2927589.5990999998	22	
Q9VWN5	Ubiquitin carboxyl-terminal hydrolase MINDY-3 homolog	17.86	9	13	0	76310.73133	10	
Q9VWP4	Sulfite oxidase, mitochondrial	6.63	4	4	4	78413.97200000001	4	
Q9VWU1	Serine protease persephone	7.61	3	3	3	35861.9574	3	
Q9VWX8	Frequenin-2	52.94	11	47	5	1280878.6016	41	
Q9VX10	Sulfiredoxin	4.32	1	1	0	27360.463	1	
Q9VX98	Density-regulated protein homolog	41.8	7	12	7	289053.35229999997	11	
Q9VXB0	NECAP-like protein CG9132	46.34	9	24	2	1343032.0356	23	
Q9VXB5	Large ribosomal subunit protein uL22m	18.03	4	4	4	30398.7571	3	
Q9VXE0	Probable small nuclear ribonucleoprotein G	47.37	4	10	4	404219.1636	8	
Q9VXE5	Serine/threonine-protein kinase PAK mbt	15.49	5	5	5	27643.08163	5	
Q9VXE6	Nuclear pore complex protein Nup153	0.48	1	1	0	7278.872	1	
Q9VXF1	Serine/threonine-protein phosphatase 2B catalytic subunit 3	45.72	20	57	0	1593120.9171799999	56	
Q9VXG4	Annexin B11	23.68	13	31	13	952858.87038	31	
Q9VXJ0	Peroxisomal multifunctional enzyme type 2	25.75	14	17	0	290533.5551	17	
Q9VXK0	Protein NipSnap	15.38	4	8	0	167424.62589999998	7	
Q9VXK6	Eukaryotic translation initiation factor 5	25.22	12	16	12	430594.0232	14	
Q9VXN2	Protein stunted	49.18	3	9	3	227145.69028	7	
Q9VXN4	Probable arginine--tRNA ligase, cytoplasmic	3.46	2	2	2	16558.1795	2	
Q9VXP4	Platelet-activating factor acetylhydrolase IB subunit beta homolog	22.22	5	11	5	349383.63300000003	10	
Q9VXT7	Probable isoaspartyl peptidase/L-asparaginase CG7860	9.64	3	4	0	58876.313	4	
Q9VXY0	Probable cytochrome P450 4s3	2.02	1	1	1	789.2163	1	
Q9VXY7	Lipid storage droplets surface-binding protein 2	50.28	13	41	1	1340258.90674	39	
Q9VY28	Small ribosomal subunit protein mS25	24.55	4	4	4	43123.1688	4	
Q9VY78	Chloride intracellular channel Clic	31.54	7	10	7	665679.9517	9	
Q9VY93	Probable methylthioribulose-1-phosphate dehydratase	11.45	3	4	0	24665.7676	4	
Q9VYB7	Protein-tyrosine sulfotransferase	1.6	1	1	0	4726.271	1	
Q9VYD7	Mitochondrial import inner membrane translocase subunit Tim9	48.42	5	8	0	147619.0898	7	
Q9VYF8	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial	2.33	1	1	0	21881.625	1	
Q9VYG1	26S proteasome non-ATPase regulatory subunit 5	5.14	3	3	0	37175.2422	3	
Q9VYH3	Probable alpha-aspartyl dipeptidase	22.08	5	7	0	74235.6809	6	
Q9VYI3	Large ribosomal subunit protein mL49	11.73	2	2	0	4402.1333	1	
Q9VYQ8	Ubiquitin carboxyl-terminal hydrolase 7	0.71	1	1	0	1854.8665	1	
Q9VYR0	LSM12 homolog A	5.99	1	1	1	7544.1284	1	
Q9VYS5	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 homolog	5.09	2	3	2	9883.021	1	
Q9VYV3	Thioredoxin domain-containing protein 5 homolog	50.48	23	50	23	1531350.94997	47	
Q9VYV9	COMM domain-containing protein 10 homolog Vlet	21.43	4	4	0	22356.3973	4	
Q9VYY2	Signal peptidase complex subunit 2	38.19	7	11	0	200716.3843	11	
Q9VYY3	Ubiquitin-like modifier-activating enzyme 5	21.78	9	12	9	230136.3527	8	
Q9VZ23	GTP-binding nuclear protein Ran	57.87	11	26	0	1396602.1643	26	
Q9VZ35	Protein Vago	13.12	2	2	2	2568.9692	2	
Q9VZ40	Uncharacterized protein CG1552	3.8	1	3	0	315384.811	3	
Q9VZ49	Endoribonuclease Arlr	12.5	7	15	7	448972.6683	14	
Q9VZ64	Probable 6-phosphogluconolactonase	45.68	10	23	10	822662.6154	22	
Q9VZA4	Band 7 protein CG42540	10.69	5	8	0	63912.38740000001	7	
Q9VZD5	Small ribosomal subunit protein bS6m	19.05	3	4	0	62561.7825	4	
Q9VZD8	THUMP domain-containing protein 1 homolog	12.35	4	4	4	14077.212660000001	4	
Q9VZE7	Choline transporter-like 1	1.74	1	1	0	816.20135	1	
Q9VZI3	Unc-112-related protein	4.66	4	4	3	9523.1746	2	
Q9VZJ9	Mitochondrial E3 ubiquitin protein ligase 1	3.25	1	1	1	6108.3633	1	
Q9VZL5	Vacuolar fusion protein CCZ1 homolog	1.65	1	1	1	15065.769	1	
Q9VZL6	Ragulator complex protein LAMTOR4 homolog	21.67	2	4	0	31617.676	3	
Q9VZS3	Eukaryotic translation initiation factor eIF1	50.0	6	9	6	617512.7326	8	
Q9VZS5	Large ribosomal subunit protein eL28	50.0	10	21	0	929025.53	18	
Q9VZU4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	62.26	15	65	15	2627163.37326	53	
Q9VZX9	Adenosylhomocysteinase-like 1	17.08	7	13	6	328476.4822	12	
Q9W021	Large ribosomal subunit protein uL23m	16.67	3	3	0	17532.4297	2	
Q9W032	Protein ecdysoneless	1.9	1	1	1	11158.882	1	
Q9W058	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	49.03	19	52	0	1918577.42047	49	
Q9W074	Protein HBS1	3.28	2	2	2	11801.0964	2	
Q9W0A0	Protein draper	4.95	4	5	0	26575.10456	4	
Q9W0C1	Neuronal synaptobrevin	43.72	5	57	5	4281894.81517	50	
Q9W0C7	Protein OPI10 homolog	6.6	1	1	1	4001.5938	1	
Q9W0G1	Tyrosine-protein phosphatase non-receptor type 61F	3.28	2	3	0	53378.819500000005	3	
Q9W0H3	Lipid droplet-associated hydrolase	23.13	7	10	7	129304.63799999999	9	
Q9W0P5	UDP-glucose 4-epimerase	25.71	11	12	0	532776.179	11	
Q9W0S7	Staphylococcal nuclease domain-containing protein 1	12.53	11	13	11	171546.0293	13	
Q9W0Y1	Troponin C-akin-1 protein	24.55	5	20	2	230464.17106999998	18	
Q9W0Y2	Putative gamma-glutamylcyclotransferase CG2811	10.19	2	2	0	13983.368300000002	2	
Q9W0Y6	Transient receptor potential cation channel protein painless	1.1	1	1	1	1744.7178	1	
Q9W141	Putative ATP synthase subunit f, mitochondrial	49.53	6	42	6	2005258.842	36	
Q9W197	7-methylguanosine phosphate-specific 5'-nucleotidase	17.55	6	9	6	224608.98551	9	
Q9W1A4	Protein tamozhennic	2.51	2	2	0	15610.0854	2	
Q9W1C9	Ejaculatory bulb-specific protein 3	42.86	8	79	0	13717341.27	71	
Q9W1G0	Probable transaldolase	44.71	16	52	16	2898350.43682	44	
Q9W1H9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	7.14	2	2	2	82028.813	2	
Q9W1K0	Transmembrane protein 14 homolog	13.39	2	4	0	51016.797	3	
Q9W1K5	Sestrin homolog	1.41	1	1	0	22277.16	1	
Q9W1V3	rRNA 2'-O-methyltransferase fibrillarin	6.69	2	3	2	22424.4136	3	
Q9W1X4	Nuclear pore complex protein Nup214	2.92	5	5	5	74235.0005	5	
Q9W1X8	Probable GDP-L-fucose synthase	22.74	6	6	6	84706.4027	5	
Q9W1X9	OCIA domain-containing protein 1	21.79	5	8	0	143361.243	6	
Q9W1Y1	ER membrane protein complex subunit 8/9 homolog	33.5	6	9	6	303107.685	9	
Q9W237	Small ribosomal subunit protein uS9	69.59	14	59	0	2263315.64107	50	
Q9W265	Probable hydroxyacid-oxoacid transhydrogenase, mitochondrial	9.91	5	6	5	121487.0735	6	
Q9W266	Protein windpipe	8.12	5	11	5	440892.723	11	
Q9W2D6	Mitochondrial import inner membrane translocase subunit Tim10	57.61	5	13	5	627482.01	11	
Q9W2D9	Eukaryotic translation initiation factor 3 subunit K	32.43	6	10	6	206863.0544	10	
Q9W2E7	Protein Rae1	29.48	9	14	9	509981.2843	12	
Q9W2M2	Trehalase	33.56	19	38	0	690897.3794	33	
Q9W2N0	F-actin-capping protein subunit alpha	9.44	3	5	3	78195.211	5	
Q9W2R3	Phosphatidylinositol 4-phosphate 5-kinase type-1 sktl	0.88	1	1	1	9348.375	1	
Q9W2U4	Serine/threonine-protein phosphatase 4 regulatory subunit 2	8.54	5	5	0	67017.5848	4	
Q9W2Y3	NAD(P)H-hydrate epimerase	24.78	5	5	5	194660.86137	5	
Q9W303	Chitinase-like protein Idgf4	54.52	23	99	0	4338243.07852	71	
Q9W334	Small ribosomal subunit protein eS28	63.08	4	19	0	518714.26822	11	
Q9W358	Chaperone Ric-8	12.22	7	7	0	88259.5597	7	
Q9W369	Beta-alanyl-dopamine/carcinine hydrolase	52.97	19	85	19	6456421.5824	79	
Q9W379	Zinc finger protein ZPR1	15.97	6	7	6	84987.266	6	
Q9W380	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	18.18	2	6	2	346291.113	5	
Q9W385	Frataxin homolog, mitochondrial	10.53	2	4	2	191025.7455	4	
Q9W3C7	Palmitoyl-protein thioesterase 1	11.46	4	4	0	107715.833	4	
Q9W3E2	Protein PIP82	19.58	20	31	20	238890.44786	24	
Q9W3J5	Phenylalanine--tRNA ligase alpha subunit	7.43	4	5	4	38612.7981	5	
Q9W3K5	Glutamate--cysteine ligase	4.74	4	4	0	48232.3327	4	
Q9W3N6	General vesicular transport factor p115	9.93	6	6	6	86510.872	6	
Q9W3T7	UPAR/Ly6 domain-containing protein bou	12.08	2	3	2	224386.59999999998	3	
Q9W3W8	Large ribosomal subunit protein uL22	20.97	4	7	0	79962.19634	6	
Q9W3Y0	Zinc finger protein 593 homolog	8.64	1	1	1	2434.429	1	
Q9W3Y4	GAS2-like protein pickled eggs	2.66	2	2	2	7174.0703	1	
Q9W3Z3	Alanine--glyoxylate aminotransferase	1.78	1	1	1	6905.9355	1	
Q9W401	Probable citrate synthase, mitochondrial	55.17	23	206	23	16283559.38518	169	
Q9W415	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho	20.52	7	10	7	310382.03655	7	
Q9W436	Neprilysin-1	2.59	2	2	2	15833.95	2	
Q9W445	Malignant T-cell-amplified sequence 1 homolog	15.38	3	6	3	156092.291	5	
Q9W4D2	RNA-binding protein 4F	1.59	1	1	0	28810.635	1	
Q9W4K2	Uncharacterized protein CG3556	7.9	5	11	0	120800.01733999999	11	
Q9W4P5	V-type proton ATPase subunit d 1	21.43	7	14	7	435623.52999999997	14	
Q9W4T4	3',5'-cyclic-AMP phosphodiesterase, isoform I	10.67	11	14	0	184428.25968	13	
Q9W4V8	Mitochondrial import inner membrane translocase subunit TIM50-C	25.0	9	14	0	290778.3734	14	
Q9W4X7	Eukaryotic translation initiation factor 3 subunit G-1	28.62	9	19	8	580570.43682	16	
Q9W552	Vacuolar protein sorting-associated protein 26	19.04	5	8	5	73578.634	5	
Q9W596	Microtubule-associated protein futsch	23.75	79	122	0	1696099.44608	109	
Q9W5E1	RING-box protein 1A	7.41	1	1	0	35994.754	1	
Q9W5N0	Cytochrome c oxidase assembly factor 7 homolog	36.47	10	17	0	424016.7614	16	
Q9W5N2	Large ribosomal subunit protein eL38	28.57	2	10	0	406655.0344	10	
Q9W5P1	Mediator of RNA polymerase II transcription subunit 21	27.46	3	4	3	53661.94899999999	3	
Q9W5R8	Large ribosomal subunit protein uL18	20.74	8	10	0	383575.69200000004	10	
Q9W5Y0	Neprilysin-3	5.22	4	4	4	35341.67096	4	
Q9XTL9	Glycogen phosphorylase	33.29	31	64	0	1104338.6104	60	
Q9XTM1	Exocyst complex component 5	1.13	1	1	1	3328.8813	1	
Q9XTN2	Insulin receptor substrate 1	2.17	2	2	0	7657.7983	1	
Q9XY35	Cytochrome b-c1 complex subunit 9	41.82	2	11	2	395220.12857	11	
Q9XYM0	Adapter molecule Crk	31.37	9	30	0	1168834.6609	30	
Q9XYZ5	DNA damage-binding protein 1	6.84	7	7	7	66904.0102	7	
Q9XZ58	COP9 signalosome complex subunit 5	22.32	6	10	1	210273.5361	10	
Q9XZ63	Mesencephalic astrocyte-derived neurotrophic factor homolog	27.17	8	17	8	492991.8875	16	
Q9XZH6	V-type proton ATPase subunit G	27.35	3	14	0	1202885.581	14	
Q9XZJ4	Proteasome subunit alpha type-6	45.49	11	36	0	1482814.89216	34	
Q9XZL8	Protein sarah	32.53	7	14	0	268890.932	12	
Q9Y091	Pre-mRNA-splicing regulator female-lethal(2)D	4.29	2	2	0	9199.734400000001	2	
Q9Y0I1	NuA4 complex subunit EAF3 homolog	18.4	5	6	0	77939.5038	5	
Q9Y0V3	Mitochondrial import inner membrane translocase subunit Tim10B	50.43	5	5	5	50666.951140000005	5	
Q9Y0Y2	Adenylosuccinate synthetase	22.82	9	16	9	643057.81453	16	
Q9Y105	Probable glutamine--tRNA ligase	1.93	2	3	2	37107.389899999995	3	
Q9Y1A3	Mitochondrial import inner membrane translocase subunit Tim8	80.68	7	23	0	1007804.7653	23	
X2JAU8	Protein nervous wreck	28.19	30	88	30	4079929.8519	79	
A0A021WW32	Verthandi, isoform B	3.48	2	2	0	15470.567	1	
A0A023GPM5	Diacylglycerol kinase	7.57	6	8	0	74505.6832	8	
A0A0B4JCQ7	Suppressor of variegation 2-10, isoform K	7.45	3	3	0	47340.733	2	
A0A0B4JCR9	Uncharacterized protein, isoform D	3.12	1	1	0	510.649	1	
A0A0B4JCT7	Jabba, isoform F	17.5	8	13	0	188387.2482	13	
A0A0B4JCW4	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	62.97	24	141	0	1165916.268	6	
A0A0B4JCX2	RIM-binding protein, isoform G	4.02	6	6	0	115797.019	6	
A0A0B4JCY5	Myosin heavy chain-like, isoform H	3.0	2	2	0	766.8197	1	
A0A0B4JCY6	Cheerio, isoform I	35.09	66	105	0	3554382.41605	101	
A0A0B4JCZ0	Oxysterol-binding protein	2.93	3	3	0	10962.8745	2	
A0A0B4JD57	Zipper, isoform F	5.41	10	12	0	4332.4614	1	
A0A0B4JD97	Transforming acidic coiled-coil protein, isoform K	11.5	15	15	0	224322.4309	14	
A0A0B4K615	Smallish, isoform O	8.11	10	13	0	113180.37846	9	
A0A0B4K618	Fragile X messenger ribonucleoprotein 1, isoform G	4.94	4	4	0	36747.7193	4	
A0A0B4K620	Oxidation resistance protein 1	13.32	16	21	0	298282.95565	20	
A0A0B4K661	Tropomyosin 1, isoform Q	78.4	35	201	0	8000087.0936900005	161	
A0A0B4K663	Non-specific lethal 1, isoform N	1.98	2	3	0	20137.60826	3	
A0A0B4K6C8	Uncharacterized protein, isoform G	1.71	2	3	0	23663.7764	2	
A0A0B4K6I1	Scribble, isoform N	10.69	22	27	0	360921.61558	25	
A0A0B4K6K8	Musashi, isoform D	5.62	3	4	0	207798.075	4	
A0A0B4K6P4	Hephaestus, isoform W	3.0	3	3	0	71617.861	3	
A0A0B4K6Z2	Dystrobrevin	10.34	6	8	0	75747.658	8	
A0A0B4K709	Uncharacterized protein, isoform E	6.62	4	4	0	26066.771099999998	4	
A0A0B4K716	Diacylglycerol kinase	4.67	7	7	0	139124.98129999998	6	
A0A0B4K765	Paired amphipathic helix protein Sin3a	1.98	4	4	0	6323.8369999999995	2	
A0A0B4K774	Abelson interacting protein, isoform D	23.27	9	12	0	147168.3504	10	
A0A0B4K7A5	Hu li tai shao, isoform Q	67.39	41	134	1	6556997.36435	116	
A0A0B4K7B0	Smooth, isoform O	14.37	6	10	0	148172.49099999998	7	
A0A0B4K7C1	Aspartyl beta-hydroxylase, isoform H	7.22	6	7	0	94384.0753	7	
A0A0B4K7D8	Uncharacterized protein, isoform B	7.76	3	3	0	29436.346299999997	3	
A0A0B4K7E3	Phosphatidylinositol 4-phosphate 5-kinase 59B, isoform F	7.98	4	4	0	31911.644500000002	4	
A0A0B4K7H0	Tetratricopeptide repeat domain 7, isoform B	4.47	4	4	0	18786.0397	2	
A0A0B4K7H3	Eucalyptus, isoform B	54.46	6	49	1	3242801.45628	47	
A0A0B4K7H7	Down syndrome cell adhesion molecule 1, isoform BY (Fragment)	2.33	5	5	0	39680.408299999996	3	
A0A0B4K7T7	Rho guanine nucleotide exchange factor 2, isoform G	0.86	2	2	0	695.69495	1	
A0A0B4K7U0	Myosin-7a binding protein, isoform M	12.64	24	57	0	1365023.1623499999	53	
A0A0B4K7V8	Bruchpilot, isoform K	52.37	92	259	1	14732.9332	4	
A0A0B4K7X5	glycogenin glucosyltransferase	14.86	7	30	0	541329.5232599999	23	
A0A0B4K885	Kenny, isoform B	4.63	2	2	0	36343.934	2	
A0A0B4K891	Poly(A) binding protein interacting protein 1, isoform E	11.35	5	7	0	41475.8457	6	
A0A0B4KEE1	Aldehyde dehydrogenase	27.57	14	19	0	411254.84427999996	17	
A0A0B4KEE5	Myosin-7a binding protein, isoform Q	20.05	31	70	0	363275.05657	13	
A0A0B4KEH7	CAP, isoform Y	13.91	30	46	0	727707.3523	43	
A0A0B4KEI5	Serrate RNA effector molecule homolog	11.12	11	11	0	71328.6899	10	
A0A0B4KEJ7	Coronin	12.71	7	7	0	83559.212	7	
A0A0B4KEP1	Reduction in Cnn dots 1, isoform D	3.85	4	4	0	20024.3453	3	
A0A0B4KEW6	Amphiphysin, isoform B	51.59	24	73	1	13762.84385	5	
A0A0B4KEX6	Jitterbug, isoform M	6.16	17	19	0	217228.61254	17	
A0A0B4KF06	Valine--tRNA ligase	1.04	1	1	0	22078.191	1	
A0A0B4KF22	Juvenile hormone binding protein 2, isoform E	6.3	2	2	0	51207.134999999995	2	
A0A0B4KF34	Uncharacterized protein, isoform D	4.31	2	3	0	10090.494040000001	2	
A0A0B4KF46	E1 ubiquitin-activating enzyme	16.87	17	25	0	361318.69116	24	
A0A0B4KF84	Stretchin-Mlck, isoform S	2.13	3	3	0	327.46542	1	
A0A0B4KFA3	Uncharacterized protein, isoform F	0.88	1	1	0	525.1593	1	
A0A0B4KFA6	alpha-glucosidase	34.04	16	46	0	1560940.182	44	
A0A0B4KFD1	LDL receptor protein 1, isoform F	0.99	4	4	0	7120.55	2	
A0A0B4KFE2	Like-AP180, isoform I	30.03	21	90	0	4565575.3714	78	
A0A0B4KFE4	long-chain-fatty-acid--CoA ligase	9.34	7	10	0	52420.18827	10	
A0A0B4KFE5	methenyltetrahydrofolate cyclohydrolase	52.81	15	24	1	720415.8846	24	
A0A0B4KFF6	DNAation factor-related protein 2, isoform D	16.1	8	15	0	709953.44716	11	
A0A0B4KFK4	Uncharacterized protein, isoform E	3.85	2	2	0	122489.93	2	
A0A0B4KFQ3	DNAation factor-related protein 1, isoform B	9.8	2	2	0	4062.1882	1	
A0A0B4KFT3	Protein kinase C	11.34	9	10	0	68823.6189	8	
A0A0B4KFT9	Quaking related 54B, isoform E	9.56	6	7	0	83201.1432	7	
A0A0B4KFX8	Flapper, isoform C	3.24	2	2	0	5448.411400000001	2	
A0A0B4KG94	Uncharacterized protein, isoform B	10.6	5	5	0	116433.9803	5	
A0A0B4KGC9	Mitochondrial calcium uptake 3, isoform F	2.38	1	1	0	2804.633	1	
A0A0B4KGE5	Bonus, isoform C	6.21	7	7	0	77650.19930000001	7	
A0A0B4KGF0	Protein kinase D, isoform H	8.96	1	2	0	4432.2981	2	
A0A0B4KGF5	Uncharacterized protein, isoform C	12.0	7	7	0	93058.37640000001	7	
A0A0B4KGF7	beta-mannosidase	1.66	2	2	0	16814.2667	2	
A0A0B4KGG9	C-terminal binding protein, isoform F	28.98	10	17	0	214154.5271	15	
A0A0B4KGI5	Carboxylic ester hydrolase	18.08	10	26	0	1186935.46486	22	
A0A0B4KGK8	Syncrip, isoform R	30.58	17	32	0	855372.9294	28	
A0A0B4KGM5	Uncharacterized protein, isoform B	1.13	1	1	0	730.9848	1	
A0A0B4KGP4	Beaten path IV, isoform B	4.04	2	2	0	11260.992470000001	2	
A0A0B4KGS4	non-specific serine/threonine protein kinase	3.77	2	2	0	20868.426	2	
A0A0B4KGU9	Extended synaptotagmin-like protein 2, isoform D	25.41	18	24	1	496988.4014	22	
A0A0B4KGW3	Uncharacterized protein, isoform B	3.49	2	2	0	11627.5886	2	
A0A0B4KH03	Tetraspanin	15.85	5	8	1	87040.0994	8	
