Accession	Description	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	Abundance: F8: 129N, Sample, n/a, Earth_M3	Abundances Count: F8: 129N, Sample, n/a, Earth_M3	Modifications
Q9VY87	Cathepsin B, isoform A	34.71	9	14	9	639289.8368	11	
Q9VY91	Programmed cell death protein 4	10.22	7	10	7	249415.337	9	
Q9VY92	GEO07753p1	73.91	8	44	8	10831999.595800001	43	
Q9VYA1	RE18811p	3.87	1	1	1	7083.583	1	
Q9VYD5	Branched-chain-amino-acid aminotransferase	7.0	2	2	2	25256.5387	2	
Q9VYF0	GM09012p	16.04	4	6	4	225679.6595	5	
Q9VYG8	CG15717-PA	10.71	3	5	3	69308.49650000001	4	
Q9VYJ1	FI12805p	5.04	4	4	4	69841.2157	4	
Q9VYK6	Tomosyn, isoform C	2.79	5	5	1	150289.2045	3	
Q9VYM0	CG2555-PA	13.2	2	3	1	10048.7615	3	
Q9VYN1	protein kinase C	0.84	2	14	1	5135396.2917	12	
Q9VYR4	Furrowed, isoform A	0.6	1	1	1	6168.4077	1	
Q9VYS2	GH09980p	9.97	8	11	8	77078.058	10	
Q9VYT0	RE04130p	37.34	9	17	8	563144.5514	17	
Q9VYT1	BLOC-1-related complex subunit 5	10.03	3	4	3	39430.644700000004	4	
Q9VYT3	FI23714p1	5.58	7	7	7	49662.2641	6	
Q9VYT6	P24-related-1, isoform A	13.33	4	6	4	102298.3645	6	
Q9VYU9	RH17287p	56.97	9	18	9	885434.10103	17	
Q9VYV4	Amun, isoform A	8.0	3	5	3	241439.6582	5	
Q9VYV6	GEO09033p1	28.07	3	3	3	37505.3	2	
Q9VZ00	FI19420p1	18.03	16	21	0	366498.6687	19	
Q9VZ19	Antennal dehydrogenase	58.4	9	37	9	4561453.4161	33	
Q9VZ20	Dynein light intermediate chain	26.57	12	19	3	1037051.04	15	
Q9VZ24	GEO11412p1	46.9	8	47	8	11586339.2323	47	
Q9VZ25	Uncharacterized protein, isoform A	29.57	2	3	2	63780.559	3	
Q9VZ34	RH72958p	4.69	2	3	2	42457.849	3	
Q9VZ37	Uncharacterized protein, isoform A	31.25	3	3	3	89677.6855	3	
Q9VZ58	Purple acid phosphatase	14.22	7	11	7	657731.7113000001	9	
Q9VZ66	SD22308p	42.86	5	9	5	522919.7079	7	
Q9VZ67	Uncharacterized protein	28.99	2	6	2	93052.0446	6	
Q9VZD9	Peroxisomal membrane protein 34, isoform A	11.46	3	3	3	81187.535	3	
Q9VZE4	RE70333p	20.43	10	14	10	692402.3907	13	
Q9VZE9	V-type proton ATPase subunit	21.18	3	8	3	829586.5957000001	8	
Q9VZF6	Sulfide:quinone oxidoreductase, mitochondrial	8.75	3	3	3	80640.0104	3	
Q9VZF9	Cuticular protein 64Ad	36.84	7	39	7	1175416.80529	33	
Q9VZG0	Cuticular protein 64Ac	56.91	10	50	10	9997771.6967	47	
Q9VZG1	Cuticular protein 64Ab	42.5	4	11	4	620791.2926	10	
Q9VZG2	Cuticular protein 64Aa	76.04	11	55	11	14366043.37176	44	
Q9VZH5	CLIP domain-containing serine protease	4.31	3	3	0	36188.758	3	
Q9VZI1	Transgelin	68.09	12	84	1	13103829.25526	71	
Q9VZI8	Fumarylacetoacetase	7.43	3	3	3	72388.419	3	
Q9VZJ2	GH27759p	14.19	6	10	6	816105.2265000001	9	
Q9VZJ8	FGGY carbohydrate kinase domain-containing protein	6.02	3	4	3	68127.1933	3	
Q9VZL1	Mitochondrial import receptor subunit TOM22 homolog	75.0	11	26	2	473130.60919	24	
Q9VZL3	very-long-chain enoyl-CoA reductase	10.6	4	5	4	40481.327000000005	5	
Q9VZS1	protein-serine/threonine phosphatase	15.36	5	5	4	198500.02164000002	5	
Q9VZU7	Ubiquitin carboxyl-terminal hydrolase	8.95	8	10	8	360483.7124	10	
Q9VZV2	Chitinase 7	4.64	5	6	5	65915.3424	6	
Q9VZW1	Phospholipid scramblase	11.03	3	5	3	51072.659439999996	5	
Q9VZW7	Carnitine palmitoyltransferase 2	8.1	5	5	5	19008.2074	4	
Q9VZX6	LD06441p	21.78	7	9	7	459536.216	9	
Q9VZY0	LD45195p	11.48	3	4	3	340848.588	4	
Q9VZY9	Probable proline--tRNA ligase, mitochondrial	4.59	2	2	1	12794.632160000001	2	
Q9VZZ5	GEO12033p1	34.27	6	8	6	1235525.5635	8	
Q9VZZ6	CG16985 protein	38.26	5	11	5	788696.4881	11	
Q9W022	GEO01508p1	62.68	8	41	8	11011005.3825	40	
Q9W073	RH22148p	19.41	3	3	3	74960.7442	3	
Q9W077	Cuticular protein 62Bc, isoform A	32.78	4	25	4	8619398.95387	23	
Q9W078	Cuticular protein 62Bb, isoform A	32.99	4	14	3	2858278.093	14	
Q9W086	Large ribosomal subunit protein mL46	28.29	9	11	9	444566.7011	11	
Q9W087	U6 snRNA-associated Sm-like protein LSm8	42.11	4	7	3	359161.4095	6	
Q9W0A8	FI01658p	25.63	7	26	7	1433168.8445	26	
Q9W0B3	Vacuolar protein sorting-associated protein VTA1 homolog	28.16	10	25	10	1688168.656	24	
Q9W0C3	GH11843p	38.78	11	19	11	985679.6338000001	17	
Q9W0D3	GH15728p	1.29	2	2	2	4088.87224	2	
Q9W0D9	choline-phosphate cytidylyltransferase	11.55	5	6	2	73058.19	1	
Q9W0G4	hydroxymethylbilane synthase	9.05	4	4	4	66825.277	4	
Q9W0H6	Acetyl-CoA acetyltransferase 2	40.56	12	24	12	1303999.3415	22	
Q9W0H8	Reticulocalbin-3	58.66	17	30	6	2221827.52993	28	
Q9W0H9	Rabaptin-5-associated exchange factor for Rab5	8.62	5	5	5	119821.694	5	
Q9W0J9	GH07301p	34.47	8	12	7	462655.6019	11	
Q9W0K9	LD10220p	23.21	4	4	4	35049.191999999995	4	
Q9W0L7	ubiquitinyl hydrolase 1	2.18	3	3	1	24360.4689	3	
Q9W0M4	Endoplasmic reticulum transmembrane protein	29.39	10	14	9	649732.1954	14	
Q9W0M5	Protein DPCD	14.41	3	3	3	23663.9654	3	
Q9W0N6	LD27967p	9.57	3	3	3	45017.0247	3	
Q9W0P4	GEO05053p1	8.13	1	1	1	30766.357	1	
Q9W0Q2	Peptidyl-prolyl cis-trans isomerase	18.18	3	5	3	50960.795	4	
Q9W0Q3	BLOC-1 related complex subunit 6, isoform A	3.64	1	1	1	54502.24	1	
Q9W0R0	Cell division cycle 5, isoform A	18.06	13	19	13	444129.6742	19	
Q9W0S6	Large ribosomal subunit protein bL17m	22.73	4	4	4	65180.9808	4	
Q9W0U0	glycerol kinase	3.9	2	2	0	21430.887	2	
Q9W0X0	Scavenger receptor class B member 1	14.7	8	12	0	389372.4269	11	
Q9W0X1	GH15894p	6.31	3	3	3	118216.4376	3	
Q9W0X2	GEO07322p1	28.1	3	4	3	201322.713	3	
Q9W0X3	LD24657p	22.81	4	4	1	227671.5356	4	
Q9W0Z5	LP09747p	22.95	9	13	9	513767.39266	10	
Q9W114	IP05433p	28.33	3	4	3	69984.6584	3	
Q9W125	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	81.14	13	55	13	7675643.443349999	53	
Q9W127	Isochorismatase domain-containing protein 1	34.62	6	19	6	1596702.6206999999	17	
Q9W136	Uncharacterized protein	19.81	4	18	4	871811.5316999999	15	
Q9W140	Regulatory protein zeste	3.53	2	3	2	64853.71399999999	3	
Q9W147	RNA polymerase II subunit A C-terminal domain phosphatase	6.25	4	6	4	44540.169799999996	5	
Q9W158	LD36772p	14.33	5	7	5	449176.444	6	
Q9W199	GEO07594p1	21.29	4	5	4	317370.163	5	
Q9W1B9	Large ribosomal subunit protein uL11	55.15	9	32	9	5791245.2707	31	
Q9W1C8	LD24355p	19.02	8	8	8	165267.426	7	
Q9W1E8	Adaptor protein complex AP-3 small chain sigma3	12.04	3	5	3	118791.2265	5	
Q9W1F2	FI07217p	5.93	2	3	2	13769.615	2	
Q9W1F7	IP15825p	34.97	12	28	12	3472494.5476	26	
Q9W1F8	GEO08248p1	23.31	4	8	4	796548.9400000001	7	
Q9W1G7	LD21576p	34.32	13	22	13	862055.7108	20	
Q9W1H5	Decapping protein 1, isoform A	22.85	7	11	7	433437.44499999995	11	
Q9W1H6	GH04238p	13.85	3	9	3	461433.65616	9	
Q9W1H8	acetyl-CoA C-acyltransferase	33.48	15	51	15	4563399.0963	45	
Q9W1I8	LD03592p	39.08	9	25	9	924283.5065599999	19	
Q9W1L1	Large ribosomal subunit protein mL43	27.6	4	6	4	57624.623340000006	6	
Q9W1L8	GH11818p	2.66	1	1	1	23310.668	1	
Q9W1M9	Exosome complex component RRP4	15.77	5	6	5	81163.5318	6	
Q9W1N3	Levy, isoform A	23.85	3	17	3	3652962.148	16	
Q9W1N4	Serine-threonine kinase receptor-associated protein	5.79	2	2	2	5453.9097	1	
Q9W1R0	RH49821p	4.13	2	2	2	13179.323	2	
Q9W1R3	Golgin-245	12.09	17	20	17	357345.80460000003	19	
Q9W1V8	CG9893 protein	39.58	8	16	8	660842.16212	16	
Q9W1W4	RE45066p	18.58	6	11	6	396321.32070000004	10	
Q9W1X5	GH04942p	20.82	28	39	4	2389667.7212	36	
Q9W227	Peptidyl-prolyl cis-trans isomerase	61.46	13	82	13	16153337.7198	72	
Q9W229	40S ribosomal protein S24	31.3	4	17	4	1097784.7619999999	15	
Q9W236	Vacuolar protein sorting 20, isoform A	37.74	8	12	8	353714.5511	12	
Q9W253	Small ribosomal subunit protein mS29	14.8	6	8	6	118295.7928	8	
Q9W254	Quaking related 58E-2, isoform A	22.36	12	25	11	830075.65937	23	
Q9W257	RH13652p	6.99	2	4	2	308004.593	4	
Q9W258	Babos, isoform A	33.67	7	13	7	1759883.9300000002	13	
Q9W259	FI23916p1	8.95	4	5	4	150701.6833	5	
Q9W260	GH03113p	15.4	8	12	8	409987.2447	12	
Q9W287	Cuticle protein 16.5-like	27.19	4	5	4	245167.929	5	
Q9W289	Golgi matrix protein 130 kD	25.91	18	29	18	408115.8222	25	
Q9W298	Sugar phosphate phosphatase	6.69	3	3	3	23001.182	3	
Q9W299	Sugar phosphate phosphatase	6.65	3	4	3	58250.4212	4	
Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	31.82	3	18	3	1661367.285	18	
Q9W2I2	Queuosine 5'-phosphate N-glycosylase/hydrolase	5.25	2	2	2	28593.010599999998	2	
Q9W2J4	UDP-glucuronosyltransferase	5.45	3	3	3	58769.51	3	
Q9W2J5	Uncharacterized protein, isoform A	32.11	11	15	1	415253.8564	13	
Q9W2K2	U6 snRNA-associated Sm-like protein LSm1	24.09	3	4	3	288212.4765	4	
Q9W2L6	RH02475p	33.73	20	58	20	5756472.13195	54	
Q9W2M0	LD23155p	22.1	15	17	15	475824.65434999997	15	
Q9W2M4	Farnesoic acid O-methyl transferase domain-containing protein	44.93	11	54	11	20329266.3903	52	
Q9W2M9	FI16623p1	14.71	2	2	2	339167.30179999996	2	
Q9W2P5	U6 snRNA-associated Sm-like protein LSm6	24.05	2	3	2	2687.4781	2	
Q9W2S2	Autophagy-related 8a, isoform A	15.7	4	5	1	611104.05	5	
Q9W2U8	Neb-cGP, isoform A	45.83	2	21	2	630007.228	11	
Q9W2V2	FI20035p1	5.6	3	3	3	11258.2879	3	
Q9W2X6	ATP synthase F(1) complex subunit delta, mitochondrial	77.07	11	103	11	48900183.80436	87	
Q9W2Z7	Uncharacterized protein, isoform B	25.55	9	23	0	708275.3314	19	
Q9W2Z9	RE65233p	4.81	1	2	1	78904.66	2	
Q9W306	GEO08256p1	25.62	3	4	3	15362.1158	4	
Q9W308	GH05731p	16.18	2	5	2	918633.92	5	
Q9W309	GEO08445p1	33.95	7	11	7	1494542.532	11	
Q9W314	GH14088p	9.82	4	5	4	216315.467	5	
Q9W329	Golgi-localized, gamma-adaptin ear containing, ARF binding protein	11.97	8	9	8	230050.8717	8	
Q9W330	Phosphotransferase	29.76	15	32	2	4700946.167	31	
Q9W335	Translocon-associated protein subunit alpha	4.97	1	2	1	86389.9504	2	
Q9W337	GH19985p	44.95	7	14	7	1469324.0958	14	
Q9W370	GEO12084p1	38.52	4	10	4	396638.8775	9	
Q9W373	SET and MYND domain containing, arthropod-specific, member 9, isoform A	3.4	2	2	2	16418.5337	2	
Q9W374	Dihydropyrimidine dehydrogenase [NADP(+)]	3.98	3	3	3	20489.871	2	
Q9W392	T-complex protein 1 subunit beta	41.5	19	37	19	2326642.2549	35	
Q9W396	FI06908p	14.17	4	7	4	432572.7694	6	
Q9W3B3	Uroporphyrinogen-III synthase	14.08	4	5	4	246508.63199999998	5	
Q9W3C3	LD10016p	12.94	6	8	6	151952.7932	6	
Q9W3C4	beta-N-acetylhexosaminidase	6.43	4	4	4	56555.786	3	
Q9W3F6	Bleomycin hydrolase	19.26	8	15	1	437715.4632	11	
Q9W3G8	pyridoxal 5'-phosphate synthase	13.62	3	4	3	99630.18	3	
Q9W3H4	LD36273p	66.8	13	29	13	1835667.2579	25	
Q9W3J1	G protein beta subunit 5	20.11	5	9	5	148288.06832	7	
Q9W3J6	FI06457p	8.64	3	4	3	41159.31194	3	
Q9W3K6	LD35927p	4.99	4	5	4	105399.61170000001	5	
Q9W3K9	Short-chain dehydrogenase/reductase 3	32.5	11	26	11	1138859.42857	24	
Q9W3L4	GH20802p	35.02	10	23	10	1356906.2251	21	
Q9W3M7	RNA helicase	14.07	10	15	9	84207.86845000001	8	
Q9W3M8	LD34211p	47.74	8	17	8	1103743.0411	17	
Q9W3N1	RH59310p	7.17	2	2	2	6333.1494	1	
Q9W3N7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	37.5	3	10	2	576788.0118	8	
Q9W3N9	Acetyl-CoA acetyltransferase 1, isoform A	43.41	16	40	16	3710790.84366	38	
Q9W3Q0	FI07418p	23.39	5	14	4	32278.2056	3	
Q9W3Q1	GM14286p	8.84	3	3	3	19033.996359999997	3	
Q9W3R8	sn-1-specific diacylglycerol lipase ABHD11	26.3	9	13	9	532074.225	11	
Q9W3S3	LP10445p	15.68	2	3	2	7051.4136	3	
Q9W3T2	Coiled-coil domain-containing protein 25	22.49	5	7	5	142885.4245	6	
Q9W3T9	GM01152p	45.38	9	16	9	1245030.0323	16	
Q9W3U9	CG14434-PA	32.62	6	13	0	302441.78103	9	
Q9W3V2	FI19713p1	4.82	4	4	4	35854.0486	4	
Q9W3V3	E3 ubiquitin-protein ligase ZNRF1	8.25	2	3	2	18681.647	3	
Q9W3W4	5-demethoxyubiquinone hydroxylase, mitochondrial	11.87	3	4	3	74058.16926	4	
Q9W3X7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	56.57	10	60	10	8723042.958	57	
Q9W3X8	RH42690p	10.73	4	5	4	34058.3168	4	
Q9W3Y3	Calcyclin-binding protein	47.83	11	20	11	1055129.7245500002	20	
Q9W3Z4	GH18625p	3.75	1	1	1	4990.435	1	
Q9W402	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	59.74	12	55	12	4943382.7036	51	
Q9W403	LD24968p	9.21	5	7	5	92450.3083	7	
Q9W404	GH10714p	31.03	9	12	8	308045.13114	10	
Q9W411	Uncharacterized protein, isoform A	9.4	2	3	2	72774.513	3	
Q9W414	Regulatory particle triple-A ATPase 4	34.01	13	26	8	1320931.3605	24	
Q9W425	Rabconnectin-3A	1.34	5	5	5	33111.7604	4	
Q9W457	Serine hydroxymethyltransferase	36.69	23	69	0	7428295.5288	60	
Q9W461	LD23868p	18.22	7	8	7	246187.1249	8	
Q9W482	Lin-52, isoform A	33.12	4	11	4	225632.13220000002	8	
Q9W483	GH18971p	5.79	2	3	2	85746.823	3	
Q9W486	LD13361p	5.27	3	3	0	47029.074	3	
Q9W499	Large ribosomal subunit protein uL29	17.89	3	6	3	153042.9197	4	
Q9W4A0	GH11193p	19.8	4	5	4	312811.548	5	
Q9W4A6	Otopetrin-like a, isoform A	9.28	7	8	3	71122.1382	8	
Q9W4C2	lysozyme	17.11	3	3	3	111939.34	3	
Q9W4I3	Large ribosomal subunit protein uL30m	40.56	8	10	8	210673.0572	8	
Q9W4J7	Uncharacterized protein	13.82	4	5	4	48742.0288	4	
Q9W4K0	CHOp24, isoform A	42.79	8	31	8	2740601.43737	28	
Q9W4N8	LD30122p	55.76	15	77	0	10610010.28136	70	
Q9W4U2	RH09070p	41.37	8	24	8	1363296.05525	22	
Q9W4W4	RING-type E3 ubiquitin transferase	3.04	2	2	2	10666.292300000001	2	
Q9W4W5	RE47284p	11.15	4	4	4	299431.821	4	
Q9W4W8	Paraplegin, isoform A	18.07	15	21	15	340624.15760000004	19	
Q9W4Y1	aralkylamine N-acetyltransferase	32.46	7	13	7	882823.4060000001	13	
Q9W4Z1	EG:BACH48C10.5 protein	2.59	2	2	0	25154.564	2	
Q9W4Z2	Large ribosomal subunit protein uL14m	21.74	3	3	3	11234.79053	3	
Q9W503	RH61816p	38.61	11	14	11	560722.468	14	
Q9W5B4	GH18858p	31.97	10	21	10	1377189.42615	18	
Q9W5B5	Gamma-butyrobetaine dioxygenase	6.4	2	2	2	39826.737	2	
Q9W5E2	EG:115C2.8 protein	7.35	2	3	2	19279.65025	3	
Q9W5G7	EG:BACR37P7.8 protein	7.84	2	5	0	105701.3877	5	
Q9W5R5	Sarcolemmal membrane-associated protein	5.8	5	6	5	204402.373	6	
Q9W5W7	GH19483p	2.57	2	3	2	30087.1283	3	
Q9W5W8	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	41.35	12	40	12	6033560.7311	38	
Q9W5X0	LD21953p	26.87	6	25	1	180479.83000000002	4	
Q9XTL2	Jak pathway signal transduction adaptor molecule	9.58	6	10	6	234424.09250000003	9	
Q9XYW6	E3 ubiquitin-protein ligase CHIP	35.29	9	12	9	201426.8203	12	
Q9XYZ9	Glutathione S transferase E12, isoform A	40.36	10	52	10	7419077.5045	46	
Q9XZ19	Uncharacterized protein	20.24	5	7	5	277061.2222	6	
Q9XZ61	Ubiquitin carboxyl-terminal hydrolase	26.23	10	18	10	1118981.8907	17	
Q9Y0Y5	Coatomer subunit epsilon	19.28	7	15	7	1151901.118	15	
Q9Y112	BcDNA.GH10614	70.25	24	101	21	15073432.19207	98	
Q9Y114	UBX domain-containing protein 4	35.21	22	29	22	633918.05556	24	
Q9Y119	BcDNA.GH08860	23.49	18	22	18	478570.0442	19	
Q9Y125	BcDNA.GH08312	31.27	32	108	2	16693236.49843	92	
Q9Y128	Ceramide transfer protein	5.66	4	4	2	16106.026699999999	3	
Q9Y136	Neprilysin-like 21	8.63	6	7	4	60966.0698	7	
Q9Y143	BcDNA.GH05536	50.38	11	45	11	3466712.7986	37	
Q9Y156	BcDNA.GH02976	31.45	9	14	9	293770.78143	13	
Q9Y162	vesicle-fusing ATPase	31.67	18	43	18	4285659.57885	42	
Q9Y164	BcDNA.GH02439	54.35	18	81	0	14551582.41006	77	
Q9Y165	E2 ubiquitin-conjugating enzyme	4.89	2	2	2	3055.7476	1	
Q9Y171	BcDNA.GH02220	4.54	2	4	2	230749.44956	4	
R9PY51	Uncharacterized protein	34.95	6	48	6	7344981.6557	27	
X2J4C1	Synaptotagmin 1, isoform I	47.46	24	115	1	16242988.37198	107	
X2J516	Trifunctional purine biosynthetic protein adenosine-3	5.99	9	12	0	450517.05253	12	
X2J979	Synaptotagmin 1, isoform H	48.2	24	114	1	515132.6995	10	
X2JAT7	Fasciclin 3, isoform G	15.08	7	20	1	188080.4227	2	
X2JAZ3	mitogen-activated protein kinase kinase	17.3	7	7	1	384357.047	6	
X2JB48	ADP/ATP translocase	56.86	20	109	1	11815979.871240001	101	
X2JCY4	Stoned B, isoform H	21.51	19	33	1	1073371.3807	31	
X2JDJ5	Multiple edematous wings, isoform F	6.52	8	9	1	139669.8072	7	
X2JDM7	Guanine nucleotide-binding protein subunit gamma	25.63	13	141	0	40210876.9134	111	
X2JEN5	Uncharacterized protein, isoform H	20.96	4	7	1	27603.309	1	
X2JKC1	Lipid storage droplet-2, isoform E	46.87	14	29	0	23416.802	2	
O46043	Poly(ADP-ribose) glycohydrolase	4.98	3	3	3	52388.478	2	
O76932	Serine/threonine-protein phosphatase 4 catalytic subunit	2.28	1	1	0	11092.61	1	
P10674	Fasciclin-1	49.69	30	164	1	2046.7401	1	
P32865	G protein-coupled receptor kinase 1	1.43	1	1	0	5093.364	1	
Q08605	Transcription activator GAGA	1.2	1	1	0	34060.395	1	
Q9V3H8	NTF2-related export protein	10.53	2	2	1	11734.686	1	
Q9V770	Probable cytochrome P450 6a17	4.19	2	2	0	2309.0552	1	
Q9VES1	ADP-ribosylation factor-like protein 6-interacting protein 1	8.12	3	3	0	94589.6902	3	
Q9VK68	PITH domain-containing protein CG6153	12.32	3	3	0	79863.006	2	
Q9VPD2	Cytosolic Fe-S cluster assembly factor Nubp2 homolog	3.46	1	1	1	10301.734	1	
Q9VVW5	Dual specificity protein phosphatase Mpk3	1.95	1	1	0	7448.914	1	
Q9VWS2	Nucleoporin Nup35	6.95	3	3	3	37585.897	2	
Q9W568	Protein halfway	3.11	1	1	0	2453.9626	1	
Q9XZT1	Mediator of RNA polymerase II transcription subunit 18	4.61	1	1	1	5006.3667	1	
A0A0B4JD15	Guanine nucleotide-binding protein subunit alpha	11.38	4	6	0	7485.0537	1	
A0A0B4K7U4	Muscleblind, isoform H	5.68	5	8	0	103285.06180000001	6	
A0A0B4KFE3	Toutatis, isoform F	0.26	1	1	0	1755.456	1	
A0A0B4KGN2	MICOS complex subunit MIC60	52.14	42	115	1	36875.137	1	
A0ACD4DAB9	Bruchpilot, isoform R	54.49	113	340	0	81737.4	1	
A1Z7M0	Space blanket	2.86	1	1	1	37501.426	1	
A1ZA97	Carboxylic ester hydrolase	3.58	2	2	2	53925.996199999994	2	
A8JNQ4	RNA-binding Fox protein 1, isoform I	6.41	4	6	0	323486.1266	6	
B5RJS0	IP20241p	1.96	2	2	0	751.4898	1	
E1JHJ9	Cytoplasmic linker protein 190, isoform M	34.29	53	96	1	15175.077	1	
E1JIR4	Sodium/potassium-transporting ATPase subunit alpha	46.51	44	150	1	19361.449999999997	2	
E1JJM0	FI20063p1	22.76	13	20	0	532553.0403	18	
E2QCF1	ATP-citrate synthase	11.14	11	15	1	365.14816	1	
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	4.83	2	2	0	15580.0205	1	
F0JAG6	Alpha-actinin, sarcomeric	57.75	51	192	1	21172.346	1	
M9PEX2	Uncharacterized protein, isoform D	33.89	13	38	1	8145.7983	1	
M9PHI0	Hyperkinetic, isoform M	1.69	1	2	0	15716.2794	2	
Q0E8R1	FI07211p	34.57	13	35	0	154346.013	2	
Q6NLA3	V-type proton ATPase subunit a	9.15	7	10	0	174422.6268	10	
Q7JWH6	RE61424p	5.65	2	2	2	8832.227	1	
Q7JXA2	LOBE	5.52	2	2	2	4804.9067	1	
Q7K1Q7	Ribosome assembly factor mrt4	5.86	2	3	2	178594.7386	3	
Q7K1W4	Epoxide hydrolase	1.71	1	1	1	3888.9272	1	
Q7KVW1	RE73736p	2.8	2	2	0	33792.151	2	
Q7PLV6	FI02158p	0.85	1	2	1	3468.6152	2	
Q8I062	GH23305p	83.33	21	152	1	32251.81	1	
Q8I937	Ribosome biogenesis regulatory protein	5.16	2	2	2	44738.3657	2	
Q8IPG9	Basigin, isoform A	48.68	14	69	1	7996.9873	1	
Q8IRB4	Tumor protein p53 inducible nuclear protein, isoform C	6.59	2	2	0	9130.41266	2	
Q8MPN6	Serpin 4	27.18	9	11	0	15242.255	1	
Q9I7N2	Nucleoporin NUP42	4.02	2	3	0	35846.3857	3	
Q9V3T2	Mitochondrial 2-oxodicarboxylate carrier	3.59	1	1	1	2021.6418	1	
Q9VCS2	Short-chain dehydrogenase/reductase 3	9.35	3	3	3	17307.50286	3	
Q9VKC1	IP16805p	4.28	1	1	1	22292.389	1	
Q9VM94	Homer, isoform B	49.62	17	57	1	42538.29	1	
Q9VPY2	Phospholipase A2 activator protein, isoform A	1.14	1	1	1	76277.2	1	
Q9VRT7	U6 snRNA-associated Sm-like protein LSm5	46.15	2	4	2	157634.5367	4	
Q9VSE8	UDP-glucuronic acid decarboxylase 1	2.04	1	1	1	73736.875	1	
Q9VTE1	Immediate early response 3-interacting protein 1	26.25	2	2	2	20785.326800000003	2	
Q9VTW6	U6 snRNA-associated Sm-like protein LSm2	23.16	3	4	3	664608.4404999999	4	
Q9VTY1	LD40136p	5.69	2	2	2	47910.372	2	
Q9VVU6	Pre-mRNA-processing factor 6	1.29	1	1	1	2997.528	1	
Q9VY48	Large ribosomal subunit protein mL38	7.21	3	3	3	19968.032	2	
Q9W2N5	GH10162p	3.47	2	2	2	78215.9778	2	
Q9W362	La-related protein 7	1.85	1	1	1	1003.38196	1	
Q9W525	LD08195p	3.8	2	2	1	45299.208	2	
P0C919	Molybdopterin synthase sulfur carrier subunit	23.33	2	2	2	21064.7947	2	
Q9XYN7	Proteasome subunit beta type-3	15.12	3	3	3	46715.728	2	
A0A0B4KGW5	Uncharacterized protein, isoform C	19.15	1	2	0	20621.4696	2	
A0A0B4LHR2	Uncharacterized protein, isoform F	10.18	6	6	0	19770.785	1	
A0A6M3Q6Z1	Stambha A, isoform F	2.05	2	2	0	51573.432	2	
A8E6R2	Alanine--glyoxylate aminotransferase 2, mitochondrial	3.09	2	2	0	12983.1369	2	
B7YZX9	Uncharacterized protein, isoform B	19.17	3	4	1	99244.8766	4	
E1JJ83	Os-C, isoform B	16.34	2	2	1	12416.63076	2	
M9MRG5	Taiman, isoform F	0.94	2	2	0	35736.141	2	
M9PCB7	Trailer hitch, isoform G	33.75	14	27	0	397560.99543	17	
M9PG97	Female sterile (2) ltoPP43, isoform C	7.63	2	2	0	11199.705	1	
O46231	FI18705p1	65.94	22	77	1	119577.39	1	
Q6IDE2	GH07226p	2.0	1	1	1	12086.776	1	
Q7JVH0	Splicing factor YJU2	4.8	1	1	1	10051.624	1	
Q7JVK1	Large ribosomal subunit protein uL18m	11.83	2	2	2	16717.588	2	
Q7K527	Tetraspanin	4.61	1	1	1	7606.171	1	
Q7KUV4	Uncharacterized protein, isoform A	16.67	1	1	1	278075.1	1	
Q8IQ80	GH06117p	2.97	2	2	0	151927.33179999999	2	
Q9VCT6	Uncharacterized protein	2.58	1	3	1	123459.163	3	
Q9VHW5	LD38634p	17.32	2	3	2	20526.983500000002	3	
Q9VIZ1	Dynactin subunit 6	8.11	1	2	1	88289.8738	2	
Q9VJ44	propanoyl-CoA C-acyltransferase	22.36	8	23	1	37878.215	1	
Q9VVG5	RH19679p	14.44	1	3	1	1385366.5483000001	3	
P09956	Regulatory protein zeste	2.96	2	2	0	4143.1533	1	
Q7K4H4	Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66	1.53	1	1	0	8943.99	1	
Q7KNS3	Lissencephaly-1 homolog	1.7	1	1	0	12872.722	1	
Q8IN78	Mitochondrial import inner membrane translocase subunit Tim22	3.59	1	1	1	18523.014	1	
Q9VMV6	Thioredoxin reductase-like selenoprotein T homolog CG3887	4.55	1	1	0	58805.31	1	
Q9VPR7	UPAR/Ly6 domain-containing protein cold	9.15	1	1	1	14093.597	1	
A0A0B4K838	Guanine nucleotide-binding protein subunit gamma	10.61	1	1	1	75737.59	1	
B7Z0L1	Fasciclin 1, isoform E	50.48	29	163	0	16961206.20914	142	
C1C3E7	MIP09364p	61.25	22	85	1	3029.2905	1	
E1JH70	Kank, isoform E	2.57	2	2	0	5971.12987	2	
Q7K231	RING-type E3 ubiquitin transferase	3.87	2	3	2	5383.781800000001	2	
Q7YZ93	Uncharacterized protein, isoform B	4.31	2	2	0	26701.28	1	
Q8IQH6	Nebulosa, isoform A	2.76	1	1	0	3771.8806	1	
